env,folds,capped_pct,cases,to_limit_moved_pct,to_limit_p90_pct,to_limit_max_pct
caltech101_m/dinov3_patch/whole_image,451,0.22172949002217296,228,0.43859649122807015,0.0,0.24752475247524752
caltech101_m/siglip/whole_image,476,0.42016806722689076,239,1.6736401673640167,0.0,13.402061855670103
coco_val/dinov3_patch/max_patch,557,1.436265709156194,279,37.634408602150536,0.04182350480970305,18.20762368207624
coco_val/dinov3_patch/whole_image,553,3.616636528028933,279,61.648745519713266,0.12300156165977792,35.60100166944908
coco_val/siglip/whole_image,558,5.376344086021505,280,54.64285714285714,0.08799747783835889,22.42007284500202
visual_genome_m/dinov3_patch/max_patch,633,1.7377567140600316,317,31.861198738170348,0.049850448654037885,8.99091343854615
visual_genome_m/dinov3_patch/whole_image,627,20.414673046251995,317,68.13880126182966,1.2385008203823538,28.84801548886738
visual_genome_m/siglip/whole_image,638,20.846394984326018,319,70.21943573667711,1.840586432696616,15.76378721327477
