arm,run,n_votes,cost,fnr,fpr,threshold,degenerate,app_trained,n_rows
coco_val/siglip/whole_image,safe_on,9,0.4692293157894737,0.14042557894736843,0.3288037368421053,0.4499312105263158,0.0,0.9473684210526315,38
coco_val/siglip/whole_image,safe_off,10,0.3033736842105263,0.07921447368421053,0.2241591842105263,0.4314180526315789,0.0,1.0,38
coco_val/siglip/whole_image,safe_on,10,0.42373147368421055,0.12498073684210526,0.2987507631578947,0.4425675789473685,0.0,0.9473684210526315,38
coco_val/siglip/whole_image,safe_off,11,0.29695976315789474,0.0846602894736842,0.2122995263157895,0.42432,0.0,1.0,38
coco_val/siglip/whole_image,safe_on,11,0.40033521052631577,0.12110844736842107,0.27922673684210525,0.4363240263157895,0.0,0.9473684210526315,38
coco_val/siglip/whole_image,safe_off,12,0.29205484210526317,0.08135786842105264,0.21069700000000002,0.41697010526315786,0.0,1.0,38
coco_val/siglip/whole_image,safe_on,12,0.37812360526315786,0.12244976315789473,0.2556738157894737,0.4290802105263158,0.0,0.9473684210526315,38
coco_val/siglip/whole_image,safe_off,13,0.2920242894736842,0.0845751052631579,0.20744923684210526,0.41173431578947367,0.0,1.0,38
coco_val/siglip/whole_image,safe_on,13,0.3546808947368421,0.1198227894736842,0.23485810526315787,0.42531139473684215,0.0,0.9473684210526315,38
coco_val/siglip/whole_image,safe_off,14,0.283692,0.06961515789473685,0.2140768947368421,0.40376684210526315,0.0,1.0,38
coco_val/siglip/whole_image,safe_on,14,0.32082097368421053,0.10500426315789473,0.21581673684210526,0.42022668421052634,0.0,0.9736842105263158,38
