tier,cell,class_id,source,method,k,n_positive,n_pool,stage1_recall_at_k,ap,first_hit,r@10,r@50,r@100
s,raw,spods/stamp_00577_1,spods,raw_alone,,31,4998,,0.38329372469833006,1,0.16129032258064516,0.5161290322580645,0.8387096774193549
s,raw,spods/stamp_00577_1,spods,sift_exhaustive,,31,4998,,0.9844172273014778,1,0.3225806451612903,0.967741935483871,1.0
s,raw,spods/stamp_00577_1,spods,raw_100_sift,100,31,4998,0.8387096774193549,0.8645588226695087,1,0.3225806451612903,0.8387096774193549,0.8387096774193549
s,raw,spods/stamp_00577_1,spods,raw_500_sift,500,31,4998,1.0,0.9889235749797665,1,0.3225806451612903,1.0,1.0
s,raw,spods/stamp_00577_1,spods,raw_1000_sift,1000,31,4998,1.0,0.9848093841642229,1,0.3225806451612903,1.0,1.0
s,raw,spods/stamp_00577_1,spods,raw_2000_sift,2000,31,4998,1.0,0.9848093841642229,1,0.3225806451612903,1.0,1.0
s,raw,spods/stamp_00612_1,spods,raw_alone,,31,4998,,0.005229534635787287,1565,0.0,0.0,0.0
s,raw,spods/stamp_00612_1,spods,sift_exhaustive,,31,4998,,0.5372572489815387,1,0.1935483870967742,0.6451612903225806,0.9354838709677419
s,raw,spods/stamp_00612_1,spods,raw_100_sift,100,31,4998,0.0,0.005229534635787287,1565,0.0,0.0,0.0
s,raw,spods/stamp_00612_1,spods,raw_500_sift,500,31,4998,0.0,0.005229534635787287,1565,0.0,0.0,0.0
s,raw,spods/stamp_00612_1,spods,raw_1000_sift,1000,31,4998,0.0,0.005229534635787287,1565,0.0,0.0,0.0
s,raw,spods/stamp_00612_1,spods,raw_2000_sift,2000,31,4998,0.1935483870967742,0.06585581792305083,1,0.06451612903225806,0.12903225806451613,0.1935483870967742
s,raw,spods/stamp_00769_1,spods,raw_alone,,31,4998,,0.060919177610227165,11,0.0,0.16129032258064516,0.25806451612903225
s,raw,spods/stamp_00769_1,spods,sift_exhaustive,,31,4998,,0.8001805085090261,1,0.3225806451612903,0.7741935483870968,0.967741935483871
s,raw,spods/stamp_00769_1,spods,raw_100_sift,100,31,4998,0.25806451612903225,0.29144496954968135,1,0.25806451612903225,0.25806451612903225,0.25806451612903225
s,raw,spods/stamp_00769_1,spods,raw_500_sift,500,31,4998,0.7096774193548387,0.6226764548129686,1,0.3225806451612903,0.7096774193548387,0.7096774193548387
s,raw,spods/stamp_00769_1,spods,raw_1000_sift,1000,31,4998,1.0,0.8164211787578693,1,0.3225806451612903,0.7741935483870968,1.0
s,raw,spods/stamp_00769_1,spods,raw_2000_sift,2000,31,4998,1.0,0.8058425786626254,1,0.3225806451612903,0.7741935483870968,1.0
s,raw,spods/stamp_00931_1,spods,raw_alone,,30,4998,,0.7035927242720406,1,0.3333333333333333,0.7666666666666667,0.8666666666666667
s,raw,spods/stamp_00931_1,spods,sift_exhaustive,,30,4998,,0.7143895883992859,1,0.26666666666666666,0.9333333333333333,1.0
s,raw,spods/stamp_00931_1,spods,raw_100_sift,100,30,4998,0.8666666666666667,0.8884030269288423,1,0.3333333333333333,0.8666666666666667,0.8666666666666667
s,raw,spods/stamp_00931_1,spods,raw_500_sift,500,30,4998,0.9666666666666667,0.7911147404871549,1,0.3,0.9666666666666667,0.9666666666666667
s,raw,spods/stamp_00931_1,spods,raw_1000_sift,1000,30,4998,1.0,0.7275429822959443,1,0.26666666666666666,0.9666666666666667,1.0
s,raw,spods/stamp_00931_1,spods,raw_2000_sift,2000,30,4998,1.0,0.7165165725262703,1,0.26666666666666666,0.9333333333333333,1.0
s,raw,staver/stamp_stampds-00213_1,staver,raw_alone,,17,4998,,0.43555365767710813,4,0.23529411764705882,0.8823529411764706,1.0
s,raw,staver/stamp_stampds-00213_1,staver,sift_exhaustive,,17,4998,,0.5266725930852774,2,0.29411764705882354,1.0,1.0
s,raw,staver/stamp_stampds-00213_1,staver,raw_100_sift,100,17,4998,1.0,0.9822595704948647,1,0.5882352941176471,1.0,1.0
s,raw,staver/stamp_stampds-00213_1,staver,raw_500_sift,500,17,4998,1.0,0.7070051820660149,2,0.47058823529411764,1.0,1.0
s,raw,staver/stamp_stampds-00213_1,staver,raw_1000_sift,1000,17,4998,1.0,0.6454079927192055,2,0.4117647058823529,1.0,1.0
s,raw,staver/stamp_stampds-00213_1,staver,raw_2000_sift,2000,17,4998,1.0,0.6004112777150474,2,0.35294117647058826,1.0,1.0
s,raw,staver/stamp_stampds-00230_0,staver,raw_alone,,7,4998,,0.4527581941867656,2,0.5714285714285714,0.8571428571428571,1.0
s,raw,staver/stamp_stampds-00230_0,staver,sift_exhaustive,,7,4998,,1.0,1,1.0,1.0,1.0
s,raw,staver/stamp_stampds-00230_0,staver,raw_100_sift,100,7,4998,1.0,1.0,1,1.0,1.0,1.0
s,raw,staver/stamp_stampds-00230_0,staver,raw_500_sift,500,7,4998,1.0,1.0,1,1.0,1.0,1.0
s,raw,staver/stamp_stampds-00230_0,staver,raw_1000_sift,1000,7,4998,1.0,1.0,1,1.0,1.0,1.0
s,raw,staver/stamp_stampds-00230_0,staver,raw_2000_sift,2000,7,4998,1.0,1.0,1,1.0,1.0,1.0
s,raw,tobacco800/logo_aah97e00-page02_1_0,tobacco800,raw_alone,,62,4841,,0.0983717016425373,6,0.016129032258064516,0.14516129032258066,0.25806451612903225
s,raw,tobacco800/logo_aah97e00-page02_1_0,tobacco800,sift_exhaustive,,62,4841,,1.0,1,0.16129032258064516,0.8064516129032258,1.0
s,raw,tobacco800/logo_aah97e00-page02_1_0,tobacco800,raw_100_sift,100,62,4841,0.25806451612903225,0.31181018474245403,1,0.16129032258064516,0.25806451612903225,0.25806451612903225
s,raw,tobacco800/logo_aah97e00-page02_1_0,tobacco800,raw_500_sift,500,62,4841,0.5806451612903226,0.5950053999949164,1,0.16129032258064516,0.5806451612903226,0.5806451612903226
s,raw,tobacco800/logo_aah97e00-page02_1_0,tobacco800,raw_1000_sift,1000,62,4841,0.6612903225806451,0.6709443036179296,1,0.16129032258064516,0.6612903225806451,0.6612903225806451
s,raw,tobacco800/logo_aah97e00-page02_1_0,tobacco800,raw_2000_sift,2000,62,4841,0.8709677419354839,0.8732479251469436,1,0.16129032258064516,0.8064516129032258,0.8709677419354839
s,raw,tobacco800/logo_aeq93a00_1,tobacco800,raw_alone,,13,4841,,0.009603187691134446,106,0.0,0.0,0.0
s,raw,tobacco800/logo_aeq93a00_1,tobacco800,sift_exhaustive,,13,4841,,0.3396835392115596,2,0.38461538461538464,0.46153846153846156,0.6923076923076923
s,raw,tobacco800/logo_aeq93a00_1,tobacco800,raw_100_sift,100,13,4841,0.0,0.009603187691134446,106,0.0,0.0,0.0
