tier,class_id,source,kind,n_positive,pool,n_pool,method,budget,floor,pos_inliers_median,neg_inliers_max,neg_over_floor,pos_over_floor,stage1_recall_at_k,ap,first_hit,r@10,r@50,r@100
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip,1024,24,42.0,33,2,19,,0.16344479424414085,2,0.06666666666666667,0.36666666666666664,0.5
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,sift,1024,24,42.0,33,2,19,,0.7694594358930786,1,0.3333333333333333,0.8,0.8333333333333334
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,sift_siglip,1024,24,42.0,33,2,19,,0.760483389919952,1,0.3333333333333333,0.7333333333333333,0.8666666666666667
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad,1024,24,42.0,33,2,19,,0.007583693048776726,70,0.0,0.0,0.03333333333333333
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad100_sift,1024,24,42.0,33,2,19,0.03333333333333333,0.04044083590591958,1,0.03333333333333333,0.03333333333333333,0.03333333333333333
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip100_sift,1024,24,42.0,33,2,19,0.5,0.4892043721173847,1,0.3333333333333333,0.5,0.5
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad500_sift,1024,24,42.0,33,2,19,0.1,0.10664012822167979,1,0.1,0.1,0.1
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip500_sift,1024,24,42.0,33,2,19,0.7666666666666667,0.6589443801847754,1,0.3333333333333333,0.6666666666666666,0.7
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad1000_sift,1024,24,42.0,33,2,19,0.16666666666666666,0.1729226596408663,1,0.16666666666666666,0.16666666666666666,0.16666666666666666
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip1000_sift,1024,24,42.0,33,2,19,0.9,0.7236004917105253,1,0.3333333333333333,0.7666666666666667,0.7666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip,1024,24,17.0,36,4,10,,0.466191738802859,1,0.26666666666666666,0.5333333333333333,0.5666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,sift,1024,24,17.0,36,4,10,,0.6003687164503199,1,0.3,0.7333333333333333,0.7666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,sift_siglip,1024,24,17.0,36,4,10,,0.48348816568074876,1,0.3,0.5333333333333333,0.5666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad,1024,24,17.0,36,4,10,,0.007841274437237238,128,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad100_sift,1024,24,17.0,36,4,10,0.0,0.007841274437237238,128,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip100_sift,1024,24,17.0,36,4,10,0.5666666666666667,0.5467719522197597,1,0.3333333333333333,0.5666666666666667,0.5666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad500_sift,1024,24,17.0,36,4,10,0.2,0.20542620969107023,1,0.2,0.2,0.2
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip500_sift,1024,24,17.0,36,4,10,0.6666666666666666,0.5503658607787593,1,0.3,0.6,0.6
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad1000_sift,1024,24,17.0,36,4,10,0.3,0.2981262757960091,1,0.26666666666666666,0.3,0.3
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip1000_sift,1024,24,17.0,36,4,10,0.7,0.5600096574760918,1,0.3,0.6333333333333333,0.6333333333333333
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip,1024,24,8.5,24,4,8,,0.02534837940041122,30,0.0,0.13333333333333333,0.16666666666666666
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,sift,1024,24,8.5,24,4,8,,0.38854218841905713,1,0.26666666666666666,0.5,0.5333333333333333
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,sift_siglip,1024,24,8.5,24,4,8,,0.2920353991336865,1,0.26666666666666666,0.3,0.3333333333333333
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad,1024,24,8.5,24,4,8,,0.005998864018392506,186,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad100_sift,1024,24,8.5,24,4,8,0.0,0.005998864018392506,186,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip100_sift,1024,24,8.5,24,4,8,0.16666666666666666,0.15016405259485058,1,0.13333333333333333,0.13333333333333333,0.16666666666666666
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad500_sift,1024,24,8.5,24,4,8,0.1,0.10533018620517498,1,0.1,0.1,0.1
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip500_sift,1024,24,8.5,24,4,8,0.36666666666666664,0.2667881503691513,1,0.26666666666666666,0.26666666666666666,0.3
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad1000_sift,1024,24,8.5,24,4,8,0.2,0.185857986028532,1,0.2,0.2,0.2
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip1000_sift,1024,24,8.5,24,4,8,0.4666666666666667,0.3489264468176555,1,0.26666666666666666,0.36666666666666664,0.36666666666666664
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip,1024,24,23.0,24,1,15,,0.5145333080764017,1,0.3,0.5666666666666667,0.6666666666666666
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,sift,1024,24,23.0,24,1,15,,0.6882050543083482,1,0.3333333333333333,0.7,0.7666666666666667
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,sift_siglip,1024,24,23.0,24,1,15,,0.7783854552294339,1,0.3333333333333333,0.7666666666666667,0.8333333333333334
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,vlad,1024,24,23.0,24,1,15,,0.009734835430445517,61,0.0,0.0,0.03333333333333333
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,vlad100_sift,1024,24,23.0,24,1,15,0.03333333333333333,0.04252172067634716,1,0.03333333333333333,0.03333333333333333,0.03333333333333333
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip100_sift,1024,24,23.0,24,1,15,0.6666666666666666,0.6240092489401227,1,0.3333333333333333,0.6666666666666666,0.6666666666666666
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,vlad500_sift,1024,24,23.0,24,1,15,0.26666666666666666,0.27225940465704873,1,0.26666666666666666,0.26666666666666666,0.26666666666666666
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip500_sift,1024,24,23.0,24,1,15,0.8,0.6607155328301157,1,0.3333333333333333,0.6666666666666666,0.7666666666666667
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,vlad1000_sift,1024,24,23.0,24,1,15,0.4,0.40378152014065766,1,0.3333333333333333,0.4,0.4
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip1000_sift,1024,24,23.0,24,1,15,0.8666666666666667,0.6623065761915794,1,0.3333333333333333,0.6666666666666666,0.7
