geometry,band,corr_terms_across_arms,max_abs_sum_minus_regret,spread_rule_inefficiency,spread_calibration_shift,spread_regret
clip_l/whole_image,deep 101-150,-0.8815321161487182,1.5416666665490908e-08,0.033684585,0.019729016250000002,0.013955574583333335
clip_l/whole_image,early 1-25,-0.9951156331084219,3.2646720979356836e-08,0.14253975045948206,0.1095284682539682,0.041528171553884705
clip_l/whole_image,late 61-100,-0.912839192525505,1.7708333330951342e-08,0.037624947916666665,0.025220501041666663,0.015067023437499997
clip_l/whole_image,mid 26-60,-0.9929826562437906,2.0833333336245374e-08,0.07142989523809523,0.058286090476190475,0.013158589880952386
