tier,class_id,source,kind,n_positive,pool,n_pool,method,budget,floor,pos_inliers_median,neg_inliers_max,neg_over_floor,pos_over_floor,stage1_recall_at_k,ap,first_hit,r@10,r@50,r@100
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip,8192,24,69.0,28,1,30,,0.16344479424414085,2,0.06666666666666667,0.36666666666666664,0.5
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,sift,8192,24,69.0,28,1,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,sift_siglip,8192,24,69.0,28,1,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad,8192,24,69.0,28,1,30,,0.02049668660323428,135,0.0,0.0,0.0
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad100_sift,8192,24,69.0,28,1,30,0.0,0.02049668660323428,135,0.0,0.0,0.0
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip100_sift,8192,24,69.0,28,1,30,0.5,0.5359603938734064,1,0.3333333333333333,0.5,0.5
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad500_sift,8192,24,69.0,28,1,30,0.43333333333333335,0.44431033275929843,1,0.3333333333333333,0.43333333333333335,0.43333333333333335
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip500_sift,8192,24,69.0,28,1,30,0.7666666666666667,0.774639066015941,1,0.3333333333333333,0.7666666666666667,0.7666666666666667
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad1000_sift,8192,24,69.0,28,1,30,0.6666666666666666,0.6718559564026453,1,0.3333333333333333,0.6666666666666666,0.6666666666666666
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip1000_sift,8192,24,69.0,28,1,30,0.9,0.9018320221262063,1,0.3333333333333333,0.9,0.9
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip,8192,24,61.0,53,7,27,,0.466191738802859,1,0.26666666666666666,0.5333333333333333,0.5666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,sift,8192,24,61.0,53,7,27,,0.9087081598588704,1,0.3333333333333333,0.9,0.9
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,sift_siglip,8192,24,61.0,53,7,27,,0.9673291050035236,1,0.3333333333333333,0.9666666666666667,1.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad,8192,24,61.0,53,7,27,,0.017762524626821857,272,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad100_sift,8192,24,61.0,53,7,27,0.0,0.017762524626821857,272,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip100_sift,8192,24,61.0,53,7,27,0.5666666666666667,0.5657886967125104,1,0.3333333333333333,0.5666666666666667,0.5666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad500_sift,8192,24,61.0,53,7,27,0.3333333333333333,0.34697400759884084,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip500_sift,8192,24,61.0,53,7,27,0.6666666666666666,0.6126085778993635,1,0.3333333333333333,0.6666666666666666,0.6666666666666666
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad1000_sift,8192,24,61.0,53,7,27,0.8333333333333334,0.759545191690955,1,0.3333333333333333,0.7333333333333333,0.7333333333333333
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip1000_sift,8192,24,61.0,53,7,27,0.7,0.6323042814600742,1,0.3333333333333333,0.6,0.7
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip,8192,24,76.0,28,7,30,,0.02534837940041122,30,0.0,0.13333333333333333,0.16666666666666666
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,sift,8192,24,76.0,28,7,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,sift_siglip,8192,24,76.0,28,7,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad,8192,24,76.0,28,7,30,,0.025677802086148994,202,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad100_sift,8192,24,76.0,28,7,30,0.0,0.025677802086148994,202,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip100_sift,8192,24,76.0,28,7,30,0.16666666666666666,0.1812751637059617,1,0.16666666666666666,0.16666666666666666,0.16666666666666666
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad500_sift,8192,24,76.0,28,7,30,0.5333333333333333,0.5461263608279637,1,0.3333333333333333,0.5333333333333333,0.5333333333333333
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip500_sift,8192,24,76.0,28,7,30,0.36666666666666664,0.37350569477990775,1,0.3333333333333333,0.36666666666666664,0.36666666666666664
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad1000_sift,8192,24,76.0,28,7,30,0.8333333333333334,0.83654697682995,1,0.3333333333333333,0.8333333333333334,0.8333333333333334
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip1000_sift,8192,24,76.0,28,7,30,0.4666666666666667,0.47200616599584333,1,0.3333333333333333,0.4666666666666667,0.4666666666666667
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip,8192,24,90.0,37,3,30,,0.5145333080764017,1,0.3,0.5666666666666667,0.6666666666666666
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,sift,8192,24,90.0,37,3,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,sift_siglip,8192,24,90.0,37,3,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,vlad,8192,24,90.0,37,3,30,,0.01894744464858814,144,0.0,0.0,0.0
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,vlad100_sift,8192,24,90.0,37,3,30,0.0,0.01894744464858814,144,0.0,0.0,0.0
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip100_sift,8192,24,90.0,37,3,30,0.6666666666666666,0.6852479359353885,1,0.3333333333333333,0.6666666666666666,0.6666666666666666
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,vlad500_sift,8192,24,90.0,37,3,30,0.36666666666666664,0.3782884684727855,1,0.3333333333333333,0.36666666666666664,0.36666666666666664
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip500_sift,8192,24,90.0,37,3,30,0.8,0.8044540386912996,1,0.3333333333333333,0.8,0.8
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,vlad1000_sift,8192,24,90.0,37,3,30,0.6333333333333333,0.6390442841216062,1,0.3333333333333333,0.6333333333333333,0.6333333333333333
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip1000_sift,8192,24,90.0,37,3,30,0.8666666666666667,0.8689562763934198,1,0.3333333333333333,0.8666666666666667,0.8666666666666667
s,spods/logo_00029_0,spods,logo,30,own_verified,4998,siglip,8192,24,61.5,18,0,30,,0.23657476334363595,1,0.23333333333333334,0.26666666666666666,0.3
s,spods/logo_00029_0,spods,logo,30,own_verified,4998,sift,8192,24,61.5,18,0,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00029_0,spods,logo,30,own_verified,4998,sift_siglip,8192,24,61.5,18,0,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00029_0,spods,logo,30,own_verified,4998,vlad,8192,24,61.5,18,0,30,,0.009360436914387722,290,0.0,0.0,0.0
s,spods/logo_00029_0,spods,logo,30,own_verified,4998,vlad100_sift,8192,24,61.5,18,0,30,0.0,0.009360436914387722,290,0.0,0.0,0.0
