tier,class_id,source,kind,n_positive,pool,n_pool,method,budget,floor,pos_inliers_median,neg_inliers_max,neg_over_floor,pos_over_floor,stage1_recall_at_k,ap,first_hit,r@10,r@50,r@100
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip,1024,24,0.0,35,1,2,,0.16344479424414085,2,0.06666666666666667,0.36666666666666664,0.5
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,sift,1024,24,0.0,35,1,2,,0.06907123348669852,2,0.1,0.1,0.1
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,sift_siglip,1024,24,0.0,35,1,2,,0.2110777355531684,2,0.1,0.4,0.5333333333333333
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad,1024,24,0.0,35,1,2,,0.0036770758222531537,1952,0.0,0.0,0.0
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad100_sift,1024,24,0.0,35,1,2,0.0,0.0036770758222531537,1952,0.0,0.0,0.0
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip100_sift,1024,24,0.0,35,1,2,0.5,0.17074231964474088,1,0.06666666666666667,0.2,0.5
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad500_sift,1024,24,0.0,35,1,2,0.0,0.0036770758222531537,1952,0.0,0.0,0.0
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip500_sift,1024,24,0.0,35,1,2,0.7666666666666667,0.14097215393265647,1,0.1,0.1,0.13333333333333333
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,vlad1000_sift,1024,24,0.0,35,1,2,0.0,0.0036770758222531537,1952,0.0,0.0,0.0
s,spods/logo_00003_0,spods,logo,30,own_verified,4998,siglip1000_sift,1024,24,0.0,35,1,2,0.9,0.12322640105785405,1,0.1,0.1,0.1
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip,1024,24,0.0,10,0,0,,0.466191738802859,1,0.26666666666666666,0.5333333333333333,0.5666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,sift,1024,24,0.0,10,0,0,,0.0055341287970864525,739,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,sift_siglip,1024,24,0.0,10,0,0,,0.466191738802859,1,0.26666666666666666,0.5333333333333333,0.5666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad,1024,24,0.0,10,0,0,,0.0035530809188092966,2245,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad100_sift,1024,24,0.0,10,0,0,0.0,0.0035530809188092966,2245,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip100_sift,1024,24,0.0,10,0,0,0.5666666666666667,0.08154867814760135,41,0.0,0.13333333333333333,0.5666666666666667
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad500_sift,1024,24,0.0,10,0,0,0.0,0.0035530809188092966,2245,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip500_sift,1024,24,0.0,10,0,0,0.6666666666666666,0.02754398887993047,122,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,vlad1000_sift,1024,24,0.0,10,0,0,0.0,0.0035530809188092966,2245,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,30,own_verified,4998,siglip1000_sift,1024,24,0.0,10,0,0,0.7,0.017574898182079485,193,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip,1024,24,0.0,23,0,0,,0.02534837940041122,30,0.0,0.13333333333333333,0.16666666666666666
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,sift,1024,24,0.0,23,0,0,,0.005190187147059336,1185,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,sift_siglip,1024,24,0.0,23,0,0,,0.02534837940041122,30,0.0,0.13333333333333333,0.16666666666666666
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad,1024,24,0.0,23,0,0,,0.0035018740697103866,2260,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad100_sift,1024,24,0.0,23,0,0,0.0,0.0035018740697103866,2260,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip100_sift,1024,24,0.0,23,0,0,0.16666666666666666,0.021696518120167214,39,0.0,0.06666666666666667,0.16666666666666666
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad500_sift,1024,24,0.0,23,0,0,0.0,0.0035018740697103866,2260,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip500_sift,1024,24,0.0,23,0,0,0.36666666666666664,0.013569751323696876,143,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad1000_sift,1024,24,0.0,23,0,0,0.0,0.0035018740697103866,2260,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip1000_sift,1024,24,0.0,23,0,0,0.4666666666666667,0.010525991512738456,268,0.0,0.0,0.0
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip,1024,24,5.0,21,0,1,,0.5145333080764017,1,0.3,0.5666666666666667,0.6666666666666666
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,sift,1024,24,5.0,21,0,1,,0.21662070019541002,1,0.16666666666666666,0.26666666666666666,0.36666666666666664
