gauge,median_rho_within_session,n_sessions_rho,picked_minus_Cstar,se,picked_minus_C1,se_C1,n_cuts,share_pick_ge_1,rank_corr_gap_across_cuts
app_auroc,-0.2115696335518823,392,0.010740387494204978,0.0014878596941238277,0.005538956546204162,0.0006527364274056791,5243,0.8975777226778562,-0.07800742518139768
cv_auroc,-0.11441551070947109,401,0.011490936374810079,0.0016094974716769621,0.006289505426809264,0.000733207739785392,5243,0.9080679000572192,-0.08397756344645323
train_auroc,-0.47193990372426947,141,0.006801001946014051,0.0012816177779832888,0.0016387903359098563,0.00032935283728242296,5273,1.0,-0.13239191735686287
