dataset,embedder,style,inclusion_k,n_cells,d_mean,d_se,d_lo,d_hi,a_mean,b_mean,contrast,arm_b,harmed,sig_better,sig_worse
visual_genome_m,siglip+dinov3_patch,max_patch,-0.25,68,0.0027568646145363675,0.00042102888374247844,0.0019374313815960125,0.0036103465177588453,0.04589747010938544,0.04865433472392181,recut,mid,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,0.0,68,0.0,0.0,0.0,0.0,0.047612051249999995,0.047612051249999995,recut,mid,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,1.0,68,-0.0016320721691176472,0.0013566967279271555,-0.004294777966911765,0.0010168339834558807,0.03268602213235294,0.031053949963235294,recut,mid,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,2.0,68,0.004197993841911765,0.002404548342631324,-0.0004266374912683819,0.008946890613051468,0.028613746819852938,0.03281174066176471,recut,mid,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,3.0,68,0.014011837022058824,0.003362242232927013,0.007628783427619488,0.021002523965533083,0.02708362306985294,0.041095460091911756,recut,mid,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,4.0,68,0.026382435294117643,0.0039150825978185675,0.018884206248621326,0.03418547161293658,0.026497701585477942,0.05288013687959559,recut,mid,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,5.0,68,0.036647449416360285,0.004388731017465452,0.027741630162568934,0.04520647087477023,0.025857495974264705,0.062504945390625,recut,mid,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,6.0,68,0.04437608098690258,0.00481966859178312,0.03524739195720359,0.053989351900821464,0.024024304958639706,0.06840038594554229,recut,mid,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,7.0,68,0.04991069462201287,0.005104813834929403,0.040203341639935664,0.05976213341236786,0.02157735046357996,0.07148804508559282,recut,mid,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,8.0,68,0.054276018396426935,0.005254286011535857,0.043994489806690885,0.06419472155866555,0.01877409781307445,0.07305011620950137,recut,mid,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,9.0,68,0.05726825752814797,0.005581809704304584,0.04663735514961154,0.06772809662253707,0.016562894251493567,0.07383115177964154,recut,mid,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,10.0,68,0.059571538778937845,0.00572543921426305,0.04838014637312586,0.07068033344074205,0.014650130795826631,0.07422166957476448,recut,mid,True,False,True
caltech101_m,siglip,whole_image,-10.0,24,0.0,0.0,0.0,0.0,0.059176825606485996,0.059176825606485996,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-9.0,24,0.0,0.0,0.0,0.0,0.05917682557047527,0.05917682557047527,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-8.0,24,0.0,0.0,0.0,0.0,0.0591768256274414,0.0591768256274414,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-7.0,24,0.0,0.0,0.0,0.0,0.059176825390625,0.059176825390625,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-6.0,24,0.0,0.0,0.0,0.0,0.05917682590494792,0.05917682590494792,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-5.0,24,0.0,0.0,0.0,0.0,0.05917682645833333,0.05917682645833333,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-4.0,24,0.0,0.0,0.0,0.0,0.059176823046875,0.059176823046875,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-3.0,24,0.0,0.0,0.0,0.0,0.05917682440104167,0.05917682440104167,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-2.0,24,0.0,0.0,0.0,0.0,0.059176832031249994,0.059176832031249994,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-1.0,24,0.0,0.0,0.0,0.0,0.0591768309375,0.0591768309375,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-0.5,24,0.0,0.0,0.0,0.0,0.05917680794587191,0.05917680794587191,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-0.25,24,0.0,0.0,0.0,0.0,0.05917681984956196,0.05917681984956196,recut,rate,False,False,False
caltech101_m,siglip,whole_image,0.0,24,0.0,0.0,0.0,0.0,0.059176825833333335,0.059176825833333335,recut,rate,False,False,False
caltech101_m,siglip,whole_image,1.0,24,0.0,0.0,0.0,0.0,0.029588412916666668,0.029588412916666668,recut,rate,False,False,False
caltech101_m,siglip,whole_image,2.0,24,0.0,0.0,0.0,0.0,0.014794587552083334,0.014794587552083334,recut,rate,False,False,False
caltech101_m,siglip,whole_image,3.0,24,0.0,0.0,0.0,0.0,0.007398818151041667,0.007398818151041667,recut,rate,False,False,False
caltech101_m,siglip,whole_image,4.0,24,0.0,0.0,0.0,0.0,0.00370090171875,0.00370090171875,recut,rate,False,False,False
caltech101_m,siglip,whole_image,5.0,24,0.0,0.0,0.0,0.0,0.0018524516276041665,0.0018524516276041665,recut,rate,False,False,False
caltech101_m,siglip,whole_image,6.0,24,0.0,0.0,0.0,0.0,0.0009263528450520832,0.0009263528450520832,recut,rate,False,False,False
caltech101_m,siglip,whole_image,7.0,24,0.0,0.0,0.0,0.0,0.00046320421061197913,0.00046320421061197913,recut,rate,False,False,False
caltech101_m,siglip,whole_image,8.0,24,0.0,0.0,0.0,0.0,0.0002316259236653646,0.0002316259236653646,recut,rate,False,False,False
caltech101_m,siglip,whole_image,9.0,24,0.0,0.0,0.0,0.0,0.00011582387858072916,0.00011582387858072916,recut,rate,False,False,False
caltech101_m,siglip,whole_image,10.0,24,0.0,0.0,0.0,0.0,5.7916405232747395e-05,5.7916405232747395e-05,recut,rate,False,False,False
coco_val,siglip,whole_image,-10.0,76,0.0065224297403757205,0.0017685147250104415,0.0031895559379095774,0.009952539539083375,0.017541184119102077,0.024063613859477792,recut,rate,False,False,True
coco_val,siglip,whole_image,-9.0,76,0.007837104963892887,0.001907797873491848,0.0040177305073820415,0.01163323334873882,0.018733859387335527,0.026570964351228417,recut,rate,True,False,True
coco_val,siglip,whole_image,-8.0,76,0.009140715527857729,0.00196216256125343,0.005322808836361533,0.013049636222283612,0.02029333227436267,0.029434047802220392,recut,rate,True,False,True
coco_val,siglip,whole_image,-7.0,76,0.01032741154039885,0.0019663512053186847,0.006601205792030736,0.014363576225778671,0.022328622623869244,0.03265603416426809,recut,rate,True,False,True
coco_val,siglip,whole_image,-6.0,76,0.01092695294819079,0.0020217013283778027,0.006795801408254525,0.014833921289190992,0.024982584679276314,0.035909537627467104,recut,rate,True,False,True
coco_val,siglip,whole_image,-5.0,76,0.010690154459292764,0.0019609111459737254,0.006935036656918175,0.014561337422131991,0.028410123659539474,0.03910027811883223,recut,rate,True,False,True
coco_val,siglip,whole_image,-4.0,76,0.008721798153782894,0.0020975453213600945,0.004736409384046052,0.012883188218852792,0.03355747174342105,0.042279269897203944,recut,rate,True,False,True
coco_val,siglip,whole_image,-3.0,76,0.007195326916118423,0.0020875081403393804,0.002938945365337171,0.011058778188733548,0.03850186960526316,0.04569719652138157,recut,rate,True,False,True
coco_val,siglip,whole_image,-2.0,76,0.008056428585526314,0.0014385262973195983,0.0051561791011513185,0.010685866007812496,0.042507514934210525,0.050563943519736844,recut,rate,True,False,True
coco_val,siglip,whole_image,-1.0,76,0.007643574967105262,0.0011435019410373749,0.005442231104440789,0.00984153214473684,0.04788806388157895,0.05553163884868421,recut,rate,False,False,True
coco_val,siglip,whole_image,-0.5,76,0.0073177554568152805,0.0011257104712424735,0.005078800619796622,0.009590741816187442,0.051593267076211646,0.05891102253302692,recut,rate,False,False,True
coco_val,siglip,whole_image,-0.25,76,0.007382488205160051,0.0010596321959759913,0.0052464015081430644,0.009455266452704418,0.0538505018396766,0.06123299004483665,recut,rate,False,False,True
coco_val,siglip,whole_image,0.0,76,0.0069609597368421065,0.0010419262077712085,0.004901351009868422,0.009045926766447368,0.05696752296052631,0.06392848269736844,recut,rate,False,False,True
coco_val,siglip,whole_image,1.0,76,0.0029890744736842103,0.0005447519473921937,0.0019250718963815783,0.004056105063322368,0.042478595032894736,0.04546766950657895,recut,rate,False,False,True
coco_val,siglip,whole_image,2.0,76,0.0007219487499999994,0.0003179526131600058,0.00010431578782894683,0.0013316369194078944,0.039801759720394736,0.040523708470394736,recut,rate,False,False,True
coco_val,siglip,whole_image,3.0,76,0.0001724228042763152,0.00017989425921720174,-0.0002010796967516446,0.0005101710947779596,0.03326160171052632,0.03343402451480263,recut,rate,False,False,False
coco_val,siglip,whole_image,4.0,76,-0.0002303540049342108,0.00014974394411038393,-0.0005418530200452308,3.740770240542753e-05,0.02308784319078947,0.022857489185855263,recut,rate,False,False,False
coco_val,siglip,whole_image,5.0,76,-0.0003348155263157897,0.00013884707721543367,-0.0006360700212273851,-9.617433881578996e-05,0.01619304420024671,0.015858228673930917,recut,rate,False,True,False
coco_val,siglip,whole_image,6.0,76,-0.0002928001099917765,9.44773031788949e-05,-0.00048744133907278024,-0.00012263138954564178,0.011034479029605264,0.010741678919613487,recut,rate,False,True,False
coco_val,siglip,whole_image,7.0,76,-0.00030656728618421055,9.749502954229237e-05,-0.000518558330078125,-0.00012779399644068662,0.0074833147250205605,0.007176747438836346,recut,rate,False,True,False
coco_val,siglip,whole_image,8.0,76,-0.00036484780016447365,0.00012197084440726678,-0.0006125202673211347,-0.0001422994846448395,0.005196940049342106,0.004832092249177632,recut,rate,False,True,False
coco_val,siglip,whole_image,9.0,76,-0.00036035032971833895,0.00014172424547967906,-0.0006675202473465769,-0.00012022015113589644,0.003975014822162829,0.00361466449244449,recut,rate,False,True,False
coco_val,siglip,whole_image,10.0,76,-0.00037335528063322366,0.00016577539052299277,-0.0007622079816782096,-0.00011177703087093969,0.003342298580515008,0.0029689432998817847,recut,rate,False,True,False
coco_val,siglip+dinov3_patch,max_patch,-10.0,76,0.004180562984811884,0.0006094929008995206,0.002984540444970382,0.00543883125426443,0.021013865496376443,0.025194428481188323,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-9.0,76,0.004998396115080181,0.0006515879543745922,0.0037189548224423065,0.006242470035734478,0.021628775987613078,0.026627172102693258,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-8.0,76,0.00589440335834704,0.0007235289796232175,0.004525194264481395,0.007319081316399826,0.02237658282072368,0.02827098617907072,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-7.0,76,0.006797120626541943,0.0007814713201413175,0.0052266618933105476,0.008383204223619963,0.02325691925575658,0.030054039882298517,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-6.0,76,0.007576697717927632,0.0008194815136320987,0.006006675012618215,0.009193584489206418,0.024340830844983556,0.03191752856291118,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-5.0,76,0.008154067162828947,0.0008657404154344484,0.006500631220343339,0.009900751687191614,0.025839937117598685,0.03399400428042763,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-4.0,76,0.00790175472450658,0.000794891331785944,0.0063439987210115135,0.009426631888157894,0.028391812442434206,0.036293567166940786,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-3.0,76,0.006981014942434209,0.0007626322489679765,0.005542603244037828,0.00855838489083059,0.03143680381578948,0.038417818758223685,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-2.0,76,0.007546262911184211,0.0007938772464513228,0.0059758642084703955,0.009116878414473685,0.032866311809210534,0.04041257472039474,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-1.0,76,0.00814900325657895,0.00090156943947703,0.0064151912220394725,0.009971175621710527,0.03617329815789474,0.044322301414473686,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-0.5,76,0.007607414818221087,0.0009723148737040114,0.005797288271833315,0.009608731223278233,0.040899340369107494,0.04850675518732859,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-0.25,76,0.007178604017740573,0.0010398555062335346,0.005123422679768803,0.009275938238579655,0.04403468053133624,0.0512132845490768,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,0.0,76,0.006745685328947368,0.0010778738530714466,0.004583635199013157,0.008863312600328946,0.04775433513157895,0.05450002046052631,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,1.0,76,0.002919183486842105,0.0005977829064185686,0.0017132287565789466,0.00401903409868421,0.03640751296052632,0.03932669644736842,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,2.0,76,0.0012715776315789476,0.0003535768612115883,0.000530250337993421,0.0019276428310032892,0.0325235221875,0.03379509981907895,recut,rate,False,False,True
coco_val,siglip+dinov3_patch,max_patch,3.0,76,0.0003999530592105259,0.00021837586953265279,-2.909795888157961e-05,0.0008056325372121707,0.030408095501644736,0.030808048560855266,recut,rate,False,False,False
coco_val,siglip+dinov3_patch,max_patch,4.0,76,0.00016566419819078913,0.00012208614911197977,-9.486296525493466e-05,0.00037992887787828924,0.022494616480263158,0.022660280678453947,recut,rate,False,False,False
coco_val,siglip+dinov3_patch,max_patch,5.0,76,3.0076274671052695e-05,9.368539528289128e-05,-0.00016505234359580624,0.00019817600632195714,0.01676492145148026,0.01679499772615132,recut,rate,False,False,False
coco_val,siglip+dinov3_patch,max_patch,6.0,76,-9.498325555098717e-05,7.191108190047048e-05,-0.0002466355134148852,3.24922773951478e-05,0.012685683246299342,0.012590699990748353,recut,rate,False,False,False
coco_val,siglip+dinov3_patch,max_patch,7.0,76,-0.0001609478191817432,7.116267376929899e-05,-0.00031653526708984314,-3.7160882028680064e-05,0.009949420974506578,0.009788473155324834,recut,rate,False,True,False
coco_val,siglip+dinov3_patch,max_patch,8.0,76,-0.00010519356419613517,4.85299684930231e-05,-0.00021245787465948846,-2.2331768567537138e-05,0.008193282698653371,0.008088089134457237,recut,rate,False,True,False
coco_val,siglip+dinov3_patch,max_patch,9.0,76,-0.00010221866185238482,4.986215028316423e-05,-0.00021468706264455694,-1.9949467195209716e-05,0.006946006748046875,0.00684378808619449,recut,rate,False,True,False
coco_val,siglip+dinov3_patch,max_patch,10.0,76,-8.66178353078742e-05,4.004568942205049e-05,-0.0001735418305085836,-2.1069822445518035e-05,0.005981247013389185,0.005894629178081311,recut,rate,False,True,False
visual_genome_m,siglip,whole_image,-10.0,68,0.0008624658932674629,0.000632231409950332,-0.0004165902976092174,0.0021119288608721564,0.027364305923713236,0.028226771816980696,recut,rate,False,False,False
visual_genome_m,siglip,whole_image,-9.0,68,0.0013654733527688422,0.0006520570882415569,0.00014217108874870765,0.002726916606667909,0.029003538632668892,0.030369011985437726,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-8.0,68,0.002019720665498621,0.000729700616209468,0.0006394154837143828,0.003495349907757927,0.03095370620203354,0.03297342686753217,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-7.0,68,0.002780863770105699,0.0008210734301162043,0.0012097818209156719,0.004417599572624653,0.03323255932444853,0.03601342309455423,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-6.0,68,0.003713657999770221,0.0009302776331273857,0.001982671137522977,0.005591248621352251,0.0359317563706342,0.03964541437040442,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-5.0,68,0.00484004552389706,0.0009771151432365582,0.0029600324381318923,0.00683322381818704,0.0390499087477022,0.043889954271599266,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-4.0,68,0.004745356153492648,0.0009620391334629008,0.002851351598805148,0.006600557220818015,0.04313805266084559,0.047883408814338224,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-3.0,68,0.0035913665533088227,0.0007049097146665106,0.002296842006663602,0.004998485624080882,0.04596094574448529,0.04955231229779412,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-2.0,68,0.0032586500919117634,0.0005546193471607345,0.0022437712343749984,0.004372072054687498,0.046471514356617644,0.049730164448529415,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-1.0,68,0.001906405845588235,0.00041820346784469166,0.0011422132812499996,0.002770217612132353,0.04735545169117647,0.0492618575367647,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-0.5,68,0.0015234604682103578,0.000405432785352566,0.0007290003682262831,0.0022955510644954136,0.04980507871521572,0.05132853918342608,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,-0.25,68,0.0012140194672750422,0.00043669598785160235,0.0003110536155792099,0.0020718190211553205,0.05228670822494549,0.05350072769222053,recut,rate,False,False,True
visual_genome_m,siglip,whole_image,0.0,68,0.0007224226470588213,0.0004955150421205557,-0.00021945020036764928,0.0017092279264705858,0.055960896176470584,0.056683318823529415,recut,rate,False,False,False
visual_genome_m,siglip,whole_image,1.0,68,-0.0004971186397058819,0.0002939609222382592,-0.0010754503400735276,7.889567187500032e-05,0.04395842147058823,0.04346130283088235,recut,rate,False,False,False
visual_genome_m,siglip,whole_image,2.0,68,-0.000876690533088235,0.00024840186060292636,-0.001369154270220588,-0.00041522533318014734,0.04180418536764705,0.04092749483455882,recut,rate,False,True,False
visual_genome_m,siglip,whole_image,3.0,68,-0.0005791878676470586,0.00020230310037543136,-0.0009979608056066168,-0.00021376438511029358,0.03576326423713235,0.0351840763694853,recut,rate,False,True,False
visual_genome_m,siglip,whole_image,4.0,68,-0.0005793357444852937,0.00015649370124145006,-0.0009168404528952201,-0.00030606335546874984,0.029896651089154416,0.02931731534466912,recut,rate,False,True,False
visual_genome_m,siglip,whole_image,5.0,68,-0.0005956547150735294,0.00013268806089821472,-0.0008681590525045959,-0.0003513388473115815,0.024084024836856618,0.02348837012178309,recut,rate,False,True,False
visual_genome_m,siglip,whole_image,6.0,68,-0.00043895188074448573,0.00011434656374389042,-0.0006880054191463697,-0.0002333029266716452,0.018218682171415444,0.017779730290670953,recut,rate,False,True,False
visual_genome_m,siglip,whole_image,7.0,68,-0.0004305338568474263,9.403723705987433e-05,-0.0006291519080738741,-0.0002594473962976794,0.013652971360294119,0.013222437503446692,recut,rate,False,True,False
visual_genome_m,siglip,whole_image,8.0,68,-0.00043426201976102944,9.034601656710356e-05,-0.0006166959729075713,-0.00027317226052676945,0.010402180666360292,0.009967918646599265,recut,rate,False,True,False
visual_genome_m,siglip,whole_image,9.0,68,-0.00039105282427619485,8.644857058303779e-05,-0.0005749020761539235,-0.00023978039272532753,0.008066190903894764,0.007675138079618567,recut,rate,False,True,False
visual_genome_m,siglip,whole_image,10.0,68,-0.0003364317104923022,8.929346363767734e-05,-0.0005172502843771541,-0.0001716472454062069,0.006513314390366499,0.006176882679874197,recut,rate,False,True,False
visual_genome_m,siglip+dinov3_patch,max_patch,-10.0,68,0.0017332065866986447,0.0007706674924966194,0.00010202033147475279,0.0031484812583618166,0.041715266269531245,0.043448472856229894,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-9.0,68,0.0021270708789062494,0.0008599663539254484,0.000443906792196835,0.0037932107371000407,0.044305716425637645,0.04643278730454387,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-8.0,68,0.0025928878015854767,0.0009231199800493484,0.0007639020024701283,0.004420886234497069,0.04704967945255054,0.04964256725413604,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-7.0,68,0.0031080596294806987,0.0010288728244408599,0.0011265312402056523,0.0051284528744111905,0.04983697918887868,0.052945038818359366,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-6.0,68,0.0037661401528033102,0.001057154175916082,0.001755420807961857,0.005802953717945773,0.052390552919347425,0.05615669307215074,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-5.0,68,0.0042196472794117645,0.0012029598467056455,0.001900759020680148,0.006662110093922334,0.05446080562270221,0.058680452902113975,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-4.0,68,0.003563770045955883,0.0012946344006483936,0.0010787786034007368,0.0061397007193244495,0.05579219219669117,0.05935596224264706,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-3.0,68,0.002914054255514706,0.0011050579367836196,0.000676109057215073,0.005012560889705882,0.05355544968749999,0.056469503943014705,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-2.0,68,0.003444712408088236,0.0008950210814135423,0.0016744493083639702,0.005154994470128676,0.04780066790441177,0.051245380312499984,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-1.0,68,0.00397326955882353,0.0007739778002794732,0.002436797528492647,0.005506010806066177,0.04513824301470587,0.04911151257352941,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-0.5,68,0.004007479900673883,0.0006769334576914264,0.0026591015268616174,0.005316297653114693,0.045067114459251524,0.049074594359925394,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-0.25,68,0.003927925589995181,0.0006552356235583238,0.0026622544916817437,0.005184856339863256,0.04589747010938544,0.049825395699380624,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,0.0,68,0.003718555073529413,0.0006721467321083794,0.0023817461856617656,0.005044931316176472,0.047612051249999995,0.05133060632352942,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,1.0,68,0.0016555884926470592,0.0004107280009014787,0.0008611587389705887,0.002459848045955882,0.03268602213235294,0.034341610625,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,2.0,68,0.0013745854227941183,0.0003782065514378186,0.0006955764191176476,0.002160406667279412,0.028613746819852938,0.02998833224264706,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,3.0,68,0.0010494025,0.0003470148411914272,0.0004345117235753675,0.0017748459767922792,0.02708362306985294,0.028133025569852945,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,4.0,68,0.0008059604457720589,0.0003085171103033152,0.0002482495409007354,0.0014393278931525736,0.026497701585477942,0.027303662031250005,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,5.0,68,0.0005384842830882358,0.00029389809708941367,7.808237591911762e-06,0.0011665541587775738,0.025857495974264705,0.02639598025735294,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,6.0,68,0.00047422840188419144,0.0002670553934472581,-1.74179303768379e-05,0.001023636399069394,0.024024304958639706,0.0244985333605239,recut,rate,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,7.0,68,0.0004580922437959554,0.00023696127811090995,3.727920700252685e-05,0.0009438029676872685,0.02157735046357996,0.022035442707375917,recut,rate,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,8.0,68,0.0003407428073299631,0.00021761985865681777,-5.2978670977423884e-05,0.0007984082697035835,0.01877409781307445,0.019114840620404413,recut,rate,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,9.0,68,0.0002637066884478404,0.00021345233803759029,-0.00010658408790139585,0.0007121391566198014,0.016562894251493567,0.016826600939941407,recut,rate,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,10.0,68,0.0002846626093606387,0.00018749242362971365,-3.272231148573915e-05,0.0006907140436993761,0.014650130795826631,0.014934793405187267,recut,rate,False,False,False
caltech101_m,siglip,whole_image,-10.0,24,0.0006095591054280647,0.027832841405543814,-0.05880892426737467,0.0612083808170522,0.059176825606485996,0.05978638471191406,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-9.0,24,0.0006095590970865867,0.028009359466013243,-0.05886775287214153,0.06100803567400106,0.05917682557047527,0.059786384667561844,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-8.0,24,0.0006095591235351569,0.02789476415503022,-0.058323939661376945,0.06122710519081624,0.0591768256274414,0.059786384750976564,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-7.0,24,0.0006095592024739568,0.027654476967061366,-0.05880639999930828,0.06105546889750162,0.059176825390625,0.05978638459309896,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-6.0,24,0.0006095586914062525,0.028668604399688862,-0.05883373275585938,0.06121163920353191,0.05917682590494792,0.059786384596354165,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-5.0,24,0.0006095581445312489,0.028473361587308784,-0.05899105906461589,0.06125504085139974,0.05917682645833333,0.05978638460286458,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-4.0,24,0.0006095616276041669,0.028668756884777363,-0.05893602219335937,0.06120236082421875,0.059176823046875,0.059786384674479165,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-3.0,24,0.0006095603645833308,0.02804352319474681,-0.059024929661458336,0.06112200223958333,0.05917682440104167,0.059786384765625,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-2.0,24,0.0006095525000000013,0.029071428211539314,-0.059024933593749995,0.06122710528906249,0.059176832031249994,0.05978638453124999,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-1.0,24,0.0006095630208333332,0.027954253129782856,-0.0588895198984375,0.06118708141666666,0.0591768309375,0.05978639395833333,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-0.5,24,0.0006095692083592392,0.028281150195105468,-0.05822368435608692,0.061313288069564535,0.05917680794587191,0.05978637715423115,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,-0.25,24,0.0006095623076823551,0.028291111507005775,-0.05897895705444284,0.06118706222121522,0.05917681984956196,0.05978638215724432,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,0.0,24,0.0006095502083333348,0.028689415227403592,-0.05888967619791666,0.061165084583333335,0.059176825833333335,0.05978637604166667,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,1.0,24,0.0003047751041666674,0.014064184827781781,-0.029423114927083334,0.030590374104166665,0.029588412916666668,0.029893188020833336,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,2.0,24,0.00015200645833333333,0.007217238147875658,-0.014714177500000002,0.015300628609375002,0.014794587552083334,0.014946594010416668,ship_cost,hinge,True,False,False
caltech101_m,siglip,whole_image,3.0,24,7.447885416666702e-05,0.0036143136998712188,-0.007382092552083333,0.007656069375,0.007398818151041667,0.007473297005208334,ship_cost,hinge,False,False,False
caltech101_m,siglip,whole_image,4.0,24,3.574678385416674e-05,0.0017716145987326335,-0.003686079555338542,0.003819933031901042,0.00370090171875,0.003736648502604167,ship_cost,hinge,False,False,False
caltech101_m,siglip,whole_image,5.0,24,1.5872623697916772e-05,0.000874818457926461,-0.0018519534736328122,0.0019087298417968747,0.0018524516276041665,0.0018683242513020835,ship_cost,hinge,False,False,False
caltech101_m,siglip,whole_image,6.0,24,7.80928059895839e-06,0.00044125025858055347,-0.0009266851855468749,0.0009546953515624999,0.0009263528450520832,0.0009341621256510418,ship_cost,hinge,False,False,False
caltech101_m,siglip,whole_image,7.0,24,3.876852213541676e-06,0.0002144002262445481,-0.00046273137166341144,0.00032624406184895825,0.00046320421061197913,0.0004670810628255209,ship_cost,hinge,False,False,False
caltech101_m,siglip,whole_image,8.0,24,1.9146077473958343e-06,0.0001092128943626884,-0.000231206103515625,0.00023894063289388017,0.0002316259236653646,0.00023354053141276044,ship_cost,hinge,False,False,False
caltech101_m,siglip,whole_image,9.0,24,9.463871256510442e-07,5.3406400954504566e-05,-0.00011546207788085938,0.0001192883544921875,0.00011582387858072916,0.00011677026570638022,ship_cost,hinge,False,False,False
caltech101_m,siglip,whole_image,10.0,24,4.6872762044271007e-07,2.7797650040756288e-05,-5.789181995646158e-05,5.971054361979166e-05,5.7916405232747395e-05,5.838513285319011e-05,ship_cost,hinge,False,False,False
coco_val,siglip,whole_image,-10.0,76,0.006739036508596321,0.0014191300869689431,0.004032695969879151,0.009425859905482241,0.018081629176410877,0.024820665685007192,ship_cost,hinge,False,False,True
