dataset,embedder,style,inclusion_k,n_cells,d_mean,d_se,d_lo,d_hi,a_mean,b_mean,contrast,arm_b,harmed,sig_better,sig_worse
coco_val,siglip,whole_image,-3.0,76,0.04381062757401316,0.002505816626444495,0.03878330361287006,0.048664270214021386,0.03850186960526316,0.08231249717927631,recut,hinge_cont,True,False,True
coco_val,siglip,whole_image,-2.0,76,0.0325425325493421,0.0019315936253166367,0.02867299044037829,0.03623672180633224,0.042507514934210525,0.07505004748355262,recut,hinge_cont,True,False,True
coco_val,siglip,whole_image,-1.0,76,0.018007593223684212,0.0012065333449629153,0.015614746467105261,0.020382754475328946,0.04788806388157895,0.06589565710526317,recut,hinge_cont,True,False,True
coco_val,siglip,whole_image,-0.5,76,0.009459315615501998,0.000725279940660027,0.007908274243970894,0.010759116366418565,0.051593267076211646,0.06105258269171363,recut,hinge_cont,True,False,True
coco_val,siglip,whole_image,-0.25,76,0.004900105282145188,0.00038028384209788885,0.0041579868347400625,0.00563615350025438,0.0538505018396766,0.058750607121821785,recut,hinge_cont,False,False,True
coco_val,siglip,whole_image,0.0,76,0.0,0.0,0.0,0.0,0.05696752296052631,0.05696752296052631,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,1.0,76,0.0,0.0,0.0,0.0,0.042478595032894736,0.042478595032894736,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,2.0,76,0.0,0.0,0.0,0.0,0.039801759720394736,0.039801759720394736,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,3.0,76,0.0,0.0,0.0,0.0,0.03326160171052632,0.03326160171052632,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,4.0,76,0.0,0.0,0.0,0.0,0.02308784319078947,0.02308784319078947,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,5.0,76,0.0,0.0,0.0,0.0,0.01619304420024671,0.01619304420024671,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,6.0,76,0.0,0.0,0.0,0.0,0.011034479029605264,0.011034479029605264,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,7.0,76,0.0,0.0,0.0,0.0,0.0074833147250205605,0.0074833147250205605,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,8.0,76,0.0,0.0,0.0,0.0,0.005196940049342106,0.005196940049342106,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,9.0,76,0.0,0.0,0.0,0.0,0.003975014822162829,0.003975014822162829,recut,hinge_cont,False,False,False
coco_val,siglip,whole_image,10.0,76,0.0,0.0,0.0,0.0,0.003342298580515008,0.003342298580515008,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,-10.0,76,0.04210145748008326,0.004331961736002017,0.033542796352458756,0.05075998565573762,0.021013865496376443,0.0631153229764597,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-9.0,76,0.04223913950760692,0.00438845456111776,0.03354817721032394,0.05091676630180278,0.021628775987613078,0.06386791549521999,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-8.0,76,0.042166315806692015,0.004259440302886134,0.034113190391235344,0.05039522663439296,0.02237658282072368,0.0645428986274157,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-7.0,76,0.04168130141961349,0.004097848895335858,0.034087699521497226,0.04985716571034641,0.02325691925575658,0.06493822067537006,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-6.0,76,0.04033397929173519,0.004043451237279727,0.03284445639923417,0.048703446958059206,0.024340830844983556,0.06467481013671876,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-5.0,76,0.03762070158511513,0.0037274078793534757,0.030592635227693253,0.044949988097604844,0.025839937117598685,0.06346063870271383,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-4.0,76,0.032402792413651314,0.003216621978848855,0.026103208269017273,0.038669323211759865,0.028391812442434206,0.06079460485608551,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-3.0,76,0.025347453215460523,0.0025100217577813124,0.020593901995476976,0.03033317938445724,0.03143680381578948,0.05678425703124999,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-2.0,76,0.018712105312499998,0.001913304024171547,0.014996026013980264,0.022454347641036182,0.032866311809210534,0.05157841712171053,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-1.0,76,0.010769676776315788,0.001102773016096374,0.008672203093749999,0.013053435299342102,0.03617329815789474,0.04694297493421053,recut,hinge_cont,True,False,True
coco_val,siglip+dinov3_patch,max_patch,-0.5,76,0.005509536878744916,0.0006537624543542456,0.004220388957814966,0.006804370772069882,0.040899340369107494,0.04640887724785241,recut,hinge_cont,False,False,True
coco_val,siglip+dinov3_patch,max_patch,-0.25,76,0.002744103025399234,0.00034337358559630187,0.002099356502032889,0.003422683581702117,0.04403468053133624,0.04677878355673546,recut,hinge_cont,False,False,True
coco_val,siglip+dinov3_patch,max_patch,0.0,76,0.0,0.0,0.0,0.0,0.04775433513157895,0.04775433513157895,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,1.0,76,0.0,0.0,0.0,0.0,0.03640751296052632,0.03640751296052632,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,2.0,76,0.0,0.0,0.0,0.0,0.0325235221875,0.0325235221875,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,3.0,76,0.0,0.0,0.0,0.0,0.030408095501644736,0.030408095501644736,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,4.0,76,0.0,0.0,0.0,0.0,0.022494616480263158,0.022494616480263158,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,5.0,76,0.0,0.0,0.0,0.0,0.01676492145148026,0.01676492145148026,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,6.0,76,0.0,0.0,0.0,0.0,0.012685683246299342,0.012685683246299342,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,7.0,76,0.0,0.0,0.0,0.0,0.009949420974506578,0.009949420974506578,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,8.0,76,0.0,0.0,0.0,0.0,0.008193282698653371,0.008193282698653371,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,9.0,76,0.0,0.0,0.0,0.0,0.006946006748046875,0.006946006748046875,recut,hinge_cont,False,False,False
coco_val,siglip+dinov3_patch,max_patch,10.0,76,0.0,0.0,0.0,0.0,0.005981247013389185,0.005981247013389185,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,-10.0,68,0.06909503289644128,0.00606323678471409,0.057482173429647995,0.08100551587658153,0.027364305923713236,0.09645933882015453,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-9.0,68,0.06906907530819163,0.0059027717427039056,0.05777997548284194,0.08037837790904323,0.029003538632668892,0.09807261394086052,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-8.0,68,0.06877682265826057,0.005997157234267626,0.057344035447502585,0.08057538846324247,0.03095370620203354,0.09973052886029413,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-7.0,68,0.06789105730296414,0.0059008609255273075,0.0560596767791389,0.07912561695381432,0.03323255932444853,0.10112361662741266,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-6.0,68,0.06590398175666361,0.005335853318583265,0.05516460911713005,0.07614978574761604,0.0359317563706342,0.10183573812729778,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-5.0,68,0.061720382734375,0.005168908393850984,0.05203822971559054,0.07166816649230237,0.0390499087477022,0.10077029148207721,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-4.0,68,0.053571398060661767,0.004433382455735825,0.04467822104446231,0.06254352778159468,0.04313805266084559,0.09670945072150736,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-3.0,68,0.04163506182904412,0.0034881072265463354,0.03476992630215992,0.048436845015854775,0.04596094574448529,0.08759600757352942,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-2.0,68,0.028658231617647058,0.0024645994880020316,0.02366274440073529,0.03344591544255515,0.046471514356617644,0.0751297459742647,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-1.0,68,0.013611359338235294,0.0013829021355970968,0.010945293849264709,0.016344333726102937,0.04735545169117647,0.06096681102941177,recut,hinge_cont,True,False,True
visual_genome_m,siglip,whole_image,-0.5,68,0.006149599946181564,0.0007979386494199407,0.0046522996056473,0.007763600060331766,0.04980507871521572,0.055954678661397285,recut,hinge_cont,False,False,True
visual_genome_m,siglip,whole_image,-0.25,68,0.002754934200787792,0.0004498128233310995,0.0019038599834059321,0.0036109981475585186,0.05228670822494549,0.05504164242573329,recut,hinge_cont,False,False,True
visual_genome_m,siglip,whole_image,0.0,68,0.0,0.0,0.0,0.0,0.055960896176470584,0.055960896176470584,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,1.0,68,0.0,0.0,0.0,0.0,0.04395842147058823,0.04395842147058823,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,2.0,68,0.0,0.0,0.0,0.0,0.04180418536764705,0.04180418536764705,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,3.0,68,0.0,0.0,0.0,0.0,0.03576326423713235,0.03576326423713235,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,4.0,68,0.0,0.0,0.0,0.0,0.029896651089154416,0.029896651089154416,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,5.0,68,0.0,0.0,0.0,0.0,0.024084024836856618,0.024084024836856618,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,6.0,68,0.0,0.0,0.0,0.0,0.018218682171415444,0.018218682171415444,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,7.0,68,0.0,0.0,0.0,0.0,0.013652971360294119,0.013652971360294119,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,8.0,68,0.0,0.0,0.0,0.0,0.010402180666360292,0.010402180666360292,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,9.0,68,0.0,0.0,0.0,0.0,0.008066190903894764,0.008066190903894764,recut,hinge_cont,False,False,False
visual_genome_m,siglip,whole_image,10.0,68,0.0,0.0,0.0,0.0,0.006513314390366499,0.006513314390366499,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,-10.0,68,0.033217586981991044,0.004324596342055107,0.025139376553499116,0.041707528667866436,0.041715266269531245,0.07493285325152228,recut,hinge_cont,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-9.0,68,0.033377307501723345,0.0042589212668240235,0.02516700205974265,0.04171704507576616,0.044305716425637645,0.07768302392736098,recut,hinge_cont,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-8.0,68,0.03344743921042049,0.0043494600703869145,0.025148673640438303,0.042260838813569894,0.04704967945255054,0.08049711866297105,recut,hinge_cont,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-7.0,68,0.033380691552734376,0.0042492494623077815,0.025465502177317897,0.04221264565238683,0.04983697918887868,0.08321767074161306,recut,hinge_cont,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-6.0,68,0.033007011335018384,0.004025986638337179,0.025470959192670038,0.04104733152105353,0.052390552919347425,0.0853975642543658,recut,hinge_cont,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-5.0,68,0.031384575549172795,0.0036164279789469176,0.024548767301528038,0.038794709269646135,0.05446080562270221,0.08584538117187501,recut,hinge_cont,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-4.0,68,0.027417866985294116,0.003188273001131604,0.021345889778722427,0.03369247478710937,0.05579219219669117,0.08321005918198528,recut,hinge_cont,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-3.0,68,0.021632981994485295,0.0025919951423956705,0.01654566679894302,0.026728994629136027,0.05355544968749999,0.07518843168198529,recut,hinge_cont,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-2.0,68,0.015131282316176472,0.001823792934026913,0.011769929176470588,0.018901912628216905,0.04780066790441177,0.06293195022058823,recut,hinge_cont,True,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-1.0,68,0.007703019411764704,0.0011137927316364244,0.0056234672159926466,0.009963075781249995,0.04513824301470587,0.05284126242647059,recut,hinge_cont,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-0.5,68,0.0037886802133233477,0.0006329953247459344,0.002576912370065847,0.005044016288823706,0.045067114459251524,0.04885579467257487,recut,hinge_cont,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,-0.25,68,0.0018325348279448921,0.0003502133092189871,0.001158863941443994,0.002552766809000242,0.04589747010938544,0.047730004937330324,recut,hinge_cont,False,False,True
visual_genome_m,siglip+dinov3_patch,max_patch,0.0,68,0.0,0.0,0.0,0.0,0.047612051249999995,0.047612051249999995,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,1.0,68,0.0,0.0,0.0,0.0,0.03268602213235294,0.03268602213235294,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,2.0,68,0.0,0.0,0.0,0.0,0.028613746819852938,0.028613746819852938,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,3.0,68,0.0,0.0,0.0,0.0,0.02708362306985294,0.02708362306985294,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,4.0,68,0.0,0.0,0.0,0.0,0.026497701585477942,0.026497701585477942,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,5.0,68,0.0,0.0,0.0,0.0,0.025857495974264705,0.025857495974264705,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,6.0,68,0.0,0.0,0.0,0.0,0.024024304958639706,0.024024304958639706,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,7.0,68,0.0,0.0,0.0,0.0,0.02157735046357996,0.02157735046357996,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,8.0,68,0.0,0.0,0.0,0.0,0.01877409781307445,0.01877409781307445,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,9.0,68,0.0,0.0,0.0,0.0,0.016562894251493567,0.016562894251493567,recut,hinge_cont,False,False,False
visual_genome_m,siglip+dinov3_patch,max_patch,10.0,68,0.0,0.0,0.0,0.0,0.014650130795826631,0.014650130795826631,recut,hinge_cont,False,False,False
caltech101_m,siglip,whole_image,-10.0,24,0.0,0.0,0.0,0.0,0.059176825606485996,0.059176825606485996,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-9.0,24,0.0,0.0,0.0,0.0,0.05917682557047527,0.05917682557047527,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-8.0,24,0.0,0.0,0.0,0.0,0.0591768256274414,0.0591768256274414,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-7.0,24,0.0,0.0,0.0,0.0,0.059176825390625,0.059176825390625,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-6.0,24,0.0,0.0,0.0,0.0,0.05917682590494792,0.05917682590494792,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-5.0,24,0.0,0.0,0.0,0.0,0.05917682645833333,0.05917682645833333,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-4.0,24,0.0,0.0,0.0,0.0,0.059176823046875,0.059176823046875,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-3.0,24,0.0,0.0,0.0,0.0,0.05917682440104167,0.05917682440104167,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-2.0,24,0.0,0.0,0.0,0.0,0.059176832031249994,0.059176832031249994,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-1.0,24,0.0,0.0,0.0,0.0,0.0591768309375,0.0591768309375,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-0.5,24,0.0,0.0,0.0,0.0,0.05917680794587191,0.05917680794587191,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,-0.25,24,0.0,0.0,0.0,0.0,0.05917681984956196,0.05917681984956196,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,0.0,24,0.0,0.0,0.0,0.0,0.059176825833333335,0.059176825833333335,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,1.0,24,0.0,0.0,0.0,0.0,0.029588412916666668,0.029588412916666668,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,2.0,24,0.0,0.0,0.0,0.0,0.014794587552083334,0.014794587552083334,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,3.0,24,0.0,0.0,0.0,0.0,0.007398818151041667,0.007398818151041667,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,4.0,24,0.0,0.0,0.0,0.0,0.00370090171875,0.00370090171875,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,5.0,24,0.0,0.0,0.0,0.0,0.0018524516276041665,0.0018524516276041665,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,6.0,24,0.0,0.0,0.0,0.0,0.0009263528450520832,0.0009263528450520832,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,7.0,24,0.0,0.0,0.0,0.0,0.00046320421061197913,0.00046320421061197913,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,8.0,24,0.0,0.0,0.0,0.0,0.0002316259236653646,0.0002316259236653646,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,9.0,24,0.0,0.0,0.0,0.0,0.00011582387858072916,0.00011582387858072916,recut,hinge_raw,False,False,False
caltech101_m,siglip,whole_image,10.0,24,0.0,0.0,0.0,0.0,5.7916405232747395e-05,5.7916405232747395e-05,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,-10.0,76,0.00042707012117084743,0.0013923547493192483,-0.002229720399611623,0.003185253121758712,0.017541184119102077,0.017968254240272923,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,-9.0,76,0.0004320120967824836,0.0015057831958067212,-0.0024062884471885283,0.003409275104382965,0.018733859387335527,0.01916587148411801,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,-8.0,76,6.772182334498327e-05,0.0016948703058323885,-0.0030093298246941817,0.0034961335295795606,0.02029333227436267,0.020361054097707647,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,-7.0,76,-0.0008270358228824012,0.0016879906110386317,-0.004051236610762747,0.0025367297319592906,0.022328622623869244,0.02150158680098684,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,-6.0,76,-0.0026348499969161177,0.0018142792178240685,-0.0061350587862356075,0.0010437492910156225,0.024982584679276314,0.0223477346823602,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,-5.0,76,-0.005680220727796052,0.00175474210603611,-0.009008272285464637,-0.0022301844344161203,0.028410123659539474,0.02272990293174342,recut,hinge_raw,False,True,False
coco_val,siglip,whole_image,-4.0,76,-0.011021155505756575,0.002114035911289329,-0.015436207407997535,-0.007150007472039476,0.03355747174342105,0.022536316237664472,recut,hinge_raw,False,True,False
coco_val,siglip,whole_image,-3.0,76,-0.016813876578947368,0.0023081270388909856,-0.02146132561636513,-0.01242460109539474,0.03850186960526316,0.021687993026315796,recut,hinge_raw,False,True,False
coco_val,siglip,whole_image,-2.0,76,-0.021210294753289474,0.002357097851501549,-0.026302807060855266,-0.016819754163651317,0.042507514934210525,0.02129722018092105,recut,hinge_raw,False,True,False
coco_val,siglip,whole_image,-1.0,76,-0.025661795657894743,0.0026812437949953003,-0.031245809089638157,-0.020531142008223695,0.04788806388157895,0.02222626822368421,recut,hinge_raw,False,True,False
coco_val,siglip,whole_image,-0.5,76,-0.02699341520775759,0.003076943234342002,-0.032831785590408724,-0.02099605627430701,0.051593267076211646,0.024599851868454047,recut,hinge_raw,False,True,False
coco_val,siglip,whole_image,-0.25,76,-0.027202753513833267,0.003395088163258918,-0.034039413648499044,-0.020789398836636906,0.0538505018396766,0.026647748325843334,recut,hinge_raw,False,True,False
coco_val,siglip,whole_image,0.0,76,0.0,0.0,0.0,0.0,0.05696752296052631,0.05696752296052631,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,1.0,76,0.0,0.0,0.0,0.0,0.042478595032894736,0.042478595032894736,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,2.0,76,0.0,0.0,0.0,0.0,0.039801759720394736,0.039801759720394736,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,3.0,76,0.0,0.0,0.0,0.0,0.03326160171052632,0.03326160171052632,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,4.0,76,0.0,0.0,0.0,0.0,0.02308784319078947,0.02308784319078947,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,5.0,76,0.0,0.0,0.0,0.0,0.01619304420024671,0.01619304420024671,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,6.0,76,0.0,0.0,0.0,0.0,0.011034479029605264,0.011034479029605264,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,7.0,76,0.0,0.0,0.0,0.0,0.0074833147250205605,0.0074833147250205605,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,8.0,76,0.0,0.0,0.0,0.0,0.005196940049342106,0.005196940049342106,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,9.0,76,0.0,0.0,0.0,0.0,0.003975014822162829,0.003975014822162829,recut,hinge_raw,False,False,False
coco_val,siglip,whole_image,10.0,76,0.0,0.0,0.0,0.0,0.003342298580515008,0.003342298580515008,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,-10.0,76,0.0003515417206774259,0.0005004734989609742,-0.0006939028486745728,0.0013028561537828942,0.021013865496376443,0.021365407217053864,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,-9.0,76,0.0002760254890522203,0.0005322790254184113,-0.0007415720268201325,0.001360037223330849,0.021628775987613078,0.021904801476665296,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,-8.0,76,5.09078788034545e-05,0.0006236277475502027,-0.0012258334664242392,0.001304424471152858,0.02237658282072368,0.02242749069952714,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,-7.0,76,-0.0004580973622532892,0.0006503182255161725,-0.0017536313997995468,0.0007922952570929282,0.02325691925575658,0.022798821893503286,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,-6.0,76,-0.0014560211636513159,0.0007099330018040503,-0.0028686772668585526,-0.00012369934773334842,0.024340830844983556,0.022884809681332236,recut,hinge_raw,False,True,False
coco_val,siglip+dinov3_patch,max_patch,-5.0,76,-0.0032657960773026322,0.000804029979544794,-0.004947442109991776,-0.0018042239696237695,0.025839937117598685,0.022574141040296054,recut,hinge_raw,False,True,False
coco_val,siglip+dinov3_patch,max_patch,-4.0,76,-0.006571324009046052,0.0011160070318008163,-0.00885698908151727,-0.004525783767578124,0.028391812442434206,0.02182048843338816,recut,hinge_raw,False,True,False
coco_val,siglip+dinov3_patch,max_patch,-3.0,76,-0.010202524037828948,0.0016058706372095916,-0.013395580492598686,-0.0072886472448601995,0.03143680381578948,0.021234279777960528,recut,hinge_raw,False,True,False
coco_val,siglip+dinov3_patch,max_patch,-2.0,76,-0.011374412631578948,0.0018108193467818569,-0.015140720306332237,-0.00810641302713816,0.032866311809210534,0.021491899177631578,recut,hinge_raw,False,True,False
coco_val,siglip+dinov3_patch,max_patch,-1.0,76,-0.011345344835526317,0.002109124106334282,-0.015666310222861843,-0.0073854516825657916,0.03617329815789474,0.024827953322368423,recut,hinge_raw,False,True,False
coco_val,siglip+dinov3_patch,max_patch,-0.5,76,-0.011535186531140324,0.00243668977292576,-0.016460593323193613,-0.007021358260972287,0.040899340369107494,0.029364153837967172,recut,hinge_raw,False,True,False
coco_val,siglip+dinov3_patch,max_patch,-0.25,76,-0.011324816785457598,0.0027127542554483664,-0.016742209163605727,-0.005949052913810894,0.04403468053133624,0.03270986374587863,recut,hinge_raw,False,True,False
coco_val,siglip+dinov3_patch,max_patch,0.0,76,0.0,0.0,0.0,0.0,0.04775433513157895,0.04775433513157895,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,1.0,76,0.0,0.0,0.0,0.0,0.03640751296052632,0.03640751296052632,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,2.0,76,0.0,0.0,0.0,0.0,0.0325235221875,0.0325235221875,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,3.0,76,0.0,0.0,0.0,0.0,0.030408095501644736,0.030408095501644736,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,4.0,76,0.0,0.0,0.0,0.0,0.022494616480263158,0.022494616480263158,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,5.0,76,0.0,0.0,0.0,0.0,0.01676492145148026,0.01676492145148026,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,6.0,76,0.0,0.0,0.0,0.0,0.012685683246299342,0.012685683246299342,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,7.0,76,0.0,0.0,0.0,0.0,0.009949420974506578,0.009949420974506578,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,8.0,76,0.0,0.0,0.0,0.0,0.008193282698653371,0.008193282698653371,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,9.0,76,0.0,0.0,0.0,0.0,0.006946006748046875,0.006946006748046875,recut,hinge_raw,False,False,False
coco_val,siglip+dinov3_patch,max_patch,10.0,76,0.0,0.0,0.0,0.0,0.005981247013389185,0.005981247013389185,recut,hinge_raw,False,False,False
visual_genome_m,siglip,whole_image,-10.0,68,-0.0033352214822208177,0.0005257186980557007,-0.0043783626334479835,-0.002338357038125431,0.027364305923713236,0.024029084441492415,recut,hinge_raw,False,True,False
visual_genome_m,siglip,whole_image,-9.0,68,-0.003923015201775046,0.0005489104997126399,-0.005014036080121207,-0.0028567018186968635,0.029003538632668892,0.025080523430893845,recut,hinge_raw,False,True,False
visual_genome_m,siglip,whole_image,-8.0,68,-0.004702613031077665,0.0006340336863175011,-0.005914609062040442,-0.0035017002691434974,0.03095370620203354,0.026251093170955885,recut,hinge_raw,False,True,False
visual_genome_m,siglip,whole_image,-7.0,68,-0.005797101911764706,0.0007438363833510565,-0.0072500910487706795,-0.004330135077880859,0.03323255932444853,0.027435457412683825,recut,hinge_raw,False,True,False
visual_genome_m,siglip,whole_image,-6.0,68,-0.007377957650505514,0.0009025909619620224,-0.009107914184713925,-0.005590996957462087,0.0359317563706342,0.028553798720128677,recut,hinge_raw,False,True,False
visual_genome_m,siglip,whole_image,-5.0,68,-0.009722424420955883,0.0010410826672803144,-0.011642024239602481,-0.0076413068664407165,0.0390499087477022,0.02932748432674633,recut,hinge_raw,False,True,False
visual_genome_m,siglip,whole_image,-4.0,68,-0.01392223843290441,0.0013994418408407737,-0.016588672227481612,-0.011260156424862132,0.04313805266084559,0.029215814227941173,recut,hinge_raw,False,True,False
visual_genome_m,siglip,whole_image,-3.0,68,-0.017733431599264708,0.0016962103219003357,-0.021160676921185662,-0.014622753287913605,0.04596094574448529,0.02822751414522059,recut,hinge_raw,False,True,False
visual_genome_m,siglip,whole_image,-2.0,68,-0.017469810312500004,0.001930700419211023,-0.02138030786902574,-0.013676288111672794,0.046471514356617644,0.029001704044117643,recut,hinge_raw,False,True,False
