geometry,mode,t,median,q25,q75,n_blocks
dinov3_patch/max_patch,region,46,0.04359056083192903,0.038109730013406506,0.050182169912676516,25
dinov3_patch/max_patch,region,47,0.043199526570109295,0.037117617358593306,0.055718832358524616,25
dinov3_patch/max_patch,region,48,0.04648071506886655,0.03582076608528693,0.05053487601896963,25
dinov3_patch/max_patch,region,49,0.043081418976135974,0.03882350076869476,0.05263919530010033,25
dinov3_patch/max_patch,region,50,0.041592240229556744,0.03693290466294393,0.050985718451449974,25
dinov3_patch/max_patch,region,51,0.04297585293112744,0.03201727229328931,0.056428410401774154,25
dinov3_patch/max_patch,region,52,0.04203056262643574,0.03474843540328565,0.05129914191780046,25
dinov3_patch/max_patch,region,53,0.042170901465596544,0.03301310971221968,0.05309933851136694,25
dinov3_patch/max_patch,region,54,0.040870084056035025,0.03373897988860487,0.04943896902399223,25
dinov3_patch/max_patch,region,55,0.042710356248714505,0.03621510423257561,0.056439787076139815,25
dinov3_patch/max_patch,region,56,0.04012595597664277,0.03487797707587502,0.05259428411056312,25
dinov3_patch/max_patch,region,57,0.041956018219929454,0.033825240597852836,0.0511138432315037,25
dinov3_patch/max_patch,region,58,0.04057359531686639,0.03319093055101205,0.048815294388347724,25
dinov3_patch/max_patch,region,59,0.041522028183020865,0.03357199994450262,0.0589399015360696,25
dinov3_patch/max_patch,region,60,0.04086439814158144,0.03329444070913657,0.05317719301738194,25
dinov3_patch/max_patch,region,61,0.04176023523612284,0.036564532953864054,0.05862607204224611,25
dinov3_patch/max_patch,region,62,0.04015355720297558,0.03360298460001652,0.0534179366638063,25
dinov3_patch/max_patch,region,63,0.03984436345434043,0.03669355474538589,0.04929405745213856,25
dinov3_patch/max_patch,region,64,0.04010595571798073,0.034832208427802776,0.05075596004295041,25
dinov3_patch/max_patch,region,65,0.04251045361997818,0.03445249160327427,0.05345364458363606,25
dinov3_patch/max_patch,region,66,0.03941203707642068,0.036643512426593264,0.048125120034956254,25
dinov3_patch/max_patch,region,67,0.04430741530224697,0.03643854798236557,0.06078125523971835,25
dinov3_patch/max_patch,region,68,0.04071175956183978,0.03556121298194661,0.053501829163885406,25
dinov3_patch/max_patch,region,69,0.03938411220931341,0.03385791111919433,0.04597290994316224,25
dinov3_patch/max_patch,region,70,0.040358171223075175,0.03473602050897598,0.04485383177960562,25
dinov3_patch/max_patch,region,71,0.03999308554566849,0.034043193759662076,0.04676144682408339,25
dinov3_patch/max_patch,region,72,0.03867699650669565,0.03125786975366111,0.04860871327837169,25
dinov3_patch/max_patch,region,73,0.04028262011025808,0.030060608106527227,0.047759554889130765,25
dinov3_patch/max_patch,region,74,0.03688201883802486,0.03292701368957042,0.04673400309771079,25
dinov3_patch/max_patch,region,75,0.03773739523755965,0.029897580037785493,0.047307245822111474,25
dinov3_patch/max_patch,region,76,0.03643226425671417,0.03179953869456037,0.04761177223342873,25
dinov3_patch/max_patch,region,77,0.036851460137322,0.0302250379712878,0.04987706592539617,25
dinov3_patch/max_patch,region,78,0.03727673415822035,0.03293870067496991,0.04278689617514493,25
dinov3_patch/max_patch,region,79,0.039256772395949324,0.02926013506822083,0.04704510628065256,25
dinov3_patch/max_patch,region,80,0.037620995942075804,0.02953382349995198,0.046372593838528785,25
dinov3_patch/max_patch,region,81,0.03539650777581998,0.031503829597242704,0.04787006299392246,25
dinov3_patch/max_patch,region,82,0.03777816752580642,0.03309381421206434,0.04501780013619759,25
dinov3_patch/max_patch,region,83,0.03606971688750463,0.031932734184120286,0.04788197396545956,25
dinov3_patch/max_patch,region,84,0.0353422575018393,0.02952349833785392,0.04593203876813404,25
dinov3_patch/max_patch,region,85,0.03735452863333201,0.03168563638269422,0.05041878783601041,25
dinov3_patch/max_patch,region,86,0.036946280113978,0.03193701240122171,0.04931151544544454,25
dinov3_patch/max_patch,region,87,0.037234248198010564,0.032189335585881954,0.05163648925902465,25
dinov3_patch/max_patch,region,88,0.037282710196268554,0.031868670145945105,0.04756591323073367,25
dinov3_patch/max_patch,region,89,0.0377812028095217,0.030159730906589584,0.047675366030416694,25
dinov3_patch/max_patch,region,90,0.03785948858274987,0.031552016004653245,0.04590794212620686,25
dinov3_patch/max_patch,region,91,0.0353292411971786,0.030912835306075147,0.04708240763150232,25
dinov3_patch/max_patch,region,92,0.03758276283981374,0.03179322120002445,0.04577710199445271,25
dinov3_patch/max_patch,region,93,0.04001923825897924,0.03380101162683402,0.048365095667607674,25
dinov3_patch/max_patch,region,94,0.036536640070043314,0.030919435106290433,0.04795186658336615,25
dinov3_patch/max_patch,region,95,0.032401812787006386,0.028064779973445267,0.050416984890197684,25
dinov3_patch/max_patch,region,96,0.03725244195213743,0.029433340197943803,0.04682106667490945,25
dinov3_patch/max_patch,region,97,0.036319602228577684,0.027647003027833825,0.05247626759432858,25
dinov3_patch/max_patch,region,98,0.03468445779926431,0.027758120330909714,0.04720544355329328,25
