geometry,mode,t,median,q25,q75,n_blocks
dinov3_patch/max_patch,region,99,0.03388068199971467,0.030127609394566615,0.04444458788468484,25
dinov3_patch/max_patch,region,100,0.03580078610468152,0.02625796697645958,0.04657181026238716,25
dinov3_patch/max_patch,region,101,0.03397239684555064,0.02878847447170299,0.04786342257526535,25
dinov3_patch/max_patch,region,102,0.0336347459653743,0.026305818558678327,0.04863191398061998,25
dinov3_patch/max_patch,region,103,0.033835327605143246,0.025569182448439347,0.047072048474735985,25
dinov3_patch/max_patch,region,104,0.03504014656377063,0.02670868848166316,0.04714121909695769,25
dinov3_patch/max_patch,region,105,0.03659214526859412,0.026911447509964583,0.05078942489223727,25
dinov3_patch/max_patch,region,106,0.035157974797970615,0.028595257196181837,0.04667801537645115,25
dinov3_patch/max_patch,region,107,0.03916932211266605,0.027380819797182654,0.052701293261471105,25
dinov3_patch/max_patch,region,108,0.034629922396488884,0.026016565575913156,0.044332662565599,25
dinov3_patch/max_patch,region,109,0.03693428910130017,0.02784331772918632,0.04422306881148417,25
dinov3_patch/max_patch,region,110,0.037269323403790355,0.02568548468626631,0.05110814342515085,25
dinov3_patch/max_patch,region,111,0.033991583829251805,0.025321025851162964,0.052511906357059934,25
dinov3_patch/max_patch,region,112,0.03327054382273494,0.02623647035967701,0.049746378765086745,25
dinov3_patch/max_patch,region,113,0.03379482921457225,0.02544762587514951,0.04031196201896431,25
dinov3_patch/max_patch,region,114,0.03613278006096694,0.02660869273159076,0.046370665064638036,25
dinov3_patch/max_patch,region,115,0.03737032581083412,0.027066046307621584,0.04426020040537192,25
dinov3_patch/max_patch,region,116,0.033494193412676614,0.028654601330878413,0.041846668880694986,25
dinov3_patch/max_patch,region,117,0.035583693902027064,0.02849402771861057,0.044728532324280555,25
dinov3_patch/max_patch,region,118,0.035516676998426054,0.026876286998804455,0.04188154509701329,25
dinov3_patch/max_patch,region,119,0.0348337357564096,0.026803653082526295,0.04243629081746821,25
dinov3_patch/max_patch,region,120,0.03690089525999978,0.025943314973834373,0.04118969424325254,25
dinov3_patch/max_patch,region,121,0.035510686715076574,0.026732967687807658,0.04331672673942967,25
dinov3_patch/max_patch,region,122,0.03739981993215869,0.026888693897690243,0.04439788882543024,25
dinov3_patch/max_patch,region,123,0.03564950973527952,0.024273321095391955,0.0450963703185219,25
