class_id,readout,arm,v,found,ap,p10,left,n_positive
tobacco800/logo_bea6aa00_1,shared,a3s_production,3,3,0.0007745689852288837,0.0,2,5
tobacco800/logo_bea6aa00_1,shared,a3s_production,5,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a3s_production,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a3s_production,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a3s_production,40,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a4_siglip_svm,0,0,0.011001210928810005,0.0,5,5
tobacco800/logo_bea6aa00_1,shared,a4_siglip_svm,3,3,0.0034751487473708167,0.0,2,5
tobacco800/logo_bea6aa00_1,shared,a4_siglip_svm,5,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a4_siglip_svm,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a4_siglip_svm,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a4_siglip_svm,40,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a4r_siglip_sift,0,0,0.8004071661237784,0.4,5,5
tobacco800/logo_bea6aa00_1,shared,a4r_siglip_sift,3,3,0.5004076640847941,0.1,2,5
tobacco800/logo_bea6aa00_1,shared,a4r_siglip_sift,5,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a4r_siglip_sift,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a4r_siglip_sift,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a4r_siglip_sift,40,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a5_mlp,0,0,1.0,0.5,5,5
tobacco800/logo_bea6aa00_1,shared,a5_mlp,3,3,1.0,0.2,2,5
tobacco800/logo_bea6aa00_1,shared,a5_mlp,5,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a5_mlp,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a5_mlp,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,shared,a5_mlp,40,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a0_exemplar,0,0,1.0,0.5,5,5
tobacco800/logo_bea6aa00_1,closed,a0_exemplar,3,3,1.0,0.2,2,5
tobacco800/logo_bea6aa00_1,closed,a0_exemplar,5,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a0_exemplar,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a0_exemplar,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a0_exemplar,40,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a1_max,0,0,1.0,0.5,5,5
tobacco800/logo_bea6aa00_1,closed,a1_max,3,3,1.0,0.2,2,5
tobacco800/logo_bea6aa00_1,closed,a1_max,5,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a1_max,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a1_max,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a1_max,40,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a1p_goods_only,0,0,1.0,0.5,5,5
tobacco800/logo_bea6aa00_1,closed,a1p_goods_only,3,3,1.0,0.2,2,5
tobacco800/logo_bea6aa00_1,closed,a1p_goods_only,5,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a1p_goods_only,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a1p_goods_only,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a1p_goods_only,40,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a2_repick,0,0,1.0,0.5,5,5
tobacco800/logo_bea6aa00_1,closed,a2_repick,3,3,1.0,0.2,2,5
tobacco800/logo_bea6aa00_1,closed,a2_repick,5,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a2_repick,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a2_repick,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a2_repick,40,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a3_vlad_svm,0,0,0.001274707582199435,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3_vlad_svm,3,0,0.0010433787593876242,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3_vlad_svm,5,0,0.00119295947503593,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3_vlad_svm,10,0,0.0010860684902302348,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3_vlad_svm,20,0,0.0010363043153789181,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3_vlad_svm,40,0,0.0010500923870153096,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3s_production,0,0,0.001274707582199435,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3s_production,3,0,0.0010433787593876242,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3s_production,5,0,0.00119295947503593,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3s_production,10,0,0.0010860684902302348,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3s_production,20,0,0.0010363043153789181,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a3s_production,40,0,0.0010500923870153096,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a4_siglip_svm,0,0,0.011001210928810005,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a4_siglip_svm,3,0,0.006390787827795186,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a4_siglip_svm,5,0,0.003782704944037124,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a4_siglip_svm,10,0,0.0041277986818534,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a4_siglip_svm,20,0,0.0042821986878461196,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a4_siglip_svm,40,0,0.00813610715069914,0.0,5,5
tobacco800/logo_bea6aa00_1,closed,a4r_siglip_sift,0,0,0.8004071661237784,0.4,5,5
tobacco800/logo_bea6aa00_1,closed,a4r_siglip_sift,3,3,0.5004076640847941,0.1,2,5
tobacco800/logo_bea6aa00_1,closed,a4r_siglip_sift,5,4,1.0,0.1,1,5
tobacco800/logo_bea6aa00_1,closed,a4r_siglip_sift,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a4r_siglip_sift,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a4r_siglip_sift,40,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a5_mlp,0,0,1.0,0.5,5,5
tobacco800/logo_bea6aa00_1,closed,a5_mlp,3,3,1.0,0.2,2,5
tobacco800/logo_bea6aa00_1,closed,a5_mlp,5,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a5_mlp,10,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a5_mlp,20,5,nan,0.0,0,5
tobacco800/logo_bea6aa00_1,closed,a5_mlp,40,5,nan,0.0,0,5
tobacco800/logo_bqz95d00_1,shared,a0_exemplar,0,0,1.0,0.9,9,9
tobacco800/logo_bqz95d00_1,shared,a0_exemplar,3,3,1.0,0.6,6,9
tobacco800/logo_bqz95d00_1,shared,a0_exemplar,5,5,1.0,0.4,4,9
tobacco800/logo_bqz95d00_1,shared,a0_exemplar,10,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a0_exemplar,20,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a0_exemplar,40,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a1_max,0,0,1.0,0.9,9,9
tobacco800/logo_bqz95d00_1,shared,a1_max,3,3,1.0,0.6,6,9
tobacco800/logo_bqz95d00_1,shared,a1_max,5,5,1.0,0.4,4,9
tobacco800/logo_bqz95d00_1,shared,a1_max,10,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a1_max,20,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a1_max,40,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a1p_goods_only,0,0,1.0,0.9,9,9
tobacco800/logo_bqz95d00_1,shared,a1p_goods_only,3,3,1.0,0.6,6,9
tobacco800/logo_bqz95d00_1,shared,a1p_goods_only,5,5,1.0,0.4,4,9
tobacco800/logo_bqz95d00_1,shared,a1p_goods_only,10,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a1p_goods_only,20,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a1p_goods_only,40,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a2_repick,0,0,1.0,0.9,9,9
tobacco800/logo_bqz95d00_1,shared,a2_repick,3,3,1.0,0.6,6,9
tobacco800/logo_bqz95d00_1,shared,a2_repick,5,5,1.0,0.4,4,9
tobacco800/logo_bqz95d00_1,shared,a2_repick,10,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a2_repick,20,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a2_repick,40,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a3_vlad_svm,0,0,0.026026771054474748,0.0,9,9
tobacco800/logo_bqz95d00_1,shared,a3_vlad_svm,3,3,0.015569743103394177,0.0,6,9
tobacco800/logo_bqz95d00_1,shared,a3_vlad_svm,5,5,0.008945991032710687,0.0,4,9
tobacco800/logo_bqz95d00_1,shared,a3_vlad_svm,10,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a3_vlad_svm,20,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a3_vlad_svm,40,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a3s_production,0,0,0.026026771054474748,0.0,9,9
tobacco800/logo_bqz95d00_1,shared,a3s_production,3,3,0.015569743103394177,0.0,6,9
tobacco800/logo_bqz95d00_1,shared,a3s_production,5,5,0.008945991032710687,0.0,4,9
tobacco800/logo_bqz95d00_1,shared,a3s_production,10,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a3s_production,20,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a3s_production,40,9,nan,0.0,0,9
tobacco800/logo_bqz95d00_1,shared,a4_siglip_svm,0,0,0.003271508608137057,0.0,9,9
tobacco800/logo_bqz95d00_1,shared,a4_siglip_svm,3,3,0.0026938458712428373,0.0,6,9
tobacco800/logo_bqz95d00_1,shared,a4_siglip_svm,5,5,0.0021559955390658934,0.0,4,9
tobacco800/logo_bqz95d00_1,shared,a4_siglip_svm,10,9,nan,0.0,0,9
