arm,seed,n_votes,treatment,design,inclusion,threshold,temperature,n_included,pool_size,recall,precision,fpr,fnr,sat_frac_extreme,sat_frac_mid,sat_mean_abs_logit,cal_mean_abs_logit
agnews:Business,0,24,raw,bayes_temp,7,0.007751937984496126,1.0,2376,2376,1.0,0.24915824915824916,1.0,0.0,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,bayes_temp,10,0.000975609756097561,1.0,2376,2376,1.0,0.24915824915824916,1.0,0.0,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,-10,0.5224297689128434,1.0,575,2376,0.7550675675675675,0.7773913043478261,0.07174887892376682,0.24493243243243243,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,-7,0.5222841872600839,1.0,581,2376,0.7584459459459459,0.7728055077452668,0.07399103139013453,0.24155405405405406,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,-5,0.5217850501649082,1.0,594,2376,0.7668918918918919,0.7643097643097643,0.07847533632286996,0.23310810810810811,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,-3,0.5197885017842054,1.0,678,2376,0.831081081081081,0.7256637168141593,0.10426008968609865,0.16891891891891891,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,-1,0.514000654220581,1.0,1005,2376,0.9358108108108109,0.5512437810945273,0.2528026905829596,0.06418918918918919,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,0,0.5133547633886337,1.0,1050,2376,0.9493243243243243,0.5352380952380953,0.273542600896861,0.05067567567567568,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,1,0.5130132511258125,1.0,1071,2376,0.9527027027027027,0.5266106442577031,0.28419282511210764,0.0472972972972973,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,3,0.5119311977177858,1.0,1161,2376,0.964527027027027,0.491817398794143,0.3307174887892377,0.03547297297297297,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,5,0.5116606843657792,1.0,1192,2376,0.9679054054054054,0.48070469798657717,0.34697309417040356,0.03209459459459459,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,7,0.5115930560277775,1.0,1201,2376,0.972972972972973,0.47960033305578686,0.35033632286995514,0.02702702702702703,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,conformal,10,0.5115733310958603,1.0,1203,2376,0.972972972972973,0.47880299251870323,0.351457399103139,0.02702702702702703,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,smooth,argmin,-10,0.5236473679542542,1.0,503,2376,0.6858108108108109,0.8071570576540755,0.05437219730941704,0.3141891891891892,0.0,1.0,0.057558564597002496,0.05111307939823856
agnews:Business,0,24,smooth,argmin,-7,0.5236473679542542,1.0,503,2376,0.6858108108108109,0.8071570576540755,0.05437219730941704,0.3141891891891892,0.0,1.0,0.057558564597002496,0.05111307939823856
agnews:Business,0,24,smooth,argmin,-5,0.5236473679542542,1.0,503,2376,0.6858108108108109,0.8071570576540755,0.05437219730941704,0.3141891891891892,0.0,1.0,0.057558564597002496,0.05111307939823856
agnews:Business,0,24,smooth,argmin,-3,0.5236473679542542,1.0,503,2376,0.6858108108108109,0.8071570576540755,0.05437219730941704,0.3141891891891892,0.0,1.0,0.057558564597002496,0.05111307939823856
agnews:Business,0,24,smooth,argmin,-1,0.5116500854492188,1.0,1128,2376,0.9611486486486487,0.5044326241134752,0.3133408071748879,0.03885135135135135,0.0,1.0,0.057558564597002496,0.05111307939823856
agnews:Business,0,24,smooth,argmin,0,0.5116500854492188,1.0,1128,2376,0.9611486486486487,0.5044326241134752,0.3133408071748879,0.03885135135135135,0.0,1.0,0.057558564597002496,0.05111307939823856
agnews:Business,0,24,smooth,argmin,1,0.5116500854492188,1.0,1128,2376,0.9611486486486487,0.5044326241134752,0.3133408071748879,0.03885135135135135,0.0,1.0,0.057558564597002496,0.05111307939823856
agnews:Business,0,24,smooth,argmin,3,0.5116500854492188,1.0,1128,2376,0.9611486486486487,0.5044326241134752,0.3133408071748879,0.03885135135135135,0.0,1.0,0.057558564597002496,0.05111307939823856
agnews:Business,0,24,smooth,argmin,5,0.5116500854492188,1.0,1128,2376,0.9611486486486487,0.5044326241134752,0.3133408071748879,0.03885135135135135,0.0,1.0,0.057558564597002496,0.05111307939823856
