arm,seed,n_votes,policy,design,inclusion,threshold,alpha_cap,fnr_excess,seed_mode,n_included,pool_size,recall,precision,fpr,fnr,vote_pos_frac,n_cal_pos,cal_pos_q25,test_pos_q25,cal_pos_min
agnews:Business,0,50,uniform,oracle,-3,0.5454157739877701,1.0,0.0,text,228,1200,0.6633333333333333,0.8728070175438597,0.03222222222222222,0.33666666666666667,0.34,18,0.49128062278032303,0.5012166649103165,0.4450784921646118
agnews:Business,0,50,uniform,oracle,-1,0.38811227679252625,0.5,0.0,text,375,1200,0.8733333333333333,0.6986666666666667,0.12555555555555556,0.12666666666666668,0.34,18,0.49128062278032303,0.5012166649103165,0.4450784921646118
agnews:Business,0,50,uniform,oracle,0,0.3210470974445343,0.25,0.0,text,509,1200,0.9466666666666667,0.5579567779960707,0.25,0.05333333333333334,0.34,18,0.49128062278032303,0.5012166649103165,0.4450784921646118
agnews:Business,0,50,uniform,oracle,1,0.3210470974445343,0.125,0.0,text,509,1200,0.9466666666666667,0.5579567779960707,0.25,0.05333333333333334,0.34,18,0.49128062278032303,0.5012166649103165,0.4450784921646118
agnews:Business,0,50,uniform,oracle,3,0.28977704234421253,0.03125,0.002083333333333333,text,580,1200,0.9666666666666667,0.5,0.32222222222222224,0.03333333333333333,0.34,18,0.49128062278032303,0.5012166649103165,0.4450784921646118
agnews:Business,0,50,uniform,oracle,5,0.22996560018509626,0.0078125,0.0021875,text,795,1200,0.99,0.37358490566037733,0.5533333333333333,0.01,0.34,18,0.49128062278032303,0.5012166649103165,0.4450784921646118
agnews:Business,0,50,uniform,oracle,7,0.2015008921152912,0.001953125,0.0013802083333333335,text,934,1200,0.9966666666666667,0.32012847965738755,0.7055555555555556,0.0033333333333333335,0.34,18,0.49128062278032303,0.5012166649103165,0.4450784921646118
agnews:Business,0,50,uniform,oracle,10,0.19932788045116467,0.000244140625,0.0030891927083333335,text,951,1200,0.9966666666666667,0.31440588853838064,0.7244444444444444,0.0033333333333333335,0.34,18,0.49128062278032303,0.5012166649103165,0.4450784921646118
agnews:Business,0,100,uniform,conformal,-10,0.7741473466157913,1.0,0.0,text,37,1200,0.11,0.8918918918918919,0.0044444444444444444,0.89,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,-7,0.7027327731251717,1.0,0.0,text,128,1200,0.36666666666666664,0.859375,0.02,0.6333333333333333,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,-5,0.6473949518986046,1.0,0.0,text,205,1200,0.5833333333333334,0.8536585365853658,0.03333333333333333,0.4166666666666667,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,-3,0.6371243745088577,1.0,0.0,text,219,1200,0.61,0.8356164383561644,0.04,0.39,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,-1,0.25308470204472544,0.5,0.0,text,776,1200,1.0,0.3865979381443299,0.5288888888888889,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,0,0.18799348175525665,0.25,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,1,0.18799348175525665,0.125,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,3,0.18799348175525665,0.03125,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,5,0.18799348175525665,0.0078125,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,7,0.18799348175525665,0.001953125,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,conformal,10,0.18799348175525665,0.000244140625,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,-10,0.7741473466157913,1.0,0.0,text,37,1200,0.11,0.8918918918918919,0.0044444444444444444,0.89,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,-7,0.7027327731251717,1.0,0.0,text,128,1200,0.36666666666666664,0.859375,0.02,0.6333333333333333,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,-5,0.6473949518986046,1.0,0.0,text,205,1200,0.5833333333333334,0.8536585365853658,0.03333333333333333,0.4166666666666667,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,-3,0.6371243745088577,1.0,0.0,text,219,1200,0.61,0.8356164383561644,0.04,0.39,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,-1,0.25308470204472544,0.5,0.0,text,776,1200,1.0,0.3865979381443299,0.5288888888888889,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,0,0.18799348175525665,0.25,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,1,0.18799348175525665,0.125,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,3,0.18799348175525665,0.03125,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,5,0.18799348175525665,0.0078125,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,7,0.18799348175525665,0.001953125,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,blend,10,0.18799348175525665,0.000244140625,0.0,text,955,1200,1.0,0.31413612565445026,0.7277777777777777,0.0,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,oracle,-10,0.7911269181931857,1.0,0.0,text,10,1200,0.03,0.9,0.0011111111111111111,0.97,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
agnews:Business,0,100,uniform,oracle,-7,0.785129881114699,1.0,0.0,text,19,1200,0.056666666666666664,0.8947368421052632,0.0022222222222222222,0.9433333333333334,0.33,34,0.5351401716470718,0.5741845518350601,0.18799348175525665
