arm,sorts,same_process_timing,n_median,rest_ms,fit_ms,fit_share_pct,sort_ms,sort_speedup
baseline,62,62,4952,25.057790335267782,26.165886782109737,47.78423746492524,49.683679826557636,1.0
native,62,62,4952,25.057790335267782,3.68563923984766,10.355961038416147,28.008040972054005,1.7139546490674977
native_ll1e-4,62,0,4952,25.057790335267782,9.757499999999999,22.13401262774309,34.89658668419719,1.4406028441143528
native_ll1e-5,62,0,4952,25.057790335267782,20.187,40.56335202560609,46.583933104485276,1.2021639822995154
native_param1e-8,62,0,4952,25.057790335267782,57.4045,67.5391915389654,80.29759908270836,0.6804456713548754
native_iter50,62,0,4952,25.057790335267782,15.6905,37.01550057237766,40.636578864872455,1.2427241763433154
sklearn_kmeanspp,62,0,4952,25.057790335267782,34.198,52.23777564234921,62.609545821636914,0.9807366317949078
sklearn_spherical,62,0,4952,25.057790335267782,25.077500000000004,47.40845874274795,48.72388432630897,1.0145829818958894
native_10k,62,0,4952,25.057790335267782,4.218,12.140923753729707,28.69725046670437,1.6896740237741987
