embedder,arm,backend,proc_device,source,category,spearman,top10_overlap,top50_overlap,top100_overlap,top1_same,ref_top1_rank_in_arm,max_score_delta
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,ear,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,elephant,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,eye,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,face,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,fence,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,field,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,floor,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,flower,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,foot,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,giraffe,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,girl,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,glass,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,grass,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,hair,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,hand,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,hat,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,head,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,horse,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,jacket,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,kite,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,laptop,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,leaf,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,leg,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,letter,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,light,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,line,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,man,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,mountain,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,nose,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,people,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,person,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,plane,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,plate,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,pole,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,road,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,rock,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,roof,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,shadow,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,sheep,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,shirt,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,shoe,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,sidewalk,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,sign,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,sink,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,sky,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,snow,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,street,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,table,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,tile,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,tire,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,track,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,train,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,tree,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,truck,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,umbrella,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,wall,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,water,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,window,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,tv_cpu_rep,torchvision,cpu,exemplar,woman,1.0,1.0,1.0,1.0,True,0,0.0
siglip2_l,pil_cpu,pil,cpu,text_query,arm,0.9996049714355546,1.0,1.0,0.99,True,0,0.003613194667679738
siglip2_l,pil_cpu,pil,cpu,text_query,bag,0.9994299135970511,0.9,1.0,0.99,True,0,0.0044427603548076455
siglip2_l,pil_cpu,pil,cpu,text_query,ball,0.9995003932060559,0.9,0.98,0.99,True,0,0.0040834452137397115
siglip2_l,pil_cpu,pil,cpu,text_query,banana,0.9994944563795856,1.0,0.98,0.98,True,0,0.004001730205633713
siglip2_l,pil_cpu,pil,cpu,text_query,bear,0.9993358245586156,1.0,1.0,0.99,True,0,0.0042738701893027704
siglip2_l,pil_cpu,pil,cpu,text_query,bed,0.9996141280922347,0.9,1.0,1.0,True,0,0.0053858580010769375
siglip2_l,pil_cpu,pil,cpu,text_query,bench,0.999621337223706,1.0,0.98,0.98,True,0,0.003805967897784833
siglip2_l,pil_cpu,pil,cpu,text_query,bike,0.9996125339669949,1.0,0.98,0.98,True,0,0.004637292588270649
siglip2_l,pil_cpu,pil,cpu,text_query,bird,0.9993265134217095,1.0,1.0,0.98,True,0,0.00922083390969132
siglip2_l,pil_cpu,pil,cpu,text_query,boat,0.9995017003464293,0.9,0.98,0.99,True,0,0.0036590923794866774
siglip2_l,pil_cpu,pil,cpu,text_query,book,0.9992842537199431,1.0,1.0,0.99,True,0,0.007162820074220574
siglip2_l,pil_cpu,pil,cpu,text_query,bottle,0.9994699972275211,1.0,0.96,0.98,True,0,0.003992704625458629
siglip2_l,pil_cpu,pil,cpu,text_query,bowl,0.9996718813955872,0.9,0.98,0.98,True,0,0.00448881400944388
siglip2_l,pil_cpu,pil,cpu,text_query,box,0.9995569456657553,1.0,0.98,0.96,True,0,0.004131639523104337
siglip2_l,pil_cpu,pil,cpu,text_query,boy,0.9997128730246876,1.0,0.98,0.98,True,0,0.0035181672314776175
siglip2_l,pil_cpu,pil,cpu,text_query,branch,0.9995330217412807,0.9,0.98,0.99,True,0,0.012736754522441513
siglip2_l,pil_cpu,pil,cpu,text_query,building,0.9998776760783716,1.0,0.98,0.99,True,0,0.004479108669269767
siglip2_l,pil_cpu,pil,cpu,text_query,bus,0.9997972534122953,1.0,0.96,0.99,True,0,0.00421709968786221
siglip2_l,pil_cpu,pil,cpu,text_query,bush,0.9996613298589744,1.0,1.0,0.98,True,0,0.004302416825337732
siglip2_l,pil_cpu,pil,cpu,text_query,cap,0.9994703504647079,1.0,0.98,0.98,True,0,0.0036671560459202446
siglip2_l,pil_cpu,pil,cpu,text_query,car,0.9997038732899651,1.0,0.96,0.97,True,0,0.005212883958731117
siglip2_l,pil_cpu,pil,cpu,text_query,cat,0.9991307557212763,1.0,1.0,0.98,True,0,0.006735235183740997
siglip2_l,pil_cpu,pil,cpu,text_query,chair,0.9996684792494099,1.0,1.0,1.0,True,0,0.00442973781696606
siglip2_l,pil_cpu,pil,cpu,text_query,clock,0.9995150273180813,1.0,1.0,0.99,True,0,0.0045070083968473465
siglip2_l,pil_cpu,pil,cpu,text_query,cloud,0.9995490551283558,0.9,0.98,0.99,True,0,0.0033146923584562536
siglip2_l,pil_cpu,pil,cpu,text_query,clouds,0.9996253742201269,1.0,0.98,0.99,True,0,0.005326051542130977
siglip2_l,pil_cpu,pil,cpu,text_query,cow,0.9994404106016558,1.0,1.0,0.99,True,0,0.008073864829827394
siglip2_l,pil_cpu,pil,cpu,text_query,cup,0.9996006360595193,0.9,0.98,0.99,True,0,0.0035685421153759216
siglip2_l,pil_cpu,pil,cpu,text_query,dog,0.9992642687970569,1.0,1.0,0.99,True,0,0.006775998869261956
siglip2_l,pil_cpu,pil,cpu,text_query,door,0.9997103647150969,1.0,1.0,0.98,True,0,0.006705148904168784
siglip2_l,pil_cpu,pil,cpu,text_query,ear,0.9993675636523709,1.0,0.98,0.98,True,0,0.009808037137415616
siglip2_l,pil_cpu,pil,cpu,text_query,elephant,0.9992500722433532,1.0,0.98,1.0,True,0,0.003935089997811919
siglip2_l,pil_cpu,pil,cpu,text_query,eye,0.9994282626608536,1.0,0.96,0.99,True,0,0.004161270257115615
siglip2_l,pil_cpu,pil,cpu,text_query,face,0.9993923407179035,1.0,1.0,0.98,True,0,0.009875444657457563
siglip2_l,pil_cpu,pil,cpu,text_query,fence,0.999730495490757,0.9,0.98,1.0,True,0,0.005506286202699696
siglip2_l,pil_cpu,pil,cpu,text_query,field,0.9997305396047098,1.0,1.0,0.99,True,0,0.005255909789604562
siglip2_l,pil_cpu,pil,cpu,text_query,floor,0.9997572897522432,1.0,0.96,0.98,True,0,0.00660235362956485
siglip2_l,pil_cpu,pil,cpu,text_query,flower,0.9994478175133953,1.0,1.0,0.97,True,0,0.0045206363495665924
siglip2_l,pil_cpu,pil,cpu,text_query,foot,0.9994465914385146,0.9,1.0,0.98,True,0,0.00972951023743275
siglip2_l,pil_cpu,pil,cpu,text_query,giraffe,0.9993584533885932,1.0,1.0,0.99,True,0,0.005657020664828961
siglip2_l,pil_cpu,pil,cpu,text_query,girl,0.9996537891403374,1.0,1.0,0.99,True,0,0.004736808570018992
siglip2_l,pil_cpu,pil,cpu,text_query,glass,0.9994981958103025,1.0,0.94,1.0,True,0,0.005794017499222066
siglip2_l,pil_cpu,pil,cpu,text_query,grass,0.9996917953454718,1.0,1.0,0.98,True,0,0.005231652968035197
siglip2_l,pil_cpu,pil,cpu,text_query,hair,0.9992794467641243,0.9,0.98,1.0,True,0,0.01345171638333788
siglip2_l,pil_cpu,pil,cpu,text_query,hand,0.9995240158208379,1.0,1.0,0.98,True,0,0.0029132005130057745
siglip2_l,pil_cpu,pil,cpu,text_query,hat,0.9995594308602858,1.0,0.98,0.98,True,0,0.0035818795411730227
siglip2_l,pil_cpu,pil,cpu,text_query,head,0.9993720653917264,1.0,1.0,0.99,True,0,0.012974503830010713
siglip2_l,pil_cpu,pil,cpu,text_query,horse,0.9992315717305622,1.0,1.0,1.0,True,0,0.004694251297356816
siglip2_l,pil_cpu,pil,cpu,text_query,jacket,0.9993269923266882,1.0,0.92,0.98,True,0,0.011896408431679401
siglip2_l,pil_cpu,pil,cpu,text_query,kite,0.9995796669559734,1.0,0.98,0.98,True,0,0.0051848595369416856
siglip2_l,pil_cpu,pil,cpu,text_query,laptop,0.9994955942265606,0.9,0.98,0.99,True,0,0.004085151722571128
siglip2_l,pil_cpu,pil,cpu,text_query,leaf,0.9994433310755584,1.0,0.98,0.98,True,0,0.006770757825982729
siglip2_l,pil_cpu,pil,cpu,text_query,leg,0.9995781519428408,1.0,0.96,0.98,True,0,0.010456326811006642
siglip2_l,pil_cpu,pil,cpu,text_query,letter,0.9992642959816699,1.0,1.0,0.97,False,1,0.008679953270194659
siglip2_l,pil_cpu,pil,cpu,text_query,light,0.9995521059907315,1.0,0.98,0.99,True,0,0.0048120809924646415
siglip2_l,pil_cpu,pil,cpu,text_query,line,0.999489553707884,1.0,0.96,0.98,True,0,0.004773498007195679
siglip2_l,pil_cpu,pil,cpu,text_query,man,0.9996818452887694,0.9,0.98,0.97,True,0,0.004835037579728564
siglip2_l,pil_cpu,pil,cpu,text_query,mountain,0.9994868441996007,0.9,1.0,1.0,True,0,0.0076783540806561815
siglip2_l,pil_cpu,pil,cpu,text_query,neck,0.9995415539657725,1.0,0.98,0.98,True,0,0.010472037927806547
siglip2_l,pil_cpu,pil,cpu,text_query,nose,0.9994496771362626,1.0,1.0,0.98,True,0,0.007242530715016327
siglip2_l,pil_cpu,pil,cpu,text_query,pants,0.999546044147598,0.9,0.98,0.98,True,0,0.012712104499669755
siglip2_l,pil_cpu,pil,cpu,text_query,people,0.9997599841217899,1.0,1.0,0.97,True,0,0.005456012981886003
siglip2_l,pil_cpu,pil,cpu,text_query,person,0.9996800878930694,1.0,0.98,0.99,True,0,0.007542974091273788
siglip2_l,pil_cpu,pil,cpu,text_query,pizza,0.9996009995519793,1.0,1.0,0.99,True,0,0.0039053191735425943
siglip2_l,pil_cpu,pil,cpu,text_query,plane,0.999450546229968,0.9,1.0,0.99,True,0,0.006919465210789608
siglip2_l,pil_cpu,pil,cpu,text_query,plate,0.9995411772879613,1.0,0.96,1.0,True,0,0.0038838277130030102
siglip2_l,pil_cpu,pil,cpu,text_query,pole,0.9997335515621605,0.9,0.96,0.97,True,0,0.00654488367758109
siglip2_l,pil_cpu,pil,cpu,text_query,road,0.9998670895436045,1.0,1.0,0.99,True,0,0.0070908026602384405
siglip2_l,pil_cpu,pil,cpu,text_query,rock,0.9995256361539981,1.0,0.98,0.98,True,0,0.006739842576011325
siglip2_l,pil_cpu,pil,cpu,text_query,roof,0.9997712877117682,1.0,1.0,1.0,True,0,0.010556573663403193
siglip2_l,pil_cpu,pil,cpu,text_query,shadow,0.9996300164404466,0.9,1.0,0.98,True,0,0.005043204419563033
siglip2_l,pil_cpu,pil,cpu,text_query,sheep,0.9993069642665418,1.0,1.0,0.98,True,0,0.005067839799894095
siglip2_l,pil_cpu,pil,cpu,text_query,shirt,0.9994527319054092,1.0,0.94,0.98,True,0,0.014807578024874542
siglip2_l,pil_cpu,pil,cpu,text_query,shoe,0.9994776702880166,1.0,1.0,0.98,True,0,0.003288353562196795
siglip2_l,pil_cpu,pil,cpu,text_query,sidewalk,0.9998926375452278,1.0,1.0,0.98,True,0,0.01254961135150126
siglip2_l,pil_cpu,pil,cpu,text_query,sign,0.9997787678754588,0.9,1.0,1.0,True,0,0.004983564643566571
siglip2_l,pil_cpu,pil,cpu,text_query,sink,0.9996647541435191,1.0,1.0,0.99,True,0,0.0045356439964030285
siglip2_l,pil_cpu,pil,cpu,text_query,skateboard,0.999609003548512,1.0,1.0,0.99,True,0,0.004742445810027109
siglip2_l,pil_cpu,pil,cpu,text_query,skis,0.999590262606539,1.0,1.0,0.99,True,0,0.004747062562386474
siglip2_l,pil_cpu,pil,cpu,text_query,sky,0.9996928454528875,1.0,1.0,0.99,True,0,0.0038015000716173832
siglip2_l,pil_cpu,pil,cpu,text_query,snow,0.9994003193204265,1.0,0.98,0.99,True,0,0.008838413437205157
siglip2_l,pil_cpu,pil,cpu,text_query,street,0.9998943568499131,1.0,0.98,0.98,True,0,0.0038181101328940703
siglip2_l,pil_cpu,pil,cpu,text_query,surfboard,0.9996415008813532,1.0,0.98,0.99,True,0,0.00407857528387855
siglip2_l,pil_cpu,pil,cpu,text_query,table,0.9997708950813098,1.0,0.98,0.99,True,0,0.0038896355578097452
siglip2_l,pil_cpu,pil,cpu,text_query,tail,0.9996635847168139,0.8,0.98,0.98,True,0,0.010611493022543807
siglip2_l,pil_cpu,pil,cpu,text_query,tile,0.9994383698022958,0.9,1.0,0.99,True,0,0.01395089494690671
siglip2_l,pil_cpu,pil,cpu,text_query,tire,0.9996306999625422,1.0,0.98,0.99,True,0,0.007122284091710902
siglip2_l,pil_cpu,pil,cpu,text_query,tower,0.9996587720636212,1.0,0.98,1.0,True,0,0.006001188735879098
siglip2_l,pil_cpu,pil,cpu,text_query,track,0.9996165436160206,1.0,0.98,0.97,True,0,0.01003648176178918
siglip2_l,pil_cpu,pil,cpu,text_query,train,0.999578548642852,1.0,0.98,0.99,True,0,0.004686811252151646
siglip2_l,pil_cpu,pil,cpu,text_query,tree,0.9996533230951458,1.0,0.98,1.0,True,0,0.010086064779782331
siglip2_l,pil_cpu,pil,cpu,text_query,truck,0.999745409588018,1.0,1.0,1.0,False,2,0.003731026176184985
siglip2_l,pil_cpu,pil,cpu,text_query,trunk,0.9996301596887066,1.0,1.0,0.96,True,0,0.005396722226347697
siglip2_l,pil_cpu,pil,cpu,text_query,umbrella,0.999572574864842,1.0,1.0,0.99,True,0,0.003967023608833019
siglip2_l,pil_cpu,pil,cpu,text_query,wall,0.9996701404408807,1.0,0.96,0.98,True,0,0.006286943279864645
siglip2_l,pil_cpu,pil,cpu,text_query,water,0.9995267525137341,1.0,0.98,0.97,True,0,0.011441078339969173
siglip2_l,pil_cpu,pil,cpu,text_query,wheel,0.9994687381078713,0.9,0.98,0.96,True,0,0.004374143763295566
siglip2_l,pil_cpu,pil,cpu,text_query,window,0.999534875503992,1.0,0.98,0.99,True,0,0.013827230804722191
siglip2_l,pil_cpu,pil,cpu,text_query,woman,0.9995616264654359,1.0,1.0,1.0,True,0,0.005346168908042768
siglip2_l,pil_cpu,pil,cpu,text_query,zebra,0.9993645513693561,1.0,1.0,0.99,True,0,0.004115076092095993
siglip2_l,pil_cpu,pil,cpu,exemplar,arm,0.9998083287817501,1.0,0.98,0.99,True,0,0.014906084447473156
siglip2_l,pil_cpu,pil,cpu,exemplar,bag,0.9997955529903352,1.0,1.0,1.0,True,0,0.013670529622034466
siglip2_l,pil_cpu,pil,cpu,exemplar,ball,0.9997547589787209,1.0,0.98,0.99,True,0,0.013868554905497321
siglip2_l,pil_cpu,pil,cpu,exemplar,banana,0.9998109017158399,1.0,1.0,1.0,True,0,0.011667903687824333
siglip2_l,pil_cpu,pil,cpu,exemplar,bear,0.999394476582018,1.0,1.0,0.97,True,0,0.01930222838392104
siglip2_l,pil_cpu,pil,cpu,exemplar,bed,0.9991876786730665,1.0,0.94,0.94,True,0,0.024898116144022875
siglip2_l,pil_cpu,pil,cpu,exemplar,bench,0.9996808142268608,1.0,1.0,0.99,True,0,0.016345016276431368
siglip2_l,pil_cpu,pil,cpu,exemplar,bike,0.9998113392741617,1.0,1.0,1.0,True,0,0.013380581928077506
siglip2_l,pil_cpu,pil,cpu,exemplar,bird,0.9997491156484016,1.0,0.98,1.0,True,0,0.013891527092483702
siglip2_l,pil_cpu,pil,cpu,exemplar,boat,0.9996941402218202,0.9,0.96,0.99,True,0,0.01632308395001736
siglip2_l,pil_cpu,pil,cpu,exemplar,book,0.9996297898477442,1.0,0.94,0.99,True,0,0.014430875118496167
siglip2_l,pil_cpu,pil,cpu,exemplar,bottle,0.9995449010915952,1.0,1.0,0.98,True,0,0.014063046233192544
siglip2_l,pil_cpu,pil,cpu,exemplar,bowl,0.9997965327758778,1.0,1.0,1.0,True,0,0.013291450656411574
siglip2_l,pil_cpu,pil,cpu,exemplar,box,0.9998069452965654,1.0,1.0,0.99,True,0,0.015039974238626963
siglip2_l,pil_cpu,pil,cpu,exemplar,boy,0.999743607590019,1.0,0.98,1.0,True,0,0.017710651412012834
siglip2_l,pil_cpu,pil,cpu,exemplar,branch,0.9997697679779542,1.0,1.0,1.0,True,0,0.01457335288424938
siglip2_l,pil_cpu,pil,cpu,exemplar,building,0.9998129822340356,1.0,1.0,1.0,True,0,0.014849136189402146
siglip2_l,pil_cpu,pil,cpu,exemplar,bus,0.9997443217151519,1.0,1.0,0.98,True,0,0.015986645544927014
siglip2_l,pil_cpu,pil,cpu,exemplar,bush,0.999790237340411,0.9,1.0,0.99,True,0,0.015463195566249255
siglip2_l,pil_cpu,pil,cpu,exemplar,cap,0.9998152650903988,1.0,1.0,0.99,True,0,0.013761632491207543
siglip2_l,pil_cpu,pil,cpu,exemplar,car,0.9998087875017466,1.0,1.0,1.0,True,0,0.014126023065433424
siglip2_l,pil_cpu,pil,cpu,exemplar,cat,0.9994109436206441,0.9,1.0,0.97,True,0,0.016100780641846668
siglip2_l,pil_cpu,pil,cpu,exemplar,chair,0.9994274935153661,1.0,1.0,0.99,True,0,0.013016915560449593
siglip2_l,pil_cpu,pil,cpu,exemplar,clock,0.9998456968809986,1.0,1.0,0.97,True,0,0.01287443093434254
siglip2_l,pil_cpu,pil,cpu,exemplar,cloud,0.9996287926445154,0.9,1.0,0.98,True,0,0.01562813217744874
siglip2_l,pil_cpu,pil,cpu,exemplar,clouds,0.9996739342408235,1.0,0.98,0.99,True,0,0.015687773244155157
siglip2_l,pil_cpu,pil,cpu,exemplar,cow,0.9997280111101371,0.9,0.98,0.99,True,0,0.014546283005991645
siglip2_l,pil_cpu,pil,cpu,exemplar,cup,0.9993825814418383,0.9,0.98,0.98,True,0,0.014713516387589942
siglip2_l,pil_cpu,pil,cpu,exemplar,dog,0.9998079731028315,1.0,0.98,0.99,True,0,0.015553643400125328
siglip2_l,pil_cpu,pil,cpu,exemplar,door,0.9997434099725329,1.0,1.0,0.99,True,0,0.015315994167578062
siglip2_l,pil_cpu,pil,cpu,exemplar,ear,0.9994607150658313,1.0,0.98,0.99,True,0,0.017843342769819193
siglip2_l,pil_cpu,pil,cpu,exemplar,elephant,0.9995805686061014,1.0,0.98,1.0,True,0,0.01659132028526722
siglip2_l,pil_cpu,pil,cpu,exemplar,eye,0.999519915664957,1.0,0.98,0.99,True,0,0.013639226758858203
siglip2_l,pil_cpu,pil,cpu,exemplar,face,0.9992371685051968,1.0,0.98,0.98,True,0,0.019031560097109157
siglip2_l,pil_cpu,pil,cpu,exemplar,fence,0.9998046958105355,1.0,0.98,0.99,True,0,0.012991666332217322
siglip2_l,pil_cpu,pil,cpu,exemplar,field,0.99975854170948,1.0,1.0,0.99,True,0,0.014621612714582344
siglip2_l,pil_cpu,pil,cpu,exemplar,floor,0.9996056585388567,1.0,0.98,0.99,True,0,0.012335946802425612
siglip2_l,pil_cpu,pil,cpu,exemplar,flower,0.9995070244610234,1.0,1.0,0.99,True,0,0.013228079453138974
siglip2_l,pil_cpu,pil,cpu,exemplar,foot,0.9994538878211988,1.0,0.92,0.95,True,0,0.018770983483149928
siglip2_l,pil_cpu,pil,cpu,exemplar,giraffe,0.9994914862571382,1.0,0.98,1.0,True,0,0.01881330680603749
siglip2_l,pil_cpu,pil,cpu,exemplar,girl,0.9996499396689117,0.9,1.0,1.0,True,0,0.01777174091904915
siglip2_l,pil_cpu,pil,cpu,exemplar,glass,0.9996909594593177,1.0,0.98,0.99,True,0,0.012899810967539727
siglip2_l,pil_cpu,pil,cpu,exemplar,grass,0.9996481443449792,1.0,0.96,0.99,True,0,0.016372656021319154
siglip2_l,pil_cpu,pil,cpu,exemplar,hair,0.9997364020397542,1.0,1.0,0.99,True,0,0.01529425067892809
siglip2_l,pil_cpu,pil,cpu,exemplar,hand,0.9994280300452131,1.0,0.98,0.97,True,0,0.016186092257566953
siglip2_l,pil_cpu,pil,cpu,exemplar,hat,0.9997549277837728,1.0,1.0,0.98,True,0,0.01928851913354468
siglip2_l,pil_cpu,pil,cpu,exemplar,head,0.9996334402366449,1.0,1.0,1.0,True,0,0.015238710540075695
siglip2_l,pil_cpu,pil,cpu,exemplar,horse,0.9998026219664066,1.0,0.96,0.99,True,0,0.01424666510634387
siglip2_l,pil_cpu,pil,cpu,exemplar,jacket,0.9998488048798962,1.0,0.98,0.99,True,0,0.014451647024025016
siglip2_l,pil_cpu,pil,cpu,exemplar,kite,0.9997582000298233,1.0,0.98,0.97,True,0,0.014740400711189316
siglip2_l,pil_cpu,pil,cpu,exemplar,laptop,0.9986536366252171,1.0,0.98,0.97,True,0,0.02002623522327346
siglip2_l,pil_cpu,pil,cpu,exemplar,leaf,0.9997580219461908,1.0,0.98,0.99,True,0,0.012889517346112878
siglip2_l,pil_cpu,pil,cpu,exemplar,leg,0.9996886183269579,1.0,0.96,0.98,True,0,0.016495386095364495
siglip2_l,pil_cpu,pil,cpu,exemplar,letter,0.9998404712495832,0.9,0.98,0.99,True,0,0.013234458191060838
siglip2_l,pil_cpu,pil,cpu,exemplar,light,0.9998303707822077,1.0,1.0,0.99,True,0,0.016526115576718403
siglip2_l,pil_cpu,pil,cpu,exemplar,line,0.9998377039536497,1.0,1.0,0.98,True,0,0.014900694187862606
siglip2_l,pil_cpu,pil,cpu,exemplar,man,0.9998213848839649,1.0,0.98,0.99,True,0,0.013677696551385343
siglip2_l,pil_cpu,pil,cpu,exemplar,mountain,0.9996196919848824,0.9,0.98,0.99,True,0,0.013981513476183316
siglip2_l,pil_cpu,pil,cpu,exemplar,nose,0.9993884240174649,1.0,1.0,0.97,True,0,0.01336583445552475
siglip2_l,pil_cpu,pil,cpu,exemplar,people,0.9998042024179489,1.0,0.96,1.0,True,0,0.016455312045082104
siglip2_l,pil_cpu,pil,cpu,exemplar,person,0.9997969991466337,0.9,1.0,1.0,True,0,0.014366698820887036
siglip2_l,pil_cpu,pil,cpu,exemplar,plane,0.9993770325251451,1.0,0.98,0.98,True,0,0.016255294162966616
siglip2_l,pil_cpu,pil,cpu,exemplar,plate,0.9993163188662723,1.0,0.98,0.99,True,0,0.017290295423014468
siglip2_l,pil_cpu,pil,cpu,exemplar,pole,0.9997484827515434,1.0,0.98,0.99,True,0,0.01336134032178976
siglip2_l,pil_cpu,pil,cpu,exemplar,road,0.9997997919993591,1.0,1.0,0.99,True,0,0.013192302258149768
siglip2_l,pil_cpu,pil,cpu,exemplar,rock,0.9995818884434797,0.9,1.0,0.99,True,0,0.014951940168036693
siglip2_l,pil_cpu,pil,cpu,exemplar,roof,0.9997099235755686,1.0,1.0,1.0,True,0,0.013853462121106053
siglip2_l,pil_cpu,pil,cpu,exemplar,shadow,0.9998295920325755,1.0,0.96,0.99,True,0,0.013202022338124286
