env,mode,schedule,family,mean,se,n,improved,resolvable,weighting,question
coco_val / region,region,rare:lo=0:hi=32,rare,-0.0023605501319660157,0.00031729709086532413,152,0.6842105263157895,True,fpr x4,q1d
coco_val / region,region,rare:lo=0:hi=4,rare,0.0010238739766888262,0.00037213907626770283,152,0.3684210526315789,True,fpr x4,q1d
coco_val / region,region,rare:lo=0:hi=64,rare,-0.0034261054427816647,0.00029391288377141755,152,0.7894736842105263,True,fpr x4,q1d
coco_val / region,region,rare:lo=0:hi=8,rare,0.0010238739766888262,0.00037213907626770283,152,0.3684210526315789,True,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=16,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=16:cap=0.5,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=16:cap=0.8,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=32,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=32:cap=0.5,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=32:cap=0.8,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=4,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=4:cap=0.5,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=64,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=8,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=8:cap=0.5,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=1:hi=8:cap=0.8,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=2:hi=16,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=2:hi=32,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=2:hi=4,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=2:hi=64,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=2:hi=8,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=4:hi=16,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=4:hi=32,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=4:hi=64,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,rare:lo=4:hi=8,rare,0.0,0.0,152,0.0,False,fpr x4,q1d
coco_val / region,region,slow_cap50,reference,0.0,0.0,152,0.0,False,fpr x4,q1d
visual_genome_m / binary,binary,cap50,reference,0.0,0.0,136,0.0,False,fpr x4,q1d
visual_genome_m / binary,binary,cap80,reference,0.0,0.0,136,0.0,False,fpr x4,q1d
visual_genome_m / binary,binary,corridor,corridor,-0.007141695934404837,0.0004399280398798367,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,corridor:w=0.05,corridor,-1.8814449512734757e-05,0.0001716404130798519,136,0.9705882352941176,False,fpr x4,q1d
visual_genome_m / binary,binary,corridor:w=0.1,corridor,-0.00040941358584493167,0.00017609978429080484,136,0.9558823529411765,True,fpr x4,q1d
visual_genome_m / binary,binary,corridor:w=0.2,corridor,-0.0011710957691701657,0.00019200025611761513,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,corridor:w=0.3,corridor,-0.0018348862264674867,0.00020863285710828692,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,corridor:w=0.5,corridor,-0.0033100300277940187,0.00026009195976498325,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,corridor:w=0.75,corridor,-0.005212344090042129,0.00034153081606767247,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,corridor_ramp,corridor,0.00032892310049019603,0.0001626535596754304,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,corridor_ramp:w=0.2,corridor,0.0003394490400326797,0.00016787629890314273,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,corridor_ramp:w=0.5,corridor,0.0003370261437908497,0.0001666791585439436,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,prod,reference,0.0,0.0,136,0.0,False,fpr x4,q1d
visual_genome_m / binary,binary,pure_gmm,reference,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,pure_xcal,reference,-0.015552482148068644,0.0009017649065810487,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=0:hi=16,rare,-0.016007945721318338,0.0008601314345523437,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=0:hi=32,rare,-0.01613768494032799,0.0008003955158045356,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=0:hi=4,rare,-0.015552482148068644,0.0009017649065810487,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=0:hi=64,rare,-0.012704219147249809,0.0007081491906271647,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=0:hi=8,rare,-0.015552482148068644,0.0009017649065810487,136,0.9705882352941176,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=16,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=16:cap=0.5,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=16:cap=0.8,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=32,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=32:cap=0.5,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=32:cap=0.8,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=4,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=4:cap=0.5,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=64,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=8,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=8:cap=0.5,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=1:hi=8:cap=0.8,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=2:hi=16,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=2:hi=32,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=2:hi=4,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=2:hi=64,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=2:hi=8,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=4:hi=16,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=4:hi=32,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=4:hi=64,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,rare:lo=4:hi=8,rare,0.00034293576388888893,0.0001696062216895947,136,0.0,True,fpr x4,q1d
visual_genome_m / binary,binary,slow_cap50,reference,7.82157883986928e-05,3.868792565791166e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,cap50,reference,0.0,0.0,136,0.0,False,fpr x4,q1d
visual_genome_m / region,region,cap80,reference,0.0,0.0,136,0.0,False,fpr x4,q1d
visual_genome_m / region,region,corridor,corridor,-0.0028926300846628026,0.0002705981010026153,136,0.8382352941176471,True,fpr x4,q1d
visual_genome_m / region,region,corridor:w=0.05,corridor,-0.00015030079822928258,6.715052684079983e-05,136,0.8823529411764706,True,fpr x4,q1d
visual_genome_m / region,region,corridor:w=0.1,corridor,-0.000424407354559473,7.754873693598225e-05,136,0.8676470588235294,True,fpr x4,q1d
visual_genome_m / region,region,corridor:w=0.2,corridor,-0.0008714101886182517,0.00010126223218940143,136,0.8823529411764706,True,fpr x4,q1d
visual_genome_m / region,region,corridor:w=0.3,corridor,-0.0013077372262107988,0.00012571639678655245,136,0.8823529411764706,True,fpr x4,q1d
visual_genome_m / region,region,corridor:w=0.5,corridor,-0.001937351556114999,0.0001775752447520052,136,0.8529411764705882,True,fpr x4,q1d
visual_genome_m / region,region,corridor:w=0.75,corridor,-0.002527951583349435,0.00022563785234119436,136,0.8382352941176471,True,fpr x4,q1d
visual_genome_m / region,region,corridor_ramp,corridor,0.00011628482434640524,5.771083053446162e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,corridor_ramp:w=0.2,corridor,0.00012594025735294118,6.234921119443948e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,corridor_ramp:w=0.5,corridor,0.00012186223447712417,6.035844344091502e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,prod,reference,0.0,0.0,136,0.0,False,fpr x4,q1d
visual_genome_m / region,region,pure_gmm,reference,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,pure_xcal,reference,0.0001108573877985033,0.0004631016450213836,136,0.5,False,fpr x4,q1d
visual_genome_m / region,region,rare:lo=0:hi=16,rare,-0.0002993287544914176,0.00043643944351852616,136,0.5294117647058824,False,fpr x4,q1d
visual_genome_m / region,region,rare:lo=0:hi=32,rare,-0.0029391181046874762,0.000351185943405384,136,0.7647058823529411,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=0:hi=4,rare,0.0001108573877985033,0.0004631016450213836,136,0.5,False,fpr x4,q1d
visual_genome_m / region,region,rare:lo=0:hi=64,rare,-0.004269023920852898,0.000389301130977222,136,0.8382352941176471,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=0:hi=8,rare,0.0001108573877985033,0.0004631016450213836,136,0.5,False,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=16,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=16:cap=0.5,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=16:cap=0.8,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=32,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=32:cap=0.5,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=32:cap=0.8,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=4,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=4:cap=0.5,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=64,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=8,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=8:cap=0.5,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=1:hi=8:cap=0.8,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=2:hi=16,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=2:hi=32,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=2:hi=4,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=2:hi=64,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=2:hi=8,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=4:hi=16,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=4:hi=32,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=4:hi=64,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,rare:lo=4:hi=8,rare,0.00012961785130718954,6.413010447771418e-05,136,0.0,True,fpr x4,q1d
visual_genome_m / region,region,slow_cap50,reference,0.0,0.0,136,0.0,False,fpr x4,q1d
caltech101_m / binary,binary,cap50,reference,0.0,0.0,96,0.0,False,fnr x4,q1d
caltech101_m / binary,binary,cap80,reference,0.0,0.0,96,0.0,False,fnr x4,q1d
caltech101_m / binary,binary,corridor,corridor,-5.050097167862578e-05,0.0013749492376255498,96,0.8541666666666666,False,fnr x4,q1d
caltech101_m / binary,binary,corridor:w=0.05,corridor,-0.0015048118010902991,0.001061897367307988,96,0.75,False,fnr x4,q1d
caltech101_m / binary,binary,corridor:w=0.1,corridor,-0.0014776387549311962,0.0010639155063842515,96,0.7916666666666666,False,fnr x4,q1d
caltech101_m / binary,binary,corridor:w=0.2,corridor,-0.0014519074585313575,0.001068065045697016,96,0.875,False,fnr x4,q1d
caltech101_m / binary,binary,corridor:w=0.3,corridor,-0.001418442700082316,0.0010731389000296937,96,0.8541666666666666,False,fnr x4,q1d
caltech101_m / binary,binary,corridor:w=0.5,corridor,-0.0012690596616500487,0.0010924444169152392,96,0.8541666666666666,False,fnr x4,q1d
caltech101_m / binary,binary,corridor:w=0.75,corridor,-0.0006116491376230859,0.0011950559170553193,96,0.8541666666666666,False,fnr x4,q1d
caltech101_m / binary,binary,corridor_ramp,corridor,-0.0015122778253424658,0.0010636989007483534,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,corridor_ramp:w=0.2,corridor,-0.001508091181506849,0.0010607541187968217,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,corridor_ramp:w=0.5,corridor,-0.0015098356164383563,0.0010619811112766266,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,prod,reference,0.0,0.0,96,0.0,False,fnr x4,q1d
caltech101_m / binary,binary,pure_gmm,reference,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,pure_xcal,reference,0.02626100057465909,0.0010784116255704611,96,0.0,True,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=0:hi=16,rare,0.0099793454293247,0.00178160183837482,96,0.25,True,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=0:hi=32,rare,-0.0014423080425092414,0.0016185295682979296,96,0.8541666666666666,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=0:hi=4,rare,0.02626100057465909,0.0010784116255704611,96,0.0,True,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=0:hi=64,rare,-0.002757012804608145,0.0012955832464273368,96,0.875,True,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=0:hi=8,rare,0.026003322003230522,0.0009766631911905244,96,0.0,True,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=16,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=16:cap=0.5,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=16:cap=0.8,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=32,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=32:cap=0.5,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=32:cap=0.8,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=4,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=4:cap=0.5,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=64,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=8,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=8:cap=0.5,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=1:hi=8:cap=0.8,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=2:hi=16,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=2:hi=32,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=2:hi=4,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=2:hi=64,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=2:hi=8,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=4:hi=16,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=4:hi=32,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=4:hi=64,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,rare:lo=4:hi=8,rare,-0.0015073934075342467,0.0010602633218048997,96,0.020833333333333332,False,fnr x4,q1d
caltech101_m / binary,binary,slow_cap50,reference,-0.0009689240867579909,0.0006815172904883934,96,0.020833333333333332,False,fnr x4,q1d
coco_val / binary,binary,cap50,reference,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,cap80,reference,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,corridor,corridor,0.00040015529593772075,0.00016640452712065348,152,0.5657894736842105,True,fnr x4,q1d
coco_val / binary,binary,corridor:w=0.05,corridor,-9.077490420065587e-06,1.0239503731635874e-05,152,0.868421052631579,False,fnr x4,q1d
coco_val / binary,binary,corridor:w=0.1,corridor,-5.705262795018484e-06,2.0572922921992284e-05,152,0.8289473684210527,False,fnr x4,q1d
coco_val / binary,binary,corridor:w=0.2,corridor,3.9995336434716036e-05,3.868127474919769e-05,152,0.7105263157894737,False,fnr x4,q1d
coco_val / binary,binary,corridor:w=0.3,corridor,7.233778582556774e-05,5.0775950680281826e-05,152,0.6842105263157895,False,fnr x4,q1d
coco_val / binary,binary,corridor:w=0.5,corridor,0.00017367157940701165,8.406600972371343e-05,152,0.6052631578947368,True,fnr x4,q1d
coco_val / binary,binary,corridor:w=0.75,corridor,0.00026057102094038194,0.00012561333521964025,152,0.5789473684210527,True,fnr x4,q1d
coco_val / binary,binary,corridor_ramp,corridor,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,corridor_ramp:w=0.2,corridor,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,corridor_ramp:w=0.5,corridor,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,prod,reference,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,pure_gmm,reference,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,pure_xcal,reference,0.023850050258367925,0.0003799459893257119,152,0.0,True,fnr x4,q1d
coco_val / binary,binary,rare:lo=0:hi=16,rare,0.009612510234926118,0.000672207853496107,152,0.13157894736842105,True,fnr x4,q1d
coco_val / binary,binary,rare:lo=0:hi=32,rare,0.0022349721474293842,0.00036761277291409375,152,0.4342105263157895,True,fnr x4,q1d
coco_val / binary,binary,rare:lo=0:hi=4,rare,0.023850050258367925,0.0003799459893257119,152,0.0,True,fnr x4,q1d
coco_val / binary,binary,rare:lo=0:hi=64,rare,0.00042911734089083717,0.00018544455510985993,152,0.5526315789473685,True,fnr x4,q1d
coco_val / binary,binary,rare:lo=0:hi=8,rare,0.02300577736026843,0.00041541735130014,152,0.0,True,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=16,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=16:cap=0.5,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=16:cap=0.8,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=32,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=32:cap=0.5,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=32:cap=0.8,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=4,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=4:cap=0.5,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=64,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=8,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=8:cap=0.5,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=1:hi=8:cap=0.8,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=2:hi=16,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=2:hi=32,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=2:hi=4,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=2:hi=64,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=2:hi=8,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=4:hi=16,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=4:hi=32,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=4:hi=64,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,rare:lo=4:hi=8,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / binary,binary,slow_cap50,reference,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,cap50,reference,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,cap80,reference,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,corridor,corridor,0.002223041806978837,0.00024673289630923267,152,0.2894736842105263,True,fnr x4,q1d
coco_val / region,region,corridor:w=0.05,corridor,2.2204605384116622e-05,1.3905213046705303e-05,152,0.7894736842105263,False,fnr x4,q1d
coco_val / region,region,corridor:w=0.1,corridor,7.674245519687251e-05,2.719254026518604e-05,152,0.6710526315789473,True,fnr x4,q1d
coco_val / region,region,corridor:w=0.2,corridor,0.00020422608342768122,5.1321610398378515e-05,152,0.6052631578947368,True,fnr x4,q1d
coco_val / region,region,corridor:w=0.3,corridor,0.0003091479700699626,7.022283006181435e-05,152,0.5526315789473685,True,fnr x4,q1d
coco_val / region,region,corridor:w=0.5,corridor,0.0006778781679101228,0.00011776606346788872,152,0.4868421052631579,True,fnr x4,q1d
coco_val / region,region,corridor:w=0.75,corridor,0.0012968580494431058,0.00017855698809599393,152,0.39473684210526316,True,fnr x4,q1d
coco_val / region,region,corridor_ramp,corridor,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,corridor_ramp:w=0.2,corridor,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,corridor_ramp:w=0.5,corridor,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,prod,reference,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,pure_gmm,reference,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,pure_xcal,reference,0.024958729234403575,0.0005795215954077763,152,0.0,True,fnr x4,q1d
coco_val / region,region,rare:lo=0:hi=16,rare,0.02210208345247772,0.0007387727148800893,152,0.0,True,fnr x4,q1d
coco_val / region,region,rare:lo=0:hi=32,rare,0.01110276126126126,0.0007698780551199223,152,0.02631578947368421,True,fnr x4,q1d
coco_val / region,region,rare:lo=0:hi=4,rare,0.024958729234403575,0.0005795215954077763,152,0.0,True,fnr x4,q1d
coco_val / region,region,rare:lo=0:hi=64,rare,0.004848912345414695,0.000535202438595601,152,0.18421052631578946,True,fnr x4,q1d
coco_val / region,region,rare:lo=0:hi=8,rare,0.024958729234403575,0.0005795215954077763,152,0.0,True,fnr x4,q1d
coco_val / region,region,rare:lo=1:hi=16,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,rare:lo=1:hi=16:cap=0.5,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,rare:lo=1:hi=16:cap=0.8,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,rare:lo=1:hi=32,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
coco_val / region,region,rare:lo=1:hi=32:cap=0.5,rare,0.0,0.0,152,0.0,False,fnr x4,q1d
