env,mode,schedule,family,mean,se,n,improved,resolvable,weighting,question
coco_val / binary,binary,corridor:w=0.75,corridor,0.19385167562033703,0.016932687347083582,152,0.10526315789473684,True,fnr x4,q2
coco_val / binary,binary,corridor_ramp,corridor,0.210328363928644,0.018060011786591116,152,0.09210526315789473,True,fnr x4,q2
coco_val / binary,binary,corridor_ramp:w=0.2,corridor,0.12335882469657493,0.011894473376228388,152,0.19736842105263158,True,fnr x4,q2
coco_val / binary,binary,corridor_ramp:w=0.5,corridor,0.15991938558994012,0.014316357470778042,152,0.15789473684210525,True,fnr x4,q2
coco_val / binary,binary,prod,reference,0.37161692012548264,0.03172487160575316,152,0.09210526315789473,True,fnr x4,q2
coco_val / binary,binary,pure_gmm,reference,0.10603750476638024,0.01038249064350336,152,0.18421052631578946,True,fnr x4,q2
coco_val / binary,binary,pure_xcal,reference,0.45525509309924184,0.03327023484735902,152,0.02631578947368421,True,fnr x4,q2
coco_val / binary,binary,rare:lo=0:hi=16,rare,0.17279587772731783,0.014145075313351588,152,0.13815789473684212,True,fnr x4,q2
coco_val / binary,binary,rare:lo=0:hi=32,rare,0.1294791642529345,0.012209492645188027,152,0.17763157894736842,True,fnr x4,q2
coco_val / binary,binary,rare:lo=0:hi=4,rare,0.39990227921698546,0.029673354130490978,152,0.039473684210526314,True,fnr x4,q2
coco_val / binary,binary,rare:lo=0:hi=64,rare,0.11102614883220358,0.010888966074420307,152,0.18421052631578946,True,fnr x4,q2
coco_val / binary,binary,rare:lo=0:hi=8,rare,0.25964738183417035,0.018521934209656622,152,0.06578947368421052,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=16,rare,0.15039476550358763,0.013093984893920729,152,0.1513157894736842,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=16:cap=0.5,rare,0.14424370220616697,0.01246392629098661,152,0.15789473684210525,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=16:cap=0.8,rare,0.14832221020637984,0.012846033862673667,152,0.14473684210526316,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=32,rare,0.12158797169353161,0.01185421045420118,152,0.17763157894736842,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=32:cap=0.5,rare,0.12294727026573432,0.011602603936957256,152,0.15789473684210525,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=32:cap=0.8,rare,0.12253098349396656,0.011788089266853045,152,0.17763157894736842,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=4,rare,0.36026859570922964,0.02860559299576403,152,0.07236842105263158,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=4:cap=0.5,rare,0.23589627026059357,0.020288287384578434,152,0.125,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=64,rare,0.10785499081832235,0.010632887306427936,152,0.20394736842105263,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=8,rare,0.21236084258063115,0.01661300847957523,152,0.10526315789473684,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=8:cap=0.5,rare,0.18827851012545843,0.015607457546761513,152,0.1513157894736842,True,fnr x4,q2
coco_val / binary,binary,rare:lo=1:hi=8:cap=0.8,rare,0.20433271904634898,0.016328392021494064,152,0.125,True,fnr x4,q2
coco_val / binary,binary,rare:lo=2:hi=16,rare,0.13868022830574264,0.012768115761412275,152,0.16447368421052633,True,fnr x4,q2
coco_val / binary,binary,rare:lo=2:hi=32,rare,0.11509084425439807,0.011286521508754435,152,0.21052631578947367,True,fnr x4,q2
coco_val / binary,binary,rare:lo=2:hi=4,rare,0.32697530754522647,0.02525175824763357,152,0.09210526315789473,True,fnr x4,q2
coco_val / binary,binary,rare:lo=2:hi=64,rare,0.10564368880786666,0.010550077917425118,152,0.21710526315789475,True,fnr x4,q2
coco_val / binary,binary,rare:lo=2:hi=8,rare,0.18603260940025015,0.014766591024133,152,0.10526315789473684,True,fnr x4,q2
coco_val / binary,binary,rare:lo=4:hi=16,rare,0.12009070146045615,0.011794570070837162,152,0.23026315789473684,True,fnr x4,q2
coco_val / binary,binary,rare:lo=4:hi=32,rare,0.10720126740657143,0.011077482885243775,152,0.23684210526315788,True,fnr x4,q2
coco_val / binary,binary,rare:lo=4:hi=64,rare,0.10224748594489359,0.01051973711962962,152,0.2236842105263158,True,fnr x4,q2
coco_val / binary,binary,rare:lo=4:hi=8,rare,0.1420974330853074,0.012879276265539048,152,0.18421052631578946,True,fnr x4,q2
coco_val / binary,binary,slow_cap50,reference,0.21694440799059667,0.019228753960025564,152,0.1513157894736842,True,fnr x4,q2
coco_val / region,region,cap50,reference,0.08012293424772114,0.011698259092049464,152,0.3355263157894737,True,fnr x4,q2
coco_val / region,region,cap80,reference,0.10763869647241897,0.012830914591236513,152,0.27631578947368424,True,fnr x4,q2
coco_val / region,region,corridor,corridor,0.1095814439785516,0.012270294532132655,152,0.2236842105263158,True,fnr x4,q2
coco_val / region,region,corridor:w=0.05,corridor,0.04402204568340494,0.009591611811745606,152,0.4605263157894737,True,fnr x4,q2
coco_val / region,region,corridor:w=0.1,corridor,0.04455536204138483,0.009488669181072298,152,0.4342105263157895,True,fnr x4,q2
coco_val / region,region,corridor:w=0.2,corridor,0.049130380575291996,0.009599125494135425,152,0.4342105263157895,True,fnr x4,q2
coco_val / region,region,corridor:w=0.3,corridor,0.05718081896343173,0.010005624545532854,152,0.40789473684210525,True,fnr x4,q2
coco_val / region,region,corridor:w=0.5,corridor,0.07603085889917845,0.010924100107503982,152,0.3223684210526316,True,fnr x4,q2
coco_val / region,region,corridor:w=0.75,corridor,0.09379218570225033,0.011723036226313611,152,0.27631578947368424,True,fnr x4,q2
coco_val / region,region,corridor_ramp,corridor,0.09675171499423027,0.012017306608427045,152,0.26973684210526316,True,fnr x4,q2
coco_val / region,region,corridor_ramp:w=0.2,corridor,0.04703204315839067,0.00955589845856351,152,0.45394736842105265,True,fnr x4,q2
coco_val / region,region,corridor_ramp:w=0.5,corridor,0.06945845983201246,0.01080310296012004,152,0.35526315789473684,True,fnr x4,q2
coco_val / region,region,prod,reference,0.1339809443003019,0.014502000179609557,152,0.2236842105263158,True,fnr x4,q2
coco_val / region,region,pure_gmm,reference,0.04430047153174926,0.009573692325992934,152,0.4144736842105263,True,fnr x4,q2
coco_val / region,region,pure_xcal,reference,0.1826654007835709,0.014860509419869524,152,0.07894736842105263,True,fnr x4,q2
coco_val / region,region,rare:lo=0:hi=16,rare,0.09815192236412702,0.011546779063192797,152,0.21710526315789475,True,fnr x4,q2
coco_val / region,region,rare:lo=0:hi=32,rare,0.0691076662124665,0.01056899640736902,152,0.3684210526315789,True,fnr x4,q2
coco_val / region,region,rare:lo=0:hi=4,rare,0.16478558505004065,0.013994702122347099,152,0.08552631578947369,True,fnr x4,q2
coco_val / region,region,rare:lo=0:hi=64,rare,0.05321104274561887,0.009926036717551252,152,0.42105263157894735,True,fnr x4,q2
coco_val / region,region,rare:lo=0:hi=8,rare,0.12764658713264823,0.012394193473013184,152,0.125,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=16,rare,0.07185350914569241,0.011531212875493703,152,0.40131578947368424,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=16:cap=0.5,rare,0.0606247347289556,0.011058644603477916,152,0.3815789473684211,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=16:cap=0.8,rare,0.06679759055094299,0.011274378369532743,152,0.3881578947368421,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=32,rare,0.05592685253553769,0.010482473785701446,152,0.4276315789473684,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=32:cap=0.5,rare,0.051102156232763374,0.010176481435721463,152,0.42105263157894735,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=32:cap=0.8,rare,0.05388751414945423,0.010305593022507609,152,0.4276315789473684,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=4,rare,0.13511443862703332,0.01396987621229164,152,0.19078947368421054,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=4:cap=0.5,rare,0.08549270973615264,0.011753481016845884,152,0.3223684210526316,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=64,rare,0.04730334359698716,0.009851446888997875,152,0.4276315789473684,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=8,rare,0.09697582642386614,0.01236390708695141,152,0.29605263157894735,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=8:cap=0.5,rare,0.07346395531662167,0.011334002158582282,152,0.34868421052631576,True,fnr x4,q2
coco_val / region,region,rare:lo=1:hi=8:cap=0.8,rare,0.08609058711269002,0.011784102816304896,152,0.3223684210526316,True,fnr x4,q2
coco_val / region,region,rare:lo=2:hi=16,rare,0.06833811457547101,0.01151364363580263,152,0.39473684210526316,True,fnr x4,q2
coco_val / region,region,rare:lo=2:hi=32,rare,0.05375001021315354,0.010394345665544372,152,0.42105263157894735,True,fnr x4,q2
coco_val / region,region,rare:lo=2:hi=4,rare,0.1254618497655819,0.01359572400566823,152,0.20394736842105263,True,fnr x4,q2
coco_val / region,region,rare:lo=2:hi=64,rare,0.0462342205958308,0.009826431659408054,152,0.42105263157894735,True,fnr x4,q2
coco_val / region,region,rare:lo=2:hi=8,rare,0.08991663663351186,0.012314346311403945,152,0.32894736842105265,True,fnr x4,q2
coco_val / region,region,rare:lo=4:hi=16,rare,0.0608805441953097,0.01102538177500474,152,0.40131578947368424,True,fnr x4,q2
coco_val / region,region,rare:lo=4:hi=32,rare,0.050342477616580054,0.010152746151882119,152,0.4144736842105263,True,fnr x4,q2
coco_val / region,region,rare:lo=4:hi=64,rare,0.04503743003744883,0.009743121545213977,152,0.4407894736842105,True,fnr x4,q2
coco_val / region,region,rare:lo=4:hi=8,rare,0.07687935812594952,0.012421043171703576,152,0.3618421052631579,True,fnr x4,q2
coco_val / region,region,slow_cap50,reference,0.07584212840196534,0.011620549872198217,152,0.34210526315789475,True,fnr x4,q2
visual_genome_m / binary,binary,cap50,reference,0.23223958100133615,0.014749147292229012,136,0.125,True,fnr x4,q2
visual_genome_m / binary,binary,cap80,reference,0.35654888837316345,0.019313872699620507,136,0.058823529411764705,True,fnr x4,q2
visual_genome_m / binary,binary,corridor,corridor,0.29769415622466844,0.017654627396265683,136,0.09558823529411764,True,fnr x4,q2
visual_genome_m / binary,binary,corridor:w=0.05,corridor,0.06087266264764374,0.009959640794166535,136,0.34558823529411764,True,fnr x4,q2
visual_genome_m / binary,binary,corridor:w=0.1,corridor,0.0751750956149072,0.010277768942912923,136,0.3088235294117647,True,fnr x4,q2
visual_genome_m / binary,binary,corridor:w=0.2,corridor,0.10765115019731997,0.011249759792504867,136,0.22058823529411764,True,fnr x4,q2
visual_genome_m / binary,binary,corridor:w=0.3,corridor,0.1387533728968745,0.012515122588841753,136,0.17647058823529413,True,fnr x4,q2
visual_genome_m / binary,binary,corridor:w=0.5,corridor,0.19342636921199632,0.014669763818637783,136,0.1323529411764706,True,fnr x4,q2
visual_genome_m / binary,binary,corridor:w=0.75,corridor,0.25059258437914805,0.016450365600399385,136,0.10294117647058823,True,fnr x4,q2
visual_genome_m / binary,binary,corridor_ramp,corridor,0.28438505898645294,0.01685793123589499,136,0.08823529411764706,True,fnr x4,q2
visual_genome_m / binary,binary,corridor_ramp:w=0.2,corridor,0.10578193495319627,0.01111518686628149,136,0.22794117647058823,True,fnr x4,q2
visual_genome_m / binary,binary,corridor_ramp:w=0.5,corridor,0.18749219882709367,0.014273742281723257,136,0.1323529411764706,True,fnr x4,q2
visual_genome_m / binary,binary,prod,reference,0.44559213869567893,0.022657029685744363,136,0.03676470588235294,True,fnr x4,q2
visual_genome_m / binary,binary,pure_gmm,reference,0.04767850136798859,0.009908345123156505,136,0.375,True,fnr x4,q2
visual_genome_m / binary,binary,pure_xcal,reference,0.517456608579949,0.023883287032618414,136,0.03676470588235294,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=0:hi=16,rare,0.23867950384411268,0.01641684104946006,136,0.11764705882352941,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=0:hi=32,rare,0.16218005884627573,0.014539579818291144,136,0.1323529411764706,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=0:hi=4,rare,0.46864884764447295,0.02241685316158097,136,0.04411764705882353,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=0:hi=64,rare,0.11054681134496175,0.012118293064238636,136,0.2426470588235294,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=0:hi=8,rare,0.34518941972268685,0.019005245790100305,136,0.08823529411764706,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=16,rare,0.20406193365158193,0.016023488344595563,136,0.1323529411764706,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=16:cap=0.5,rare,0.156616588058549,0.011866774803209067,136,0.13970588235294118,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=16:cap=0.8,rare,0.18858786038343045,0.014289050114731626,136,0.1323529411764706,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=32,rare,0.1391892426971146,0.014303558703653015,136,0.19117647058823528,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=32:cap=0.5,rare,0.11737651903662878,0.011492757473391988,136,0.19117647058823528,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=32:cap=0.8,rare,0.13180854604796616,0.013264392003682431,136,0.19117647058823528,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=4,rare,0.4327299281265905,0.02219813360988085,136,0.0661764705882353,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=4:cap=0.5,rare,0.24007448088910568,0.015453124788528698,136,0.1323529411764706,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=64,rare,0.09783851720809804,0.011979004773037736,136,0.29411764705882354,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=8,rare,0.30239310913100026,0.018418282296498875,136,0.11029411764705882,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=8:cap=0.5,rare,0.20700342450043901,0.013596282889798007,136,0.125,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=1:hi=8:cap=0.8,rare,0.26814289433140526,0.016321211984136472,136,0.11029411764705882,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=2:hi=16,rare,0.18831120707073018,0.016041809633420445,136,0.13970588235294118,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=2:hi=32,rare,0.13147365757837035,0.014286745552836789,136,0.22058823529411764,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=2:hi=4,rare,0.4074625650949931,0.021409983685834647,136,0.08088235294117647,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=2:hi=64,rare,0.09395255035429632,0.01199541065945415,136,0.3014705882352941,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=2:hi=8,rare,0.27697232153068707,0.01783891890337144,136,0.125,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=4:hi=16,rare,0.16250436116656417,0.016141566272332892,136,0.19852941176470587,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=4:hi=32,rare,0.11799505414235044,0.01440515817866028,136,0.2867647058823529,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=4:hi=64,rare,0.08632620772984512,0.012127984602045637,136,0.3088235294117647,True,fnr x4,q2
visual_genome_m / binary,binary,rare:lo=4:hi=8,rare,0.22372079438041242,0.017337666999234325,136,0.1323529411764706,True,fnr x4,q2
visual_genome_m / binary,binary,slow_cap50,reference,0.21940520387020399,0.014081780381687638,136,0.125,True,fnr x4,q2
visual_genome_m / region,region,cap50,reference,0.08835290880654059,0.011667044753538258,136,0.3161764705882353,True,fnr x4,q2
visual_genome_m / region,region,cap80,reference,0.1383967703992886,0.014606225166659674,136,0.22058823529411764,True,fnr x4,q2
visual_genome_m / region,region,corridor,corridor,0.15669381191674858,0.01468200705895853,136,0.18382352941176472,True,fnr x4,q2
visual_genome_m / region,region,corridor:w=0.05,corridor,0.02469855427904584,0.007781788621635115,136,0.47058823529411764,True,fnr x4,q2
visual_genome_m / region,region,corridor:w=0.1,corridor,0.03341180993613438,0.008086973777336358,136,0.4411764705882353,True,fnr x4,q2
visual_genome_m / region,region,corridor:w=0.2,corridor,0.05258584349211406,0.00924371940289826,136,0.3602941176470588,True,fnr x4,q2
visual_genome_m / region,region,corridor:w=0.3,corridor,0.07094983811077654,0.010227265668006427,136,0.29411764705882354,True,fnr x4,q2
visual_genome_m / region,region,corridor:w=0.5,corridor,0.10150946767273882,0.011739639488404183,136,0.25,True,fnr x4,q2
visual_genome_m / region,region,corridor:w=0.75,corridor,0.1323574333546759,0.01335107155336996,136,0.20588235294117646,True,fnr x4,q2
visual_genome_m / region,region,corridor_ramp,corridor,0.1390680720347501,0.014261042427690197,136,0.19852941176470587,True,fnr x4,q2
visual_genome_m / region,region,corridor_ramp:w=0.2,corridor,0.04936812858461191,0.009189416472698846,136,0.38235294117647056,True,fnr x4,q2
visual_genome_m / region,region,corridor_ramp:w=0.5,corridor,0.09269672432616533,0.011561071861060965,136,0.25735294117647056,True,fnr x4,q2
visual_genome_m / region,region,prod,reference,0.17581361760311162,0.017180211550746175,136,0.17647058823529413,True,fnr x4,q2
visual_genome_m / region,region,pure_gmm,reference,0.015946782200135314,0.007504053861008136,136,0.49264705882352944,True,fnr x4,q2
visual_genome_m / region,region,pure_xcal,reference,0.23208317394543185,0.018413320877376013,136,0.125,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=0:hi=16,rare,0.1431906060663776,0.014385847533344855,136,0.18382352941176472,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=0:hi=32,rare,0.09339244553377005,0.012282729086891753,136,0.25735294117647056,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=0:hi=4,rare,0.22053638380755256,0.01788080984513119,136,0.1323529411764706,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=0:hi=64,rare,0.054820456216894,0.009197000406925466,136,0.36764705882352944,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=0:hi=8,rare,0.18622938045104698,0.016264540085001868,136,0.13970588235294118,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=16,rare,0.10993774702356833,0.014116088681171037,136,0.25735294117647056,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=16:cap=0.5,rare,0.07289289921219405,0.011060895689168826,136,0.33088235294117646,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=16:cap=0.8,rare,0.09633849049558532,0.012707755255613792,136,0.2867647058823529,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=32,rare,0.07320090840054447,0.012079403209567248,136,0.33088235294117646,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=32:cap=0.5,rare,0.05775858425716639,0.010305903742537533,136,0.36764705882352944,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=32:cap=0.8,rare,0.06800202162679084,0.01129214647172093,136,0.3382352941176471,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=4,rare,0.18641628579543557,0.01754002627684485,136,0.16911764705882354,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=4:cap=0.5,rare,0.09514840254990112,0.01195291821202965,136,0.3088235294117647,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=64,rare,0.043624863213303715,0.009140372462840282,136,0.4117647058823529,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=8,rare,0.15026000164483005,0.015989574190356685,136,0.22794117647058823,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=8:cap=0.5,rare,0.08658599962537797,0.011645298747444978,136,0.3088235294117647,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=1:hi=8:cap=0.8,rare,0.12457745266935574,0.014024558970029652,136,0.25,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=2:hi=16,rare,0.10481684385944783,0.013902320726503914,136,0.27205882352941174,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=2:hi=32,rare,0.07048847985704249,0.011898235325359018,136,0.3382352941176471,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=2:hi=4,rare,0.17947975660009785,0.017224943255609387,136,0.18382352941176472,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=2:hi=64,rare,0.04165314389459246,0.009004484803955404,136,0.4117647058823529,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=2:hi=8,rare,0.1443817103867617,0.01567189795616294,136,0.22794117647058823,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=4:hi=16,rare,0.09614386443170343,0.01360515915561466,136,0.3088235294117647,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=4:hi=32,rare,0.06541358968750118,0.01163002808227215,136,0.3602941176470588,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=4:hi=64,rare,0.03830650819366146,0.008852994922085407,136,0.4338235294117647,True,fnr x4,q2
visual_genome_m / region,region,rare:lo=4:hi=8,rare,0.13017727071785049,0.01515617534996594,136,0.2426470588235294,True,fnr x4,q2
visual_genome_m / region,region,slow_cap50,reference,0.0832436554100583,0.011394874122346701,136,0.3235294117647059,True,fnr x4,q2
caltech101_m / binary,binary,cap50,reference,0.0,0.0,96,0.0,False,1:1,q1d
caltech101_m / binary,binary,cap80,reference,0.0,0.0,96,0.0,False,1:1,q1d
caltech101_m / binary,binary,corridor,corridor,-0.000641229340423384,0.0002924934626920977,96,0.8541666666666666,True,1:1,q1d
caltech101_m / binary,binary,corridor:w=0.05,corridor,-0.00020436117323641782,0.00012807050499685655,96,0.75,False,1:1,q1d
caltech101_m / binary,binary,corridor:w=0.1,corridor,-0.00022312860326779104,0.00012922534629820757,96,0.7916666666666666,False,1:1,q1d
caltech101_m / binary,binary,corridor:w=0.2,corridor,-0.00026702230686795266,0.00013198852728164205,96,0.875,True,1:1,q1d
caltech101_m / binary,binary,corridor:w=0.3,corridor,-0.00030842021848693824,0.00013553127802844972,96,0.8541666666666666,True,1:1,q1d
caltech101_m / binary,binary,corridor:w=0.5,corridor,-0.00040409670386419414,0.0001490250432135387,96,0.8541666666666666,True,1:1,q1d
caltech101_m / binary,binary,corridor:w=0.75,corridor,-0.00046092087371478273,0.00020371095250136908,96,0.8541666666666666,True,1:1,q1d
caltech101_m / binary,binary,corridor_ramp,corridor,-0.00018522303082191778,0.00013028130874955825,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,corridor_ramp:w=0.2,corridor,-0.00018103638698630135,0.0001273365267980266,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,corridor_ramp:w=0.5,corridor,-0.0001827808219178082,0.00012856351927783148,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,prod,reference,0.0,0.0,96,0.0,False,1:1,q1d
caltech101_m / binary,binary,pure_gmm,reference,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,pure_xcal,reference,0.004004907322632249,0.00026741961691145315,96,0.0,True,1:1,q1d
caltech101_m / binary,binary,rare:lo=0:hi=16,rare,-4.833603966700842e-05,0.0005413770318790566,96,0.4166666666666667,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=0:hi=32,rare,-0.0024303654928866524,0.0004817943162816292,96,0.8541666666666666,True,1:1,q1d
caltech101_m / binary,binary,rare:lo=0:hi=4,rare,0.004004907322632249,0.00026741961691145315,96,0.0,True,1:1,q1d
caltech101_m / binary,binary,rare:lo=0:hi=64,rare,-0.0020471327549855555,0.0003510403256177151,96,0.875,True,1:1,q1d
caltech101_m / binary,binary,rare:lo=0:hi=8,rare,0.003940487679775106,0.00025676416381884297,96,0.0,True,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=16,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=16:cap=0.5,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=16:cap=0.8,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=32,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=32:cap=0.5,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=32:cap=0.8,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=4,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=4:cap=0.5,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=64,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=8,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=8:cap=0.5,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=1:hi=8:cap=0.8,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=2:hi=16,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=2:hi=32,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=2:hi=4,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=2:hi=64,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=2:hi=8,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=4:hi=16,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=4:hi=32,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=4:hi=64,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,rare:lo=4:hi=8,rare,-0.00018033861301369863,0.00012684572980610465,96,0.020833333333333332,False,1:1,q1d
caltech101_m / binary,binary,slow_cap50,reference,-0.00024118436073059362,0.00016964312713421543,96,0.020833333333333332,False,1:1,q1d
coco_val / binary,binary,cap50,reference,0.0,0.0,152,0.0,False,1:1,q1d
coco_val / binary,binary,cap80,reference,0.0,0.0,152,0.0,False,1:1,q1d
coco_val / binary,binary,corridor,corridor,-0.0007298375662854046,3.434673163197922e-05,152,0.9736842105263158,True,1:1,q1d
coco_val / binary,binary,corridor:w=0.05,corridor,-4.622900942026892e-05,3.080807645512103e-06,152,0.9078947368421053,True,1:1,q1d
coco_val / binary,binary,corridor:w=0.1,corridor,-9.09559032716928e-05,5.682688457820664e-06,152,0.9473684210526315,True,1:1,q1d
coco_val / binary,binary,corridor:w=0.2,corridor,-0.00016688521012957108,8.893789991534614e-06,152,0.9473684210526315,True,1:1,q1d
