dataset,embedder,category,seed,style,first_divergence_t
visual_genome_m,siglip+dinov3_patch,elephant,21,max_patch,6
visual_genome_m,siglip+dinov3_patch,elephant,22,max_patch,5
visual_genome_m,siglip+dinov3_patch,elephant,23,max_patch,6
visual_genome_m,siglip+dinov3_patch,giraffe,0,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,1,max_patch,6
visual_genome_m,siglip+dinov3_patch,giraffe,2,max_patch,6
visual_genome_m,siglip+dinov3_patch,giraffe,3,max_patch,6
visual_genome_m,siglip+dinov3_patch,giraffe,4,max_patch,6
visual_genome_m,siglip+dinov3_patch,giraffe,5,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,6,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,7,max_patch,6
visual_genome_m,siglip+dinov3_patch,giraffe,8,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,9,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,10,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,11,max_patch,4
visual_genome_m,siglip+dinov3_patch,giraffe,12,max_patch,6
visual_genome_m,siglip+dinov3_patch,giraffe,13,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,14,max_patch,7
visual_genome_m,siglip+dinov3_patch,giraffe,15,max_patch,6
visual_genome_m,siglip+dinov3_patch,giraffe,16,max_patch,3
visual_genome_m,siglip+dinov3_patch,giraffe,17,max_patch,4
visual_genome_m,siglip+dinov3_patch,giraffe,18,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,19,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,20,max_patch,5
visual_genome_m,siglip+dinov3_patch,giraffe,21,max_patch,6
visual_genome_m,siglip+dinov3_patch,giraffe,22,max_patch,4
visual_genome_m,siglip+dinov3_patch,giraffe,23,max_patch,5
visual_genome_m,siglip+dinov3_patch,hat,0,max_patch,4
visual_genome_m,siglip+dinov3_patch,hat,1,max_patch,7
visual_genome_m,siglip+dinov3_patch,hat,2,max_patch,3
visual_genome_m,siglip+dinov3_patch,hat,3,max_patch,5
visual_genome_m,siglip+dinov3_patch,hat,4,max_patch,9
visual_genome_m,siglip+dinov3_patch,hat,5,max_patch,6
visual_genome_m,siglip+dinov3_patch,hat,6,max_patch,2
visual_genome_m,siglip+dinov3_patch,hat,7,max_patch,2
visual_genome_m,siglip+dinov3_patch,hat,8,max_patch,5
visual_genome_m,siglip+dinov3_patch,hat,9,max_patch,5
visual_genome_m,siglip+dinov3_patch,hat,10,max_patch,4
visual_genome_m,siglip+dinov3_patch,hat,11,max_patch,5
visual_genome_m,siglip+dinov3_patch,hat,12,max_patch,6
visual_genome_m,siglip+dinov3_patch,hat,13,max_patch,3
visual_genome_m,siglip+dinov3_patch,hat,14,max_patch,5
visual_genome_m,siglip+dinov3_patch,hat,15,max_patch,13
visual_genome_m,siglip+dinov3_patch,hat,16,max_patch,6
visual_genome_m,siglip+dinov3_patch,hat,17,max_patch,5
visual_genome_m,siglip+dinov3_patch,hat,18,max_patch,3
visual_genome_m,siglip+dinov3_patch,hat,19,max_patch,8
visual_genome_m,siglip+dinov3_patch,hat,20,max_patch,7
visual_genome_m,siglip+dinov3_patch,hat,21,max_patch,2
visual_genome_m,siglip+dinov3_patch,hat,22,max_patch,2
visual_genome_m,siglip+dinov3_patch,hat,23,max_patch,9
visual_genome_m,siglip+dinov3_patch,horse,0,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,1,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,2,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,3,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,4,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,5,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,6,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,7,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,8,max_patch,7
visual_genome_m,siglip+dinov3_patch,horse,9,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,10,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,11,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,12,max_patch,4
visual_genome_m,siglip+dinov3_patch,horse,13,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,14,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,15,max_patch,4
visual_genome_m,siglip+dinov3_patch,horse,16,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,17,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,18,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,19,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,20,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,21,max_patch,5
visual_genome_m,siglip+dinov3_patch,horse,22,max_patch,6
visual_genome_m,siglip+dinov3_patch,horse,23,max_patch,5
visual_genome_m,siglip+dinov3_patch,laptop,0,max_patch,4
visual_genome_m,siglip+dinov3_patch,laptop,1,max_patch,4
visual_genome_m,siglip+dinov3_patch,laptop,2,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,3,max_patch,2
visual_genome_m,siglip+dinov3_patch,laptop,4,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,5,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,6,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,7,max_patch,5
visual_genome_m,siglip+dinov3_patch,laptop,8,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,9,max_patch,4
visual_genome_m,siglip+dinov3_patch,laptop,10,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,11,max_patch,5
visual_genome_m,siglip+dinov3_patch,laptop,12,max_patch,5
visual_genome_m,siglip+dinov3_patch,laptop,13,max_patch,2
visual_genome_m,siglip+dinov3_patch,laptop,14,max_patch,4
visual_genome_m,siglip+dinov3_patch,laptop,15,max_patch,3
visual_genome_m,siglip+dinov3_patch,laptop,16,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,17,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,18,max_patch,8
visual_genome_m,siglip+dinov3_patch,laptop,19,max_patch,2
visual_genome_m,siglip+dinov3_patch,laptop,20,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,21,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,22,max_patch,6
visual_genome_m,siglip+dinov3_patch,laptop,23,max_patch,6
visual_genome_m,siglip+dinov3_patch,skateboard,0,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,1,max_patch,7
visual_genome_m,siglip+dinov3_patch,skateboard,2,max_patch,6
visual_genome_m,siglip+dinov3_patch,skateboard,3,max_patch,6
visual_genome_m,siglip+dinov3_patch,skateboard,4,max_patch,2
visual_genome_m,siglip+dinov3_patch,skateboard,5,max_patch,7
visual_genome_m,siglip+dinov3_patch,skateboard,6,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,7,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,8,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,9,max_patch,6
visual_genome_m,siglip+dinov3_patch,skateboard,10,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,11,max_patch,4
visual_genome_m,siglip+dinov3_patch,skateboard,12,max_patch,7
visual_genome_m,siglip+dinov3_patch,skateboard,13,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,14,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,15,max_patch,9
visual_genome_m,siglip+dinov3_patch,skateboard,16,max_patch,2
visual_genome_m,siglip+dinov3_patch,skateboard,17,max_patch,2
visual_genome_m,siglip+dinov3_patch,skateboard,18,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,19,max_patch,3
visual_genome_m,siglip+dinov3_patch,skateboard,20,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,21,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,22,max_patch,5
visual_genome_m,siglip+dinov3_patch,skateboard,23,max_patch,4
visual_genome_m,siglip+dinov3_patch,snow,0,max_patch,6
visual_genome_m,siglip+dinov3_patch,snow,1,max_patch,6
visual_genome_m,siglip+dinov3_patch,snow,2,max_patch,3
visual_genome_m,siglip+dinov3_patch,snow,3,max_patch,5
visual_genome_m,siglip+dinov3_patch,snow,4,max_patch,2
visual_genome_m,siglip+dinov3_patch,snow,5,max_patch,5
visual_genome_m,siglip+dinov3_patch,snow,6,max_patch,5
visual_genome_m,siglip+dinov3_patch,snow,7,max_patch,7
visual_genome_m,siglip+dinov3_patch,snow,8,max_patch,2
visual_genome_m,siglip+dinov3_patch,snow,9,max_patch,5
visual_genome_m,siglip+dinov3_patch,snow,10,max_patch,4
visual_genome_m,siglip+dinov3_patch,snow,11,max_patch,2
visual_genome_m,siglip+dinov3_patch,snow,12,max_patch,6
visual_genome_m,siglip+dinov3_patch,snow,13,max_patch,5
visual_genome_m,siglip+dinov3_patch,snow,14,max_patch,3
visual_genome_m,siglip+dinov3_patch,snow,15,max_patch,5
visual_genome_m,siglip+dinov3_patch,snow,16,max_patch,6
visual_genome_m,siglip+dinov3_patch,snow,17,max_patch,2
visual_genome_m,siglip+dinov3_patch,snow,18,max_patch,6
visual_genome_m,siglip+dinov3_patch,snow,19,max_patch,6
visual_genome_m,siglip+dinov3_patch,snow,20,max_patch,3
visual_genome_m,siglip+dinov3_patch,snow,21,max_patch,2
visual_genome_m,siglip+dinov3_patch,snow,22,max_patch,5
visual_genome_m,siglip+dinov3_patch,snow,23,max_patch,6
visual_genome_m,siglip+dinov3_patch,train,0,max_patch,6
visual_genome_m,siglip+dinov3_patch,train,1,max_patch,5
visual_genome_m,siglip+dinov3_patch,train,2,max_patch,2
visual_genome_m,siglip+dinov3_patch,train,3,max_patch,4
visual_genome_m,siglip+dinov3_patch,train,4,max_patch,5
visual_genome_m,siglip+dinov3_patch,train,5,max_patch,2
visual_genome_m,siglip+dinov3_patch,train,6,max_patch,2
visual_genome_m,siglip+dinov3_patch,train,7,max_patch,6
visual_genome_m,siglip+dinov3_patch,train,8,max_patch,5
visual_genome_m,siglip+dinov3_patch,train,9,max_patch,5
visual_genome_m,siglip+dinov3_patch,train,10,max_patch,5
visual_genome_m,siglip+dinov3_patch,train,11,max_patch,5
visual_genome_m,siglip+dinov3_patch,train,12,max_patch,4
visual_genome_m,siglip+dinov3_patch,train,13,max_patch,5
visual_genome_m,siglip+dinov3_patch,train,14,max_patch,5
visual_genome_m,siglip+dinov3_patch,train,15,max_patch,6
visual_genome_m,siglip+dinov3_patch,train,16,max_patch,7
visual_genome_m,siglip+dinov3_patch,train,17,max_patch,6
visual_genome_m,siglip+dinov3_patch,train,18,max_patch,6
visual_genome_m,siglip+dinov3_patch,train,19,max_patch,2
visual_genome_m,siglip+dinov3_patch,train,20,max_patch,6
visual_genome_m,siglip+dinov3_patch,train,21,max_patch,6
visual_genome_m,siglip+dinov3_patch,train,22,max_patch,5
visual_genome_m,siglip+dinov3_patch,train,23,max_patch,8
