dataset,band,t,cost_fp16,cost_fp32,ap_fp16,ap_fp32,n
visual_genome_m,above_4x,49,0.26087234375,0.2511059583333333,0.7947883333333333,0.7967910312500001,96
visual_genome_m,above_4x,50,0.2607548229166667,0.25166542708333334,0.7953936666666667,0.7981785416666667,96
visual_genome_m,above_4x,51,0.2581287395833333,0.24997351041666668,0.79591371875,0.7989571041666667,96
visual_genome_m,above_4x,52,0.2564697083333333,0.24531583333333332,0.7957279895833334,0.7997006458333334,96
visual_genome_m,above_4x,53,0.2565252708333333,0.250317125,0.7958044583333334,0.8001476354166667,96
visual_genome_m,above_4x,54,0.25614647916666666,0.24986541666666665,0.7957355208333333,0.801216125,96
visual_genome_m,above_4x,55,0.26105283333333335,0.2550653958333333,0.7955986145833333,0.8009688958333333,96
visual_genome_m,above_4x,56,0.2600492395833333,0.2544797604166667,0.7955009375,0.800762625,96
visual_genome_m,above_4x,57,0.2614766875,0.25341571875,0.7956629479166667,0.8024143333333332,96
visual_genome_m,above_4x,58,0.2599585208333333,0.25230058333333333,0.7964267291666666,0.8027025208333334,96
visual_genome_m,above_4x,59,0.26014215625,0.2517963541666667,0.7968195833333334,0.8030102499999999,96
visual_genome_m,above_4x,60,0.25975711458333334,0.2551323958333333,0.7968534270833333,0.8031620104166667,96
visual_genome_m,above_4x,61,0.2577588125,0.25222354166666666,0.7973141666666667,0.8058953541666667,96
visual_genome_m,above_4x,62,0.25420019791666665,0.24517707291666668,0.7973143020833334,0.806041,96
visual_genome_m,above_4x,63,0.2570514166666667,0.23931190624999998,0.7980432187500001,0.8061991666666667,96
visual_genome_m,above_4x,64,0.26237586458333334,0.24618636458333332,0.7987756875,0.8055001979166666,96
visual_genome_m,above_4x,65,0.25833920833333335,0.24323562499999998,0.7997420208333333,0.8054749479166666,96
visual_genome_m,above_4x,66,0.2583019375,0.24069459375,0.7989884583333334,0.8055783854166667,96
visual_genome_m,above_4x,67,0.25793215625,0.24323332291666666,0.7992003958333332,0.80634003125,96
visual_genome_m,above_4x,68,0.2528082916666667,0.24366961458333333,0.7997105416666667,0.8068994583333334,96
visual_genome_m,above_4x,69,0.24344178125000002,0.23847845833333334,0.7994931979166666,0.8073943645833334,96
visual_genome_m,above_4x,70,0.24643363541666666,0.23421027083333334,0.7995448333333334,0.8074420625,96
visual_genome_m,above_4x,71,0.24634933333333334,0.23335779166666668,0.7998985,0.8063599687499999,96
visual_genome_m,above_4x,72,0.24933927083333332,0.24054966666666666,0.80083559375,0.806138625,96
visual_genome_m,above_4x,73,0.25084303125,0.2359348125,0.80154203125,0.8066879479166666,96
visual_genome_m,above_4x,74,0.25224802083333336,0.24017373958333332,0.8023418125,0.8069578958333333,96
visual_genome_m,above_4x,75,0.24657491666666667,0.23825782291666667,0.8024195937499999,0.80740184375,96
visual_genome_m,above_4x,76,0.2407781145833333,0.23848241666666667,0.8029770729166666,0.8072686354166666,96
visual_genome_m,above_4x,77,0.2434321458333333,0.23571632291666667,0.8028854270833333,0.80736971875,96
visual_genome_m,above_4x,78,0.24022395833333332,0.235752125,0.8034797083333333,0.80715796875,96
visual_genome_m,above_4x,79,0.24220067708333334,0.232202875,0.8039013333333332,0.8071829166666666,96
visual_genome_m,above_4x,80,0.2376523125,0.23735542708333335,0.8043278645833333,0.8075225104166667,96
visual_genome_m,above_4x,81,0.24098117708333333,0.238735625,0.8043053958333334,0.80769515625,96
visual_genome_m,above_4x,82,0.23839197916666666,0.2337024479166667,0.8048509583333333,0.8077184583333333,96
visual_genome_m,above_4x,83,0.24217393750000002,0.23240502083333334,0.8047058125,0.8076870208333333,96
visual_genome_m,above_4x,84,0.23930173958333334,0.23588715625,0.8052676041666667,0.8071976562500001,96
visual_genome_m,above_4x,85,0.23942079166666666,0.23165920833333334,0.8049892708333334,0.80802071875,96
visual_genome_m,above_4x,86,0.23977209375,0.23111660416666668,0.8054595729166666,0.8074388229166667,96
visual_genome_m,above_4x,87,0.23722566666666667,0.23127247916666668,0.8059852083333333,0.8073400624999999,96
visual_genome_m,above_4x,88,0.23726058333333333,0.23020059375000002,0.80545428125,0.8077215624999999,96
visual_genome_m,above_4x,89,0.23727280208333335,0.23219841666666666,0.8050773125,0.8068127083333333,96
visual_genome_m,above_4x,90,0.23448003125000003,0.23206733333333332,0.8052470416666666,0.8069022291666667,96
visual_genome_m,above_4x,91,0.23753712500000002,0.22975620833333332,0.8057316458333333,0.8071458020833333,96
visual_genome_m,above_4x,92,0.23246589583333332,0.2286937395833333,0.8057270208333334,0.807032875,96
visual_genome_m,above_4x,93,0.23658290625,0.2328680625,0.8063076458333334,0.8067577083333334,96
visual_genome_m,above_4x,94,0.23907290625,0.23036048958333333,0.8070497604166667,0.8075322604166667,96
visual_genome_m,above_4x,95,0.23809544791666667,0.23508641666666666,0.8078539687499999,0.8080159479166666,96
visual_genome_m,above_4x,96,0.24029263541666668,0.23467966666666665,0.80795046875,0.80875825,96
visual_genome_m,above_4x,97,0.23725657291666666,0.2287835,0.8072333020833332,0.8087576770833333,96
visual_genome_m,above_4x,98,0.23014019791666665,0.22998108333333334,0.8074817291666667,0.8090478645833333,96
visual_genome_m,above_4x,99,0.22744670833333333,0.22913755208333333,0.80891128125,0.8085908125,96
visual_genome_m,above_4x,100,0.22977843750000002,0.22720764583333333,0.8094094166666667,0.8090723125,96
visual_genome_m,above_4x,101,0.22896228124999998,0.22765385416666664,0.8085708020833334,0.8092632812499999,96
visual_genome_m,above_4x,102,0.22935092708333335,0.2280698125,0.8075244895833333,0.8091271875,96
visual_genome_m,above_4x,103,0.23110228124999999,0.2249979166666667,0.8081614375,0.8092008125,96
visual_genome_m,above_4x,104,0.23024611458333333,0.22615589583333331,0.8081131250000001,0.8094703541666667,96
visual_genome_m,above_4x,105,0.22526915625,0.22312735416666665,0.8081716041666667,0.8103909374999999,96
visual_genome_m,above_4x,106,0.22363519791666667,0.22527146875,0.8078465520833333,0.8112164375,96
visual_genome_m,above_4x,107,0.22730003125,0.22559307291666666,0.8079954166666666,0.811782,96
visual_genome_m,above_4x,108,0.22702027083333332,0.22472405208333335,0.8081916354166667,0.8111357916666666,96
visual_genome_m,above_4x,109,0.22646091666666668,0.22467071875,0.8085575729166666,0.8102987395833333,96
visual_genome_m,above_4x,110,0.22622057291666667,0.22356440625,0.8088003958333333,0.8099925312499999,96
visual_genome_m,above_4x,111,0.22478925000000002,0.22190623958333333,0.8098705729166666,0.8113217708333332,96
visual_genome_m,above_4x,112,0.22271414583333335,0.2180758125,0.8097256979166666,0.81181659375,96
visual_genome_m,above_4x,113,0.22395275,0.22200562499999998,0.8104001041666667,0.8114803958333333,96
visual_genome_m,above_4x,114,0.22297396875,0.22081554166666664,0.81074059375,0.8119305833333333,96
visual_genome_m,above_4x,115,0.223976875,0.22115896875,0.8107246250000001,0.8119019375000001,96
visual_genome_m,above_4x,116,0.22339938541666668,0.21934542708333335,0.81120771875,0.8133948854166667,96
visual_genome_m,above_4x,117,0.22290927083333334,0.21820604166666666,0.8115317916666666,0.8133176458333334,96
visual_genome_m,above_4x,118,0.22179588541666664,0.21378690625,0.8118806041666667,0.8138613020833333,96
visual_genome_m,above_4x,119,0.21947534375,0.21401525,0.8118783541666666,0.81402234375,96
visual_genome_m,above_4x,120,0.21886502083333334,0.21612203124999999,0.8123299479166667,0.8137656770833334,96
visual_genome_m,above_4x,121,0.21955461458333334,0.2162252395833333,0.8131338437500001,0.8139026354166666,96
visual_genome_m,above_4x,122,0.2226519375,0.21750052083333335,0.8127593958333333,0.8146141458333332,96
visual_genome_m,above_4x,123,0.21921582291666666,0.21527447916666667,0.8127462916666667,0.8146751249999999,96
visual_genome_m,above_4x,124,0.21363360416666666,0.21142484375,0.8127128958333333,0.8145878645833333,96
visual_genome_m,above_4x,125,0.21045202083333334,0.20923376041666666,0.8138008333333334,0.8143528854166666,96
visual_genome_m,above_4x,126,0.21184528125000002,0.2106000729166667,0.8138288645833334,0.8150890624999999,96
visual_genome_m,above_4x,127,0.2097975625,0.20831598958333333,0.8145524166666666,0.8154601458333334,96
visual_genome_m,above_4x,128,0.20847697916666666,0.20819323958333333,0.8149679583333334,0.8158384895833333,96
visual_genome_m,above_4x,129,0.20862991666666666,0.2096473854166667,0.8152479479166667,0.8164194583333333,96
visual_genome_m,above_4x,130,0.20955811458333332,0.20931698958333333,0.8157216875,0.8168023125,96
visual_genome_m,above_4x,131,0.20925569791666665,0.20993440625,0.8158401770833333,0.8166275104166667,96
visual_genome_m,above_4x,132,0.20666218749999998,0.20635599999999998,0.8166843645833333,0.8164358125,96
visual_genome_m,above_4x,133,0.20805582291666666,0.20252617708333331,0.8166057916666666,0.8163746145833333,96
visual_genome_m,above_4x,134,0.20688198958333334,0.20571759374999998,0.81675909375,0.8158450520833332,96
visual_genome_m,above_4x,135,0.21066935416666666,0.20750402083333333,0.8173674479166667,0.8159065416666667,96
visual_genome_m,above_4x,136,0.21188717708333335,0.20804119791666667,0.8176542083333334,0.8162326770833334,96
visual_genome_m,above_4x,137,0.2106716145833333,0.20781634375,0.8173168541666667,0.8162514166666667,96
visual_genome_m,above_4x,138,0.20856494791666666,0.20470037500000002,0.8179383958333334,0.8165647083333334,96
visual_genome_m,above_4x,139,0.20632611458333336,0.20538773958333334,0.8181288750000001,0.8164821979166667,96
visual_genome_m,above_4x,140,0.20685697916666668,0.20814678125,0.8181633333333332,0.8161908125,96
visual_genome_m,above_4x,141,0.2084708125,0.2094703020833333,0.8181338958333333,0.81639909375,96
visual_genome_m,above_4x,142,0.20888192708333334,0.20743108333333335,0.8182519270833333,0.8168180729166666,96
visual_genome_m,above_4x,143,0.20591211458333333,0.20696836458333334,0.8187507395833333,0.8167035208333333,96
visual_genome_m,above_4x,144,0.2014228541666667,0.19956521875,0.8192198749999999,0.81695925,96
visual_genome_m,above_4x,145,0.20430840625,0.20295498958333333,0.8191216250000001,0.8179245416666667,96
visual_genome_m,above_4x,146,0.20080935416666668,0.20012976041666666,0.8198987395833334,0.8179564270833333,96
visual_genome_m,above_4x,147,0.20219726041666666,0.20109344791666664,0.8199024062500001,0.8176993541666667,96
visual_genome_m,above_4x,148,0.20255295833333334,0.2039545625,0.8203549270833334,0.8175809583333334,96
visual_genome_m,above_4x,149,0.20389495833333335,0.20521177083333333,0.8199335,0.8174133854166666,96
visual_genome_m,above_4x,150,0.20120503125,0.20219217708333334,0.8198799895833333,0.81794321875,96
visual_genome_m,leaf_to_4x,2,0.34899619047619046,0.3486984285714286,0.47112323809523804,0.47121466666666667,21
visual_genome_m,leaf_to_4x,3,0.36100948275862066,0.3610091034482759,0.5120924827586207,0.5120948620689656,29
visual_genome_m,leaf_to_4x,4,0.27762658333333334,0.277651875,0.6440624479166667,0.6441640208333334,96
visual_genome_m,leaf_to_4x,5,0.27597305208333334,0.2725561354166667,0.6806225833333334,0.6806369166666667,96
visual_genome_m,leaf_to_4x,6,0.24683613541666669,0.24681403125,0.6941475104166667,0.6941521979166666,96
visual_genome_m,leaf_to_4x,7,0.22510196875,0.22748958333333333,0.7001636979166667,0.7001459687499999,96
visual_genome_m,leaf_to_4x,8,0.20904616666666667,0.21473239583333334,0.7074162291666667,0.7048894791666666,96
visual_genome_m,leaf_to_4x,9,0.20637585416666668,0.20840514583333333,0.7155788020833334,0.7075764479166667,96
visual_genome_m,leaf_to_4x,10,0.1921971354166667,0.19796941666666668,0.7184583229166667,0.7115177083333334,96
visual_genome_m,leaf_to_4x,11,0.18668540625,0.19333395833333333,0.7218276979166666,0.7207148333333334,96
visual_genome_m,leaf_to_4x,12,0.18926327083333336,0.1888049791666667,0.7288112083333332,0.7216048125,96
visual_genome_m,leaf_to_4x,13,0.18702447916666667,0.19834880208333336,0.7325770208333333,0.7258342187500001,96
visual_genome_m,leaf_to_4x,14,0.18311643749999998,0.18613136458333335,0.7328945520833333,0.7274346041666666,96
visual_genome_m,leaf_to_4x,15,0.18789670833333336,0.19267033333333336,0.7356858125,0.7294293645833333,96
visual_genome_m,leaf_to_4x,16,0.18541104166666666,0.1878691770833333,0.7357550833333333,0.7291364479166668,96
visual_genome_m,leaf_to_4x,17,0.181012625,0.1821033125,0.7356064270833333,0.7284999895833333,96
visual_genome_m,leaf_to_4x,18,0.18349947916666667,0.18052788541666667,0.74069359375,0.732934625,96
visual_genome_m,leaf_to_4x,19,0.18508833333333333,0.18254770833333334,0.7406579583333334,0.73831146875,96
visual_genome_m,leaf_to_4x,20,0.18806001041666667,0.17681312500000002,0.7413478020833333,0.7405179791666666,96
visual_genome_m,leaf_to_4x,21,0.19430390625000002,0.19197066666666665,0.7435393124999999,0.74141721875,96
visual_genome_m,leaf_to_4x,22,0.18828578124999998,0.18541583333333334,0.74463578125,0.74275628125,96
visual_genome_m,leaf_to_4x,23,0.18402486458333334,0.18871891666666665,0.7459051979166667,0.743214375,96
visual_genome_m,leaf_to_4x,24,0.18715155208333334,0.18848463541666668,0.7473832499999999,0.74549078125,96
visual_genome_m,leaf_to_4x,25,0.18319815625,0.18743356249999998,0.7472860104166666,0.74552996875,96
visual_genome_m,leaf_to_4x,26,0.18099042708333335,0.18987765625,0.7476776666666667,0.7482463229166667,96
visual_genome_m,leaf_to_4x,27,0.180990625,0.18285125,0.7484687499999999,0.7480246979166667,96
visual_genome_m,leaf_to_4x,28,0.1818059375,0.17374757291666668,0.74895590625,0.7482388958333334,96
visual_genome_m,leaf_to_4x,29,0.17845944791666668,0.17260470833333333,0.7514427395833333,0.74878575,96
visual_genome_m,leaf_to_4x,30,0.17931617708333333,0.17056137500000002,0.7517156145833334,0.75199484375,96
visual_genome_m,leaf_to_4x,31,0.1849891875,0.17689124999999997,0.7517423645833333,0.752383125,96
visual_genome_m,leaf_to_4x,32,0.18465798958333335,0.18029353125,0.75184653125,0.7535814375,96
visual_genome_m,leaf_to_4x,33,0.18350913541666666,0.18025125,0.7500074479166666,0.7532574375,96
visual_genome_m,leaf_to_4x,34,0.18629495833333334,0.18154322916666665,0.7516598124999999,0.7527906249999999,96
visual_genome_m,leaf_to_4x,35,0.18073024999999998,0.18158008333333334,0.7526843333333333,0.7540447708333334,96
visual_genome_m,leaf_to_4x,36,0.18363220833333335,0.17845311458333335,0.7529743020833334,0.7545144583333333,96
visual_genome_m,leaf_to_4x,37,0.17681439583333333,0.1689036458333333,0.7544636458333334,0.7560773125,96
visual_genome_m,leaf_to_4x,38,0.16976257291666666,0.16762726041666667,0.7548286458333333,0.7570638020833332,96
visual_genome_m,leaf_to_4x,39,0.169377625,0.16684362500000002,0.7555836979166667,0.7577670833333333,96
visual_genome_m,leaf_to_4x,40,0.17113868750000003,0.16575080208333334,0.7562174791666667,0.7587793020833334,96
visual_genome_m,leaf_to_4x,41,0.17484327083333331,0.17190559375,0.7572234583333333,0.7584237083333334,96
visual_genome_m,leaf_to_4x,42,0.17566297916666665,0.17248373958333332,0.7584591562499999,0.759961,96
visual_genome_m,leaf_to_4x,43,0.17610856249999998,0.17419911458333334,0.7592371354166666,0.76132890625,96
visual_genome_m,leaf_to_4x,44,0.17383295833333334,0.16948714583333332,0.7585638229166666,0.7621335312499999,96
visual_genome_m,leaf_to_4x,45,0.16953015625,0.16528027083333333,0.7604809375,0.7635541354166667,96
visual_genome_m,leaf_to_4x,46,0.16935355208333333,0.16145525,0.758979375,0.7638253645833334,96
visual_genome_m,leaf_to_4x,47,0.1664661875,0.16025582291666665,0.7600108854166666,0.7643128958333333,96
visual_genome_m,leaf_to_4x,48,0.17264652083333334,0.16654198958333333,0.7592429687500001,0.7644807916666667,96
visual_genome_m,leaf_to_4x,49,0.17018575,0.17010039583333333,0.7590767291666666,0.7652895416666666,96
visual_genome_m,leaf_to_4x,50,0.17009976041666666,0.16580553125,0.7582965416666667,0.7646188541666666,96
visual_genome_m,leaf_to_4x,51,0.16597277083333334,0.15978995833333334,0.75804415625,0.7652124374999999,96
visual_genome_m,leaf_to_4x,52,0.16705251041666666,0.16013183333333333,0.7573791145833333,0.7658535729166668,96
visual_genome_m,leaf_to_4x,53,0.1676145,0.16011657291666667,0.7579390625000001,0.7650288645833333,96
visual_genome_m,leaf_to_4x,54,0.16558652083333333,0.16289325000000002,0.7614029270833332,0.7659113541666667,96
visual_genome_m,leaf_to_4x,55,0.16425770833333334,0.16816802083333335,0.7624442916666667,0.7662740520833333,96
