embedder,n_pairs,n_clusters,n_datasets,map_plain,map_arm,delta,se_cluster,se_naive,t,helped,hurt
e5,45,15,3,0.6104492,0.5953222888888889,-0.015126911111111108,0.007909430975557444,0.004874510193039158,-1.9125157243116326,14,31
