arm,env,inclusion_k,n_cells,n_steps,d_regret,ci_lo,ci_hi,win_rate,d_regret_cost
fold_anchored_w0.3_q_tilt_qmean_s0.02,coco_val/siglip/whole_image,-3,74,14767,0.03899686889899139,0.032645177360894666,0.04509913582162856,0.09270671090946028,0.3119749426841736
fold_anchored_w0.3_q_tilt_qmean_s0.08,coco_val/siglip/whole_image,-3,74,14767,0.04488537159301592,0.03554212117864203,0.05340345264129289,0.13374415927405703,0.3590829372406006
fold_anchored_w0.3_q_tilt_qmean_s0.005,coco_val/siglip/whole_image,-3,74,14767,0.045886200001601735,0.03733675246853759,0.054212962397699856,0.1221642852305817,0.3670895993709564
fold_anchored_w0.3_q_tilt_qmean_s0.01,coco_val/siglip/whole_image,-3,74,14767,0.047359304744089524,0.039743823758180946,0.05459495225844187,0.10435430351459335,0.3788744807243347
fold_anchored_w0.3_cross_tilt_qmean,coco_val/siglip/whole_image,-2,74,14767,-0.02970721307714042,-0.03564344301152773,-0.023439852419825324,0.7604117288548792,-0.11882884800434113
fold_anchored_w0.3_rate_qmean,coco_val/siglip/whole_image,-2,74,14767,-0.015868953999096127,-0.02338271844983324,-0.008925435018710308,0.5024040089388502,-0.06347581744194031
fold_anchored_w0.3_mid_qmean,coco_val/siglip/whole_image,-2,74,14767,0.014927339086441222,0.0032668228855834824,0.026230588826217933,0.2483239655989707,0.05970936268568039
fold_anchored_w0.3_q_tilt_qmean_s0.005,coco_val/siglip/whole_image,-2,74,14767,0.03364467349004101,0.025020557689021113,0.04201384717799138,0.129681045574592,0.13457870483398438
fold_anchored_w0.3_q_tilt_qmean_s0.01,coco_val/siglip/whole_image,-2,74,14767,0.049893044083177844,0.03863405569730251,0.06187286158383358,0.10232274666486084,0.19957219064235687
fold_anchored_w0.3_q_tilt_qmean_s0.02,coco_val/siglip/whole_image,-2,74,14767,0.05954623519996735,0.046291641877315985,0.07403099159537059,0.08552854337373875,0.23818497359752655
fold_anchored_w0.3_q_tilt_qmean_s0.04,coco_val/siglip/whole_image,-2,74,14767,0.07030505582463627,0.05387223261003417,0.08659980103406564,0.3070359585562403,0.2812201976776123
fold_anchored_w0.3_q_tilt_qmean_s0.08,coco_val/siglip/whole_image,-2,74,14767,0.10987586709991258,0.0927774462778084,0.1269845850277798,0.19320105640956187,0.4395034909248352
