size,level,a,b,metric,mean,se,n,n_clusters,condition
16.0,,svm,lr,test_ap,0.0014406115065216671,0.0048414488218353376,88,19,scale_unit
32.0,,svm,lr,test_ap,0.006483130810644109,0.008263115245377681,75,15,scale_unit
4.0,,svm,lr,test_auroc,0.009477629890037734,0.002771583405999,95,19,scale_unit
8.0,,svm,lr,test_auroc,0.0026457400985377792,0.0018913261384637574,95,19,scale_unit
16.0,,svm,lr,test_auroc,0.000476976154722244,0.0016939324905804146,88,19,scale_unit
32.0,,svm,lr,test_auroc,-0.001817560677879501,0.0035785339927117076,75,15,scale_unit
4.0,,svm,lr,test_oracle_cost,-0.014189019229169528,0.00505394977717048,95,19,scale_unit
8.0,,svm,lr,test_oracle_cost,-0.0029278347415026703,0.00465908181287893,95,19,scale_unit
16.0,,svm,lr,test_oracle_cost,0.0032707317360083504,0.004536787369319713,88,19,scale_unit
32.0,,svm,lr,test_oracle_cost,0.00967839179460893,0.007057435453110348,75,15,scale_unit
4.0,,svm,lrconv_C1,test_ap,-0.004044290415914916,0.004461639878067627,95,19,scale_unit
8.0,,svm,lrconv_C1,test_ap,-0.002651536755107838,0.005663600779951701,95,19,scale_unit
16.0,,svm,lrconv_C1,test_ap,-0.0027720740752413954,0.005729487209931381,88,19,scale_unit
32.0,,svm,lrconv_C1,test_ap,-0.00018723622000743105,0.009509562299369077,75,15,scale_unit
4.0,,svm,lrconv_C1,test_auroc,-0.006392313380601008,0.0021036204794703684,95,19,scale_unit
8.0,,svm,lrconv_C1,test_auroc,-0.005396052019897249,0.002151387145988026,95,19,scale_unit
16.0,,svm,lrconv_C1,test_auroc,-0.004575128778468984,0.0025448879736262634,88,19,scale_unit
32.0,,svm,lrconv_C1,test_auroc,-0.006932714769865282,0.0038124365000125685,75,15,scale_unit
4.0,,svm,lrconv_C1,test_oracle_cost,0.012419976628856442,0.005188119218647721,95,19,scale_unit
8.0,,svm,lrconv_C1,test_oracle_cost,0.013159033260725898,0.0057269160410994835,95,19,scale_unit
16.0,,svm,lrconv_C1,test_oracle_cost,0.012762504552301523,0.005214551677028649,88,19,scale_unit
32.0,,svm,lrconv_C1,test_oracle_cost,0.0166114217067039,0.009070531216268172,75,15,scale_unit
4.0,,lrconv_C1,lr,test_ap,0.014604985025082066,0.005920520351229031,95,19,scale_unit
8.0,,lrconv_C1,lr,test_ap,0.006215110655141229,0.005206154343118905,95,19,scale_unit
16.0,,lrconv_C1,lr,test_ap,0.004212685581763062,0.0048800696075045995,88,19,scale_unit
32.0,,lrconv_C1,lr,test_ap,0.00667036703065154,0.0035935301572516875,75,15,scale_unit
4.0,,lrconv_C1,lr,test_auroc,0.01586994327063874,0.004002169545865182,95,19,scale_unit
8.0,,lrconv_C1,lr,test_auroc,0.008041792118435028,0.003222412680985715,95,19,scale_unit
16.0,,lrconv_C1,lr,test_auroc,0.005052104933191228,0.002297603142556085,88,19,scale_unit
32.0,,lrconv_C1,lr,test_auroc,0.005115154091985781,0.0022344178862512033,75,15,scale_unit
4.0,,lrconv_C1,lr,test_oracle_cost,-0.026608995858025973,0.007923886616590606,95,19,scale_unit
8.0,,lrconv_C1,lr,test_oracle_cost,-0.016086868002228565,0.006845477109519553,95,19,scale_unit
16.0,,lrconv_C1,lr,test_oracle_cost,-0.009491772816293174,0.00481339596978598,88,19,scale_unit
32.0,,lrconv_C1,lr,test_oracle_cost,-0.006933029912094974,0.003530043523283843,75,15,scale_unit
