window,env,arm,metric,mean,se,n,n_clusters,frac_ref_better
t10,vg/siglip2_l,svmc10,auroc,-0.0015359217391304302,0.004823950117233347,115,23,0.4782608695652174
t10,vg/siglip2_l,svmc10,f1,0.0007637913043478271,0.00378946300707275,115,23,0.5043478260869565
t10,vg/siglip2_l,svmc10,fnr,0.01184492173913043,0.0061364909244009495,115,23,0.48695652173913045
t10,vg/siglip2_l,svmc10,fpr,-0.009666191304347826,0.009638011156987213,115,23,0.4782608695652174
t10,vg/siglip2_l,svmc10,n_good,0.0782608695652174,0.052958527191918514,115,23,0.12173913043478261
t10,ALL,linear,cost,0.0131775,0.006179265783441613,480,96,0.5541666666666667
t10,ALL,linear,oracle_cost,0.019101685416666667,0.003972744081374265,480,96,0.55
t10,ALL,linear,regret,-0.005924170833333333,0.004750767737601092,480,96,0.47291666666666665
t10,ALL,linear,average_precision,-0.004353570833333334,0.0038466335580061126,480,96,0.47708333333333336
t10,ALL,linear,auroc,-0.009750539583333336,0.002232944893318584,480,96,0.5416666666666666
t10,ALL,linear,f1,0.01087681666666667,0.008464423812992944,480,96,0.4895833333333333
t10,ALL,linear,fnr,0.022316806249999998,0.005476200589419329,480,96,0.42916666666666664
t10,ALL,linear,fpr,-0.009139283333333333,0.005834982028861566,480,96,0.45416666666666666
t10,ALL,linear,n_good,0.08958333333333333,0.031044646919222343,480,96,0.12291666666666666
t10,ALL,mlp,cost,0.017321175,0.006881200680970066,480,96,0.5416666666666666
t10,ALL,mlp,oracle_cost,0.01861163125,0.004379727002152084,480,96,0.5166666666666667
t10,ALL,mlp,regret,-0.001290452083333334,0.005261916523212482,480,96,0.48541666666666666
t10,ALL,mlp,average_precision,-0.004369116666666665,0.003476603685992009,480,96,0.44166666666666665
t10,ALL,mlp,auroc,-0.01119080625,0.0026694326932913573,480,96,0.5458333333333333
t10,ALL,mlp,f1,0.012171068749999998,0.007062242320572818,480,96,0.47291666666666665
t10,ALL,mlp,fnr,0.021254458333333334,0.0050504657240919215,480,96,0.4395833333333333
t10,ALL,mlp,fpr,-0.003933287500000001,0.007420990107539567,480,96,0.42916666666666664
t10,ALL,mlp,n_good,0.125,0.037021804859943275,480,96,0.12291666666666666
t10,ALL,linconv,cost,-0.0033640458333333316,0.006269322968212644,480,96,0.4666666666666667
t10,ALL,linconv,oracle_cost,0.01987035,0.005280883593752391,480,96,0.5
t10,ALL,linconv,regret,-0.023234379166666663,0.004261005859923505,480,96,0.39791666666666664
t10,ALL,linconv,average_precision,-0.010704685416666667,0.004443652386777718,480,96,0.45625
t10,ALL,linconv,auroc,-0.010109004166666666,0.0028461895677655965,480,96,0.48333333333333334
t10,ALL,linconv,f1,0.003465718750000001,0.006827816218384921,480,96,0.39166666666666666
t10,ALL,linconv,fnr,0.02748330833333333,0.0058408254919326075,480,96,0.46458333333333335
t10,ALL,linconv,fpr,-0.030847324999999995,0.005790699932281957,480,96,0.34791666666666665
t10,ALL,linconv,n_good,-0.05,0.034412360080584264,480,96,0.16041666666666668
t10,ALL,svmc01,cost,0.005930522916666664,0.004716053439508663,480,96,0.5270833333333333
t10,ALL,svmc01,oracle_cost,-0.0024464062500000002,0.00307842126069125,480,96,0.41875
t10,ALL,svmc01,regret,0.008376945833333335,0.0038067072570413425,480,96,0.5395833333333333
t10,ALL,svmc01,average_precision,-0.000982779166666666,0.003425778127739074,480,96,0.4395833333333333
t10,ALL,svmc01,auroc,0.0005054729166666667,0.0018049481447868449,480,96,0.45208333333333334
t10,ALL,svmc01,f1,-0.012869422916666666,0.005682830632786575,480,96,0.5354166666666667
t10,ALL,svmc01,fnr,-0.004924277083333332,0.0033149419614767594,480,96,0.26666666666666666
t10,ALL,svmc01,fpr,0.010854850000000003,0.004566763269413954,480,96,0.53125
t10,ALL,svmc01,n_good,0.04583333333333333,0.027382791155431702,480,96,0.11041666666666666
t10,ALL,svmc10,cost,0.0030727145833333333,0.005155528573310118,480,96,0.4875
t10,ALL,svmc10,oracle_cost,0.009773954166666666,0.003917180786302105,480,96,0.46458333333333335
t10,ALL,svmc10,regret,-0.0067012208333333345,0.0033421190254239444,480,96,0.47291666666666665
t10,ALL,svmc10,average_precision,-0.0059282791666666656,0.0036098508932958387,480,96,0.44583333333333336
t10,ALL,svmc10,auroc,-0.0047158145833333335,0.0022092691286368354,480,96,0.47291666666666665
t10,ALL,svmc10,f1,0.004369939583333334,0.004971014901672513,480,96,0.46458333333333335
t10,ALL,svmc10,fnr,0.012004454166666668,0.0037288745862084,480,96,0.375
t10,ALL,svmc10,fpr,-0.008931720833333334,0.004399119204660317,480,96,0.44375
t10,ALL,svmc10,n_good,-0.004166666666666667,0.023128012685058656,480,96,0.12291666666666666
t20,caltech/siglip,linear,cost,-0.02620963333333333,0.016077874295682804,30,6,0.1
t20,caltech/siglip,linear,oracle_cost,0.0,0.0,30,6,0.0
t20,caltech/siglip,linear,regret,-0.02620963333333333,0.016077874295682804,30,6,0.1
t20,caltech/siglip,linear,average_precision,0.0,0.0,30,6,0.0
t20,caltech/siglip,linear,auroc,0.0,0.0,30,6,0.0
t20,caltech/siglip,linear,f1,0.09860823333333334,0.044217909420065434,30,6,0.1
t20,caltech/siglip,linear,fnr,0.0,0.0,30,6,0.0
t20,caltech/siglip,linear,fpr,-0.02620963333333333,0.016077874295682804,30,6,0.1
t20,caltech/siglip,linear,n_good,-1.1,0.5949789912257407,30,6,0.43333333333333335
t20,caltech/siglip,mlp,cost,-0.007287066666666666,0.02501539912718653,30,6,0.3333333333333333
t20,caltech/siglip,mlp,oracle_cost,0.0,0.0,30,6,0.0
t20,caltech/siglip,mlp,regret,-0.007287066666666666,0.02501539912718653,30,6,0.3333333333333333
t20,caltech/siglip,mlp,average_precision,0.0,0.0,30,6,0.0
t20,caltech/siglip,mlp,auroc,0.0,0.0,30,6,0.0
t20,caltech/siglip,mlp,f1,0.03330189999999999,0.06713731379022647,30,6,0.3333333333333333
t20,caltech/siglip,mlp,fnr,0.0011396000000000002,0.0011396000000000002,30,6,0.03333333333333333
t20,caltech/siglip,mlp,fpr,-0.008426666666666667,0.024859827774124085,30,6,0.3
t20,caltech/siglip,mlp,n_good,-1.2,0.7229568912920513,30,6,0.4666666666666667
t20,caltech/siglip,linconv,cost,-0.03024966666666666,0.034858469076143386,30,6,0.26666666666666666
t20,caltech/siglip,linconv,oracle_cost,0.0,0.0,30,6,0.0
t20,caltech/siglip,linconv,regret,-0.03024966666666666,0.034858469076143386,30,6,0.26666666666666666
t20,caltech/siglip,linconv,average_precision,0.0,0.0,30,6,0.0
t20,caltech/siglip,linconv,auroc,0.0,0.0,30,6,0.0
t20,caltech/siglip,linconv,f1,0.042717633333333345,0.08425193993494222,30,6,0.26666666666666666
t20,caltech/siglip,linconv,fnr,0.0008547,0.0008547000000000001,30,6,0.03333333333333333
t20,caltech/siglip,linconv,fpr,-0.031104366666666664,0.03467585901053419,30,6,0.23333333333333334
t20,caltech/siglip,linconv,n_good,-0.9333333333333333,1.1047372739454593,30,6,0.43333333333333335
t20,caltech/siglip,svmc01,cost,0.026952066666666663,0.009589392124866127,30,6,0.3333333333333333
t20,caltech/siglip,svmc01,oracle_cost,0.002014,0.0020140000000000006,30,6,0.06666666666666667
t20,caltech/siglip,svmc01,regret,0.024938099999999998,0.010243121580423294,30,6,0.3333333333333333
t20,caltech/siglip,svmc01,average_precision,-0.0003049000000000005,0.0003049000000000006,30,6,0.06666666666666667
t20,caltech/siglip,svmc01,auroc,-0.00012530000000000226,0.00012530000000000226,30,6,0.06666666666666667
t20,caltech/siglip,svmc01,f1,-0.06279096666666666,0.05182628855421842,30,6,0.3333333333333333
t20,caltech/siglip,svmc01,fnr,0.0022222333333333333,0.0022222333333333333,30,6,0.03333333333333333
t20,caltech/siglip,svmc01,fpr,0.02472983333333333,0.010330783752702945,30,6,0.3333333333333333
t20,caltech/siglip,svmc01,n_good,-0.6,0.34253953543107013,30,6,0.36666666666666664
t20,caltech/siglip,svmc10,cost,-0.017378933333333332,0.011532972275311821,30,6,0.2
t20,caltech/siglip,svmc10,oracle_cost,0.0007431,0.0007431,30,6,0.03333333333333333
t20,caltech/siglip,svmc10,regret,-0.018122033333333332,0.011170531822304215,30,6,0.2
t20,caltech/siglip,svmc10,average_precision,-9.03666666666673e-05,9.036666666666729e-05,30,6,0.03333333333333333
t20,caltech/siglip,svmc10,auroc,-3.133333333333506e-05,3.133333333333506e-05,30,6,0.03333333333333333
t20,caltech/siglip,svmc10,f1,0.08655729999999999,0.04336330901717872,30,6,0.2
t20,caltech/siglip,svmc10,fnr,0.0012698333333333333,0.001269833333333333,30,6,0.03333333333333333
t20,caltech/siglip,svmc10,fpr,-0.018648766666666663,0.01093695105074739,30,6,0.2
t20,caltech/siglip,svmc10,n_good,-0.7666666666666667,0.5200427332868371,30,6,0.4666666666666667
t20,caltech/siglip2_l,linear,cost,-0.022861300000000005,0.021632720351402873,30,6,0.16666666666666666
t20,caltech/siglip2_l,linear,oracle_cost,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,linear,regret,-0.022861300000000005,0.021632720351402873,30,6,0.16666666666666666
t20,caltech/siglip2_l,linear,average_precision,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,linear,auroc,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,linear,f1,0.0056561333333333425,0.05182827187244858,30,6,0.16666666666666666
t20,caltech/siglip2_l,linear,fnr,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,linear,fpr,-0.022861300000000005,0.021632720351402873,30,6,0.16666666666666666
t20,caltech/siglip2_l,linear,n_good,-0.1,0.23523038352503134,30,6,0.26666666666666666
t20,caltech/siglip2_l,mlp,cost,0.043365499999999994,0.038898039426882865,30,6,0.23333333333333334
t20,caltech/siglip2_l,mlp,oracle_cost,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,mlp,regret,0.043365499999999994,0.038898039426882865,30,6,0.23333333333333334
t20,caltech/siglip2_l,mlp,average_precision,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,mlp,auroc,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,mlp,f1,-0.07803916666666666,0.09215105021052362,30,6,0.23333333333333334
t20,caltech/siglip2_l,mlp,fnr,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,mlp,fpr,0.043365499999999994,0.038898039426882865,30,6,0.23333333333333334
t20,caltech/siglip2_l,mlp,n_good,-0.36666666666666664,0.46595183346684144,30,6,0.4
t20,caltech/siglip2_l,linconv,cost,-0.04189880000000001,0.043868080978892464,30,6,0.16666666666666666
t20,caltech/siglip2_l,linconv,oracle_cost,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,linconv,regret,-0.04189880000000001,0.043868080978892464,30,6,0.16666666666666666
t20,caltech/siglip2_l,linconv,average_precision,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,linconv,auroc,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,linconv,f1,-0.00922016666666667,0.06375470158473369,30,6,0.16666666666666666
t20,caltech/siglip2_l,linconv,fnr,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,linconv,fpr,-0.04189880000000001,0.043868080978892464,30,6,0.16666666666666666
t20,caltech/siglip2_l,linconv,n_good,-0.36666666666666664,0.594231529886383,30,6,0.36666666666666664
t20,caltech/siglip2_l,svmc01,cost,-0.008165333333333335,0.016225719746186234,30,6,0.23333333333333334
t20,caltech/siglip2_l,svmc01,oracle_cost,0.0005733,0.0005733,30,6,0.03333333333333333
t20,caltech/siglip2_l,svmc01,regret,-0.008738633333333334,0.015876333545116073,30,6,0.23333333333333334
t20,caltech/siglip2_l,svmc01,average_precision,-0.0010234000000000003,0.0010234000000000005,30,6,0.03333333333333333
t20,caltech/siglip2_l,svmc01,auroc,-4.7766666666667254e-05,4.7766666666667254e-05,30,6,0.03333333333333333
t20,caltech/siglip2_l,svmc01,f1,-0.01830113333333333,0.056048457172620844,30,6,0.23333333333333334
t20,caltech/siglip2_l,svmc01,fnr,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,svmc01,fpr,-0.008165333333333335,0.016225719746186234,30,6,0.23333333333333334
t20,caltech/siglip2_l,svmc01,n_good,0.26666666666666666,0.43101946333985636,30,6,0.16666666666666666
t20,caltech/siglip2_l,svmc10,cost,-0.035063533333333334,0.02481155598064024,30,6,0.13333333333333333
t20,caltech/siglip2_l,svmc10,oracle_cost,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,svmc10,regret,-0.035063533333333334,0.02481155598064024,30,6,0.13333333333333333
t20,caltech/siglip2_l,svmc10,average_precision,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,svmc10,auroc,0.0,0.0,30,6,0.0
t20,caltech/siglip2_l,svmc10,f1,0.05960696666666666,0.03244613168628547,30,6,0.13333333333333333
t20,caltech/siglip2_l,svmc10,fnr,0.0002825,0.00028250000000000004,30,6,0.03333333333333333
t20,caltech/siglip2_l,svmc10,fpr,-0.03534603333333333,0.024727824800491002,30,6,0.13333333333333333
t20,caltech/siglip2_l,svmc10,n_good,-0.13333333333333333,0.32930904093942587,30,6,0.26666666666666666
t20,coco_val/siglip,linear,cost,0.008121968421052629,0.008302419709521076,95,19,0.5157894736842106
t20,coco_val/siglip,linear,oracle_cost,0.008438010526315792,0.007320104803989991,95,19,0.5263157894736842
t20,coco_val/siglip,linear,regret,-0.0003160842105263174,0.007430890186782945,95,19,0.45263157894736844
t20,coco_val/siglip,linear,average_precision,0.00047923157894737175,0.009423553004995318,95,19,0.43157894736842106
t20,coco_val/siglip,linear,auroc,-0.007285084210526317,0.0036373217834460548,95,19,0.5578947368421052
t20,coco_val/siglip,linear,f1,-0.0010041578947368463,0.015561123862197046,95,19,0.47368421052631576
t20,coco_val/siglip,linear,fnr,0.010204715789473684,0.00637723178463255,95,19,0.42105263157894735
t20,coco_val/siglip,linear,fpr,-0.00208276842105263,0.006494625285703477,95,19,0.45263157894736844
t20,coco_val/siglip,linear,n_good,0.6631578947368421,0.18164461902518994,95,19,0.16842105263157894
t20,coco_val/siglip,mlp,cost,0.02770558947368421,0.008752504923727656,95,19,0.631578947368421
t20,coco_val/siglip,mlp,oracle_cost,0.009901378947368424,0.0069657068839895624,95,19,0.5894736842105263
t20,coco_val/siglip,mlp,regret,0.017804210526315787,0.007486487236503715,95,19,0.5894736842105263
t20,coco_val/siglip,mlp,average_precision,0.005351936842105265,0.004972915049623566,95,19,0.43157894736842106
t20,coco_val/siglip,mlp,auroc,-0.011011484210526317,0.004341970908135088,95,19,0.5368421052631579
t20,coco_val/siglip,mlp,f1,0.003637810526315791,0.015086637167118274,95,19,0.5789473684210527
t20,coco_val/siglip,mlp,fnr,0.01622635789473684,0.008281038243076366,95,19,0.42105263157894735
t20,coco_val/siglip,mlp,fpr,0.011479199999999997,0.009441270331775317,95,19,0.5263157894736842
t20,coco_val/siglip,mlp,n_good,0.5578947368421052,0.26383538522256084,95,19,0.16842105263157894
t20,coco_val/siglip,linconv,cost,-0.00040607368421052435,0.010500691764872824,95,19,0.43157894736842106
t20,coco_val/siglip,linconv,oracle_cost,0.026008778947368416,0.009807906896838458,95,19,0.49473684210526314
t20,coco_val/siglip,linconv,regret,-0.026414873684210523,0.007936060164337155,95,19,0.35789473684210527
t20,coco_val/siglip,linconv,average_precision,-0.020061884210526324,0.007560397941494751,95,19,0.5578947368421052
t20,coco_val/siglip,linconv,auroc,-0.014418799999999999,0.0038926111610624657,95,19,0.5894736842105263
t20,coco_val/siglip,linconv,f1,-0.010398694736842103,0.01660140471254748,95,19,0.3473684210526316
t20,coco_val/siglip,linconv,fnr,0.04284926315789473,0.012527775345063724,95,19,0.5473684210526316
t20,coco_val/siglip,linconv,fpr,-0.043255336842105245,0.011927292299459146,95,19,0.3157894736842105
t20,coco_val/siglip,linconv,n_good,-0.3473684210526316,0.254476692834649,95,19,0.3368421052631579
t20,coco_val/siglip,svmc01,cost,-0.002100821052631581,0.008284281440009466,95,19,0.5052631578947369
t20,coco_val/siglip,svmc01,oracle_cost,-0.009306494736842107,0.005796628494822378,95,19,0.3894736842105263
t20,coco_val/siglip,svmc01,regret,0.007205642105263158,0.006559178912217184,95,19,0.5263157894736842
t20,coco_val/siglip,svmc01,average_precision,0.004135315789473682,0.005999107734226606,95,19,0.4421052631578947
t20,coco_val/siglip,svmc01,auroc,0.0012105263157894714,0.0025006709415095123,95,19,0.47368421052631576
t20,coco_val/siglip,svmc01,f1,0.006221536842105264,0.014058109007081395,95,19,0.5473684210526316
t20,coco_val/siglip,svmc01,fnr,-0.007497768421052633,0.005811241795713605,95,19,0.29473684210526313
t20,coco_val/siglip,svmc01,fpr,0.005396978947368422,0.006301450155013187,95,19,0.5789473684210527
t20,coco_val/siglip,svmc01,n_good,-0.09473684210526316,0.22077398198932446,95,19,0.3263157894736842
t20,coco_val/siglip,svmc10,cost,-0.003956800000000002,0.008838518149580721,95,19,0.4421052631578947
t20,coco_val/siglip,svmc10,oracle_cost,0.004025578947368424,0.007482086190016069,95,19,0.4842105263157895
t20,coco_val/siglip,svmc10,regret,-0.007982336842105262,0.007024989777821164,95,19,0.3894736842105263
t20,coco_val/siglip,svmc10,average_precision,0.010528852631578947,0.009218553163905522,95,19,0.49473684210526314
t20,coco_val/siglip,svmc10,auroc,-0.005442336842105273,0.0033771180577061304,95,19,0.47368421052631576
t20,coco_val/siglip,svmc10,f1,0.029639736842105264,0.020815548950291956,95,19,0.3684210526315789
t20,coco_val/siglip,svmc10,fnr,0.016225073684210525,0.007941789424904372,95,19,0.42105263157894735
t20,coco_val/siglip,svmc10,fpr,-0.020181863157894737,0.008061799644225725,95,19,0.35789473684210527
t20,coco_val/siglip,svmc10,n_good,0.35789473684210527,0.16299746876262364,95,19,0.2631578947368421
t20,coco_val/siglip2_l,linear,cost,0.0008942315789473691,0.008242560619245266,95,19,0.4631578947368421
t20,coco_val/siglip2_l,linear,oracle_cost,0.014710115789473685,0.006070398159630728,95,19,0.5473684210526316
t20,coco_val/siglip2_l,linear,regret,-0.01381592631578947,0.003965315528700649,95,19,0.37894736842105264
t20,coco_val/siglip2_l,linear,average_precision,-0.002910063157894744,0.007118178415235417,95,19,0.45263157894736844
t20,coco_val/siglip2_l,linear,auroc,-0.006366757894736835,0.002500121596040725,95,19,0.4842105263157895
t20,coco_val/siglip2_l,linear,f1,0.027309968421052634,0.014671256218610196,95,19,0.4105263157894737
t20,coco_val/siglip2_l,linear,fnr,0.015820157894736838,0.007653742575258365,95,19,0.37894736842105264
t20,coco_val/siglip2_l,linear,fpr,-0.014925989473684214,0.006876729733848168,95,19,0.4
t20,coco_val/siglip2_l,linear,n_good,0.21052631578947367,0.23864808523693962,95,19,0.30526315789473685
t20,coco_val/siglip2_l,mlp,cost,0.0015194421052631597,0.007851823170152273,95,19,0.5052631578947369
t20,coco_val/siglip2_l,mlp,oracle_cost,0.009095936842105263,0.007513477056021222,95,19,0.5578947368421052
t20,coco_val/siglip2_l,mlp,regret,-0.007576484210526317,0.006143476993595246,95,19,0.43157894736842106
t20,coco_val/siglip2_l,mlp,average_precision,0.009346694736842097,0.007528335626135121,95,19,0.4631578947368421
t20,coco_val/siglip2_l,mlp,auroc,-0.004573694736842105,0.0028365212145020336,95,19,0.5684210526315789
t20,coco_val/siglip2_l,mlp,f1,0.016115578947368425,0.01939650784699284,95,19,0.45263157894736844
t20,coco_val/siglip2_l,mlp,fnr,0.005337073684210526,0.006659724986932246,95,19,0.3894736842105263
t20,coco_val/siglip2_l,mlp,fpr,-0.003817694736842104,0.009175869548971111,95,19,0.43157894736842106
t20,coco_val/siglip2_l,mlp,n_good,0.2736842105263158,0.3067316965054644,95,19,0.3368421052631579
t20,coco_val/siglip2_l,linconv,cost,-0.015499694736842106,0.009687982799557945,95,19,0.4
t20,coco_val/siglip2_l,linconv,oracle_cost,0.014575652631578947,0.00781004934454153,95,19,0.5684210526315789
t20,coco_val/siglip2_l,linconv,regret,-0.030075305263157895,0.0049126040931695815,95,19,0.29473684210526313
t20,coco_val/siglip2_l,linconv,average_precision,-0.00450386315789474,0.011638966055735448,95,19,0.4421052631578947
t20,coco_val/siglip2_l,linconv,auroc,-0.004949189473684208,0.003038904521743738,95,19,0.5578947368421052
t20,coco_val/siglip2_l,linconv,f1,0.017803568421052633,0.018982665254619818,95,19,0.3157894736842105
t20,coco_val/siglip2_l,linconv,fnr,0.028371200000000003,0.010193804711267622,95,19,0.43157894736842106
t20,coco_val/siglip2_l,linconv,fpr,-0.043870957894736835,0.010173308826366505,95,19,0.28421052631578947
t20,coco_val/siglip2_l,linconv,n_good,-0.3473684210526316,0.2937326250730716,95,19,0.3684210526315789
t20,coco_val/siglip2_l,svmc01,cost,-0.003853368421052634,0.006931446894669885,95,19,0.5263157894736842
t20,coco_val/siglip2_l,svmc01,oracle_cost,-0.0033606842105263156,0.004640207504240845,95,19,0.5473684210526316
t20,coco_val/siglip2_l,svmc01,regret,-0.0004926631578947368,0.0060833586950695085,95,19,0.45263157894736844
t20,coco_val/siglip2_l,svmc01,average_precision,0.0007385473684210532,0.007714291153222584,95,19,0.5578947368421052
t20,coco_val/siglip2_l,svmc01,auroc,-0.0003024526315789498,0.002635299885233037,95,19,0.5684210526315789
t20,coco_val/siglip2_l,svmc01,f1,-0.0006078526315789487,0.01742399755299416,95,19,0.5684210526315789
t20,coco_val/siglip2_l,svmc01,fnr,-0.010123157894736843,0.004158313170533093,95,19,0.25263157894736843
t20,coco_val/siglip2_l,svmc01,fpr,0.006269778947368421,0.007942434013875763,95,19,0.5473684210526316
t20,coco_val/siglip2_l,svmc01,n_good,-0.14736842105263157,0.26217359779961596,95,19,0.30526315789473685
t20,coco_val/siglip2_l,svmc10,cost,0.004095915789473682,0.0051443789926440015,95,19,0.5684210526315789
t20,coco_val/siglip2_l,svmc10,oracle_cost,0.013675378947368425,0.00517545605683525,95,19,0.5157894736842106
t20,coco_val/siglip2_l,svmc10,regret,-0.009579515789473685,0.003472194555929421,95,19,0.4105263157894737
t20,coco_val/siglip2_l,svmc10,average_precision,-0.00409936842105264,0.007376814642577021,95,19,0.4631578947368421
t20,coco_val/siglip2_l,svmc10,auroc,-0.0031803894736842082,0.0016741299387463054,95,19,0.5578947368421052
t20,coco_val/siglip2_l,svmc10,f1,-0.005383189473684213,0.011852734633030744,95,19,0.5157894736842106
t20,coco_val/siglip2_l,svmc10,fnr,0.011084768421052632,0.006943117939104799,95,19,0.4105263157894737
t20,coco_val/siglip2_l,svmc10,fpr,-0.006988831578947367,0.006833137652162064,95,19,0.4842105263157895
t20,coco_val/siglip2_l,svmc10,n_good,0.1368421052631579,0.2389316531401153,95,19,0.2736842105263158
t20,vg/siglip,linear,cost,0.03442799130434783,0.008723564922971171,115,23,0.6260869565217392
t20,vg/siglip,linear,oracle_cost,0.021041973913043473,0.00838285135589722,115,23,0.6086956521739131
t20,vg/siglip,linear,regret,0.013385965217391304,0.004382295840206506,115,23,0.5826086956521739
t20,vg/siglip,linear,average_precision,-0.0049539913043478235,0.00750161224754297,115,23,0.5391304347826087
t20,vg/siglip,linear,auroc,-0.01303153043478261,0.004946856302514224,115,23,0.5652173913043478
t20,vg/siglip,linear,f1,-0.01923511304347826,0.007619858300497214,115,23,0.6260869565217392
t20,vg/siglip,linear,fnr,0.02641025217391304,0.007656381360211807,115,23,0.4782608695652174
t20,vg/siglip,linear,fpr,0.008017747826086956,0.0077093344024147595,115,23,0.5565217391304348
t20,vg/siglip,linear,n_good,-0.017391304347826087,0.15136430596112357,115,23,0.28695652173913044
t20,vg/siglip,mlp,cost,0.02677955652173913,0.011342623051985804,115,23,0.6086956521739131
t20,vg/siglip,mlp,oracle_cost,0.01321831304347826,0.00942800858781059,115,23,0.5130434782608696
t20,vg/siglip,mlp,regret,0.013561234782608695,0.006464321790123782,115,23,0.5565217391304348
t20,vg/siglip,mlp,average_precision,-0.006767173913043474,0.009783505184795361,115,23,0.4782608695652174
t20,vg/siglip,mlp,auroc,-0.009704365217391304,0.006047600157977962,115,23,0.5217391304347826
t20,vg/siglip,mlp,f1,-0.024204652173913044,0.010227242280871952,115,23,0.6260869565217392
t20,vg/siglip,mlp,fnr,-0.00046546086956521763,0.011210021385314088,115,23,0.3739130434782609
t20,vg/siglip,mlp,fpr,0.027245043478260875,0.01039512918953809,115,23,0.591304347826087
t20,vg/siglip,mlp,n_good,-0.24347826086956523,0.14278789473781375,115,23,0.33043478260869563
t20,vg/siglip,linconv,cost,0.006359043478260878,0.01647886656607316,115,23,0.5043478260869565
t20,vg/siglip,linconv,oracle_cost,0.011355234782608694,0.015381676798012696,115,23,0.5652173913043478
t20,vg/siglip,linconv,regret,-0.004996278260869564,0.004702884432781763,115,23,0.48695652173913045
t20,vg/siglip,linconv,average_precision,-0.020506495652173908,0.01508719541790333,115,23,0.5478260869565217
t20,vg/siglip,linconv,auroc,-0.004679704347826084,0.008260639999953584,115,23,0.5304347826086957
t20,vg/siglip,linconv,f1,0.0075301478260869584,0.011262914604362972,115,23,0.33043478260869563
t20,vg/siglip,linconv,fnr,0.061401565217391305,0.013582404880208277,115,23,0.6782608695652174
t20,vg/siglip,linconv,fpr,-0.055042521739130434,0.01071674506664762,115,23,0.23478260869565218
t20,vg/siglip,linconv,n_good,-0.6260869565217392,0.20519126248881284,115,23,0.41739130434782606
t20,vg/siglip,svmc01,cost,0.009894486956521743,0.008954832495012258,115,23,0.5478260869565217
t20,vg/siglip,svmc01,oracle_cost,0.0027065304347826053,0.008105981224178634,115,23,0.5304347826086957
t20,vg/siglip,svmc01,regret,0.007187834782608693,0.0047738671050692235,115,23,0.5043478260869565
t20,vg/siglip,svmc01,average_precision,-0.0012948608695652112,0.008643575278449249,115,23,0.4434782608695652
t20,vg/siglip,svmc01,auroc,-0.0017726695652173904,0.004887676728725328,115,23,0.4782608695652174
t20,vg/siglip,svmc01,f1,-0.014815399999999998,0.0092390288218721,115,23,0.5304347826086957
t20,vg/siglip,svmc01,fnr,0.0005929478260869574,0.006767308909753889,115,23,0.3652173913043478
t20,vg/siglip,svmc01,fpr,0.009301478260869567,0.00839727495231524,115,23,0.5652173913043478
t20,vg/siglip,svmc01,n_good,-0.1565217391304348,0.16392253146651978,115,23,0.33043478260869563
t20,vg/siglip,svmc10,cost,0.014678000000000004,0.010495945961853569,115,23,0.5739130434782609
t20,vg/siglip,svmc10,oracle_cost,0.016545060869565212,0.010373739337052587,115,23,0.5739130434782609
t20,vg/siglip,svmc10,regret,-0.0018670869565217394,0.0045395949197986635,115,23,0.4956521739130435
t20,vg/siglip,svmc10,average_precision,-0.019661739130434782,0.012927173821323402,115,23,0.5130434782608696
t20,vg/siglip,svmc10,auroc,-0.005871686956521736,0.005728406308083107,115,23,0.5565217391304348
t20,vg/siglip,svmc10,f1,-0.009199947826086958,0.007700651541627368,115,23,0.5304347826086957
t20,vg/siglip,svmc10,fnr,0.02073909565217391,0.009066520146746644,115,23,0.5043478260869565
t20,vg/siglip,svmc10,fpr,-0.006061104347826088,0.007568056578485472,115,23,0.43478260869565216
t20,vg/siglip,svmc10,n_good,-0.3565217391304348,0.11521179791031878,115,23,0.40869565217391307
t20,vg/siglip2_l,linear,cost,0.03152616521739131,0.012799093624534094,115,23,0.6086956521739131
t20,vg/siglip2_l,linear,oracle_cost,0.0262124347826087,0.010289530325550302,115,23,0.6086956521739131
t20,vg/siglip2_l,linear,regret,0.005313643478260868,0.0069376810627451435,115,23,0.5652173913043478
t20,vg/siglip2_l,linear,average_precision,-0.012500678260869565,0.010093724173962643,115,23,0.591304347826087
t20,vg/siglip2_l,linear,auroc,-0.015797339130434778,0.005449162137987514,115,23,0.6695652173913044
t20,vg/siglip2_l,linear,f1,-0.005757382608695651,0.006723072715237699,115,23,0.6086956521739131
