condition,size,level,arm,test_ap,test_auroc,test_oracle_cost
noise,16,0.3,svm_C10,0.12203520586435829,0.6693418283376321,0.687263671519589
noise,16,0.3,svm_hinge,0.3122578488247848,0.7639291242822444,0.5011499051239797
ratio,8,1.0,centroid,0.5349852270044769,0.8640431457767354,0.32241585775480075
ratio,8,1.0,lr,0.5248149991802905,0.8512512889476155,0.3442996427130938
ratio,8,1.0,lr_nosmooth,0.5255147213889383,0.8516907137963228,0.3434364668453769
ratio,8,1.0,lr_zeroinit,0.5249797504315398,0.8515724571760938,0.3441376813035359
ratio,8,1.0,lrconv_C0.1,0.5350190039653749,0.863964488141717,0.32243664034571895
ratio,8,1.0,lrconv_C1,0.5347038390510892,0.8631442421250393,0.3238091893532234
ratio,8,1.0,lrconv_C10,0.5270024511624695,0.8579632514136399,0.33394893022919875
ratio,8,1.0,lrconv_C100,0.5166583160140619,0.8517721887153014,0.34445237387669375
