capture,sorts,kmeanspp_mean_flip,kmeanspp_mean_medias,kmeanspp_max_flip,param1e-8_vs_shipped_mean,param1e-8_vs_shipped_max,shipped_tol1e-5_mean,shipped_tol1e-5_max,shipped_rinit_mean,shipped_rinit_max,shipped_median_adm_frac
old_sorts_overview,42,0.05999425537388895,231.3095238095238,0.3747016706443914,0.11775263606412675,0.4290484140233723,0.09302451947879437,0.37157166706415456,0.05746404727687444,0.33770883054892603,0.31943603702946854
old_sorts_vgscale,20,0.06478106260742907,869.15,0.27481029608689184,0.07308999193360599,0.3558934238689202,0.03416164699825565,0.11231424090807259,0.06361310664556039,0.2674930923754761,0.45078238882682276
