tier,class_id,source,kind,n_positive,pool,n_pool,method,budget,floor,pos_inliers_median,neg_inliers_max,neg_over_floor,pos_over_floor,stage1_recall_at_k,ap,first_hit,r@10,r@50,r@100
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,siglip,16384,24,122.0,125,1,29,,0.1544616287216482,2,0.06896551724137931,0.3448275862068966,0.4827586206896552
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,sift,16384,24,122.0,125,1,29,,0.966375524619205,1,0.3448275862068966,1.0,1.0
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,sift_siglip,16384,24,122.0,125,1,29,,0.966375524619205,1,0.3448275862068966,1.0,1.0
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,vlad,16384,24,122.0,125,1,29,,0.019277849733255453,49,0.0,0.034482758620689655,0.034482758620689655
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,vlad100_sift,16384,24,122.0,125,1,29,0.034482758620689655,0.05305687858617593,1,0.034482758620689655,0.034482758620689655,0.034482758620689655
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,siglip100_sift,16384,24,122.0,125,1,29,0.4827586206896552,0.4824130780970777,1,0.3103448275862069,0.4827586206896552,0.4827586206896552
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,vlad500_sift,16384,24,122.0,125,1,29,0.3793103448275862,0.3916174692380074,1,0.3448275862068966,0.3793103448275862,0.3793103448275862
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,siglip500_sift,16384,24,122.0,125,1,29,0.7586206896551724,0.7315029442656642,1,0.3103448275862069,0.7586206896551724,0.7586206896551724
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,vlad1000_sift,16384,24,122.0,125,1,29,0.7586206896551724,0.7625658378767498,1,0.3448275862068966,0.7586206896551724,0.7586206896551724
s,spods/logo_00003_0,spods,logo,29,own_verified,4998,siglip1000_sift,16384,24,122.0,125,1,29,0.896551724137931,0.8651917502251926,1,0.3103448275862069,0.896551724137931,0.896551724137931
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,siglip,16384,24,89.0,98,5,29,,0.44579445720652255,1,0.27586206896551724,0.5172413793103449,0.5517241379310345
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,sift,16384,24,89.0,98,5,29,,0.9467245816923999,1,0.3103448275862069,1.0,1.0
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,sift_siglip,16384,24,89.0,98,5,29,,0.9409774552556185,1,0.3103448275862069,1.0,1.0
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,vlad,16384,24,89.0,98,5,29,,0.016981474761211326,139,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,vlad100_sift,16384,24,89.0,98,5,29,0.0,0.016981474761211326,139,0.0,0.0,0.0
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,siglip100_sift,16384,24,89.0,98,5,29,0.5517241379310345,0.4949581967740734,1,0.3103448275862069,0.5517241379310345,0.5517241379310345
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,vlad500_sift,16384,24,89.0,98,5,29,0.20689655172413793,0.16708656462480004,2,0.20689655172413793,0.20689655172413793,0.20689655172413793
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,siglip500_sift,16384,24,89.0,98,5,29,0.6551724137931034,0.5883259629359938,1,0.3103448275862069,0.6551724137931034,0.6551724137931034
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,vlad1000_sift,16384,24,89.0,98,5,29,0.6896551724137931,0.6416379165438886,1,0.3103448275862069,0.6896551724137931,0.6896551724137931
s,spods/logo_00011_0,spods,logo,29,own_verified,4998,siglip1000_sift,16384,24,89.0,98,5,29,0.6896551724137931,0.6316771220823224,1,0.3103448275862069,0.6896551724137931,0.6896551724137931
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip,16384,24,161.0,31,15,30,,0.02534837940041122,30,0.0,0.13333333333333333,0.16666666666666666
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,sift,16384,24,161.0,31,15,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,sift_siglip,16384,24,161.0,31,15,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad,16384,24,161.0,31,15,30,,0.023114682088648145,114,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad100_sift,16384,24,161.0,31,15,30,0.0,0.023114682088648145,114,0.0,0.0,0.0
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip100_sift,16384,24,161.0,31,15,30,0.16666666666666666,0.1812751637059617,1,0.16666666666666666,0.16666666666666666,0.16666666666666666
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad500_sift,16384,24,161.0,31,15,30,0.36666666666666664,0.3841793268697202,1,0.3333333333333333,0.36666666666666664,0.36666666666666664
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip500_sift,16384,24,161.0,31,15,30,0.36666666666666664,0.37350569477990775,1,0.3333333333333333,0.36666666666666664,0.36666666666666664
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,vlad1000_sift,16384,24,161.0,31,15,30,0.9,0.9020965267886566,1,0.3333333333333333,0.9,0.9
s,spods/logo_00014_0,spods,logo,30,own_verified,4998,siglip1000_sift,16384,24,161.0,31,15,30,0.4666666666666667,0.47200616599584333,1,0.3333333333333333,0.4666666666666667,0.4666666666666667
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,siglip,16384,24,161.0,27,2,30,,0.5145333080764017,1,0.3,0.5666666666666667,0.6666666666666666
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,sift,16384,24,161.0,27,2,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,sift_siglip,16384,24,161.0,27,2,30,,1.0,1,0.3333333333333333,1.0,1.0
s,spods/logo_00023_0,spods,logo,30,own_verified,4998,vlad,16384,24,161.0,27,2,30,,0.016182779460622007,87,0.0,0.0,0.03333333333333333
