window,scope,arm,ref,isolates,metric,ref_mean,arm_mean,mean,se,n,n_clusters,frac_arm_better,frac_tied
t50,coco_better/siglip2_l,gp_dot_anch,gp_rbf_anch,dot-product vs RBF kernel,oracle_cost,0.22460886813186812,0.23535233699633698,0.010743468864468867,0.0035332300511290464,273,138,0.3992673992673993,0.01098901098901099
t50,coco_better/siglip2_l,gp_dot_anch,gp_rbf_anch,dot-product vs RBF kernel,regret,0.10490241758241758,0.12965108424908425,0.024748666666666662,0.005316026958703268,273,138,0.42857142857142855,0.003663003663003663
t50,coco_better/siglip2_l,gp_dot_anch,gp_rbf_anch,dot-product vs RBF kernel,average_precision,0.4978966263736263,0.4775212014652015,-0.02037542490842491,0.004439870601220742,273,138,0.34065934065934067,0.003663003663003663
t50,coco_better/siglip2_l,gp_dot_anch,gp_rbf_anch,dot-product vs RBF kernel,auroc,0.9153421428571428,0.9097872527472527,-0.005554890109890109,0.0016033469428102219,273,138,0.3663003663003663,0.0
t50,coco_better/siglip2_l,gp_dot_anch,gp_rbf_anch,dot-product vs RBF kernel,f1,0.061435747252747246,0.04488251648351648,-0.01655323076923077,0.0036503520354165984,273,138,0.3882783882783883,0.014652014652014652
t50,coco_better/siglip2_l,gp_dot_anch,gp_rbf_anch,dot-product vs RBF kernel,fnr,0.08935346886446888,0.09600680952380954,0.006653340659340658,0.0038203789041075247,273,138,0.2454212454212454,0.4725274725274725
t50,coco_better/siglip2_l,gp_dot_anch,gp_rbf_anch,dot-product vs RBF kernel,fpr,0.2401577838827839,0.2689966043956044,0.028838820512820513,0.005815693138975568,273,138,0.3956043956043956,0.014652014652014652
t50,coco_better/siglip2_l,gp_dot_anch,gp_rbf_anch,dot-product vs RBF kernel,n_good,9.179487179487179,5.304029304029304,-3.8754578754578755,0.4881525971904679,273,138,0.1282051282051282,0.22344322344322345
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,gp_rbf_anch,max-variance vs rank-nearest-cut Hard pick,cost,0.3295112344322344,0.33950667765567766,0.009995443223443224,0.006649063828465072,273,138,0.45054945054945056,0.06593406593406594
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,gp_rbf_anch,max-variance vs rank-nearest-cut Hard pick,oracle_cost,0.22460886813186812,0.22770138095238096,0.0030925128205128204,0.005031025337023134,273,138,0.5384615384615384,0.08791208791208792
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,gp_rbf_anch,max-variance vs rank-nearest-cut Hard pick,regret,0.10490241758241758,0.11180532234432233,0.006902904761904761,0.0052444024157223094,273,138,0.4249084249084249,0.06593406593406594
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,gp_rbf_anch,max-variance vs rank-nearest-cut Hard pick,average_precision,0.4978966263736263,0.5400765787545787,0.04217995238095238,0.006679853099706156,273,138,0.6959706959706959,0.0695970695970696
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,gp_rbf_anch,max-variance vs rank-nearest-cut Hard pick,auroc,0.9153421428571428,0.91133663003663,-0.004005512820512817,0.002615858274618111,273,138,0.5641025641025641,0.0695970695970696
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,gp_rbf_anch,max-variance vs rank-nearest-cut Hard pick,f1,0.061435747252747246,0.09145866666666667,0.03002291941391941,0.00919475158759779,273,138,0.45054945054945056,0.06593406593406594
