scope,arm,cost,oracle_cost,regret,average_precision,auroc,f1,fnr,fpr,n_good,n_cells,window
coco_val,app_xcal,0.41111978289473683,0.19262399013157894,0.21849574671052632,0.6771795394736843,0.9380219999999999,0.5725284835526315,0.3855834013157895,0.025536381578947366,3.8453947368421053,304,t10
coco_val,gp_dot_anch,0.415256875,0.23177743421052632,0.18347943092105262,0.5913387401315789,0.9216564638157895,0.1609263125,0.07844782565789474,0.33680902960526315,3.6217105263157894,304,t10
coco_val,gp_rbf_anch,0.5679920855263157,0.2594655065789474,0.3085266282894737,0.6072759506578947,0.8892512269736843,0.18636574013157894,0.14356229605263157,0.4244298223684211,4.608552631578948,304,t10
coco_val,gp_rbf_anch_maxvar,0.5335992796052631,0.24269877631578948,0.29090052302631575,0.5980525493421053,0.9088330690789475,0.13932736842105262,0.12689531907894738,0.40670398026315785,3.148026315789474,304,t10
coco_val,gp_rbf_gmm,0.41617225986842105,0.24774101644736843,0.16843129605263157,0.6077489835526316,0.8984648684210527,0.20067103618421053,0.19410291118421052,0.22206938486842104,3.898026315789474,304,t10
coco_val,gp_rbf_xcal,0.6621170427631579,0.27692481578947364,0.3851922236842105,0.5929782960526315,0.8785431480263157,0.29417243092105266,0.3427627664473684,0.31935428289473683,4.0230263157894735,304,t10
coco_better/siglip,app,0.46597591555555556,0.27671138222222225,0.18926452444444444,0.42142784,0.8880758844444444,0.034091635555555555,0.10917397333333333,0.35680195555555555,2.897777777777778,225,t10
coco_better/siglip,app_gmm,0.4900818133333333,0.2744541555555555,0.21562762666666666,0.41669903555555554,0.889423,0.022458897777777775,0.09821640888888888,0.3918653822222222,2.7111111111111112,225,t10
coco_better/siglip,app_xcal,0.5301686177777778,0.2789405066666667,0.2512281111111111,0.44395463999999996,0.8870481733333333,0.3628760711111111,0.4637318088888889,0.06643681777777777,3.031111111111111,225,t10
coco_better/siglip,gp_dot_anch,0.6485003822222223,0.34184870222222224,0.3066516888888889,0.3780512311111111,0.8370619511111111,0.018800871111111114,0.14121576,0.5072846488888889,3.017777777777778,225,t10
coco_better/siglip,gp_rbf_anch,0.7367012,0.37490914666666664,0.36179210666666667,0.3908961511111111,0.8092899955555556,0.019646986666666668,0.14539609333333334,0.5913051111111112,3.6444444444444444,225,t10
coco_better/siglip,gp_rbf_anch_maxvar,0.7131175422222222,0.3452229422222222,0.36789460444444444,0.3837053688888889,0.8331189644444444,0.021801928888888888,0.13986197777777779,0.5732555600000001,2.72,225,t10
coco_better/siglip,gp_rbf_gmm,0.6888571733333333,0.3680838311111111,0.32077332,0.3913665511111111,0.8122491511111111,0.015568888888888889,0.20898646666666665,0.4798707111111111,3.1911111111111112,225,t10
coco_better/siglip,gp_rbf_xcal,0.7562415822222223,0.3962929511111111,0.35994864,0.3716738133333334,0.7963534222222222,0.16757447555555555,0.33628227555555557,0.41995933777777783,3.2666666666666666,225,t10
coco_better/siglip2_l,app,0.438677488372093,0.25944947674418606,0.1792280542635659,0.44195612403100776,0.8968883682170543,0.03468288372093023,0.1075581007751938,0.3311194108527132,3.0,258,t10
coco_better/siglip2_l,app_gmm,0.4722505503875969,0.25623542248062015,0.21601515891472867,0.4335523410852713,0.8995811860465116,0.022543596899224805,0.09268108914728682,0.3795694651162791,2.75968992248062,258,t10
coco_better/siglip2_l,app_xcal,0.5036013604651163,0.2627148798449612,0.240886488372093,0.46037666666666666,0.8944768488372092,0.37754712790697675,0.44150671705426353,0.0620947015503876,3.104651162790698,258,t10
coco_better/siglip2_l,gp_dot_anch,0.5804763333333333,0.3190227906976744,0.2614535813953488,0.3718064224806202,0.8571570310077519,0.024341662790697674,0.12155505813953488,0.45892127906976743,3.147286821705426,258,t10
coco_better/siglip2_l,gp_rbf_anch,0.7134927248062015,0.3719690465116279,0.34152367054263566,0.3847290891472868,0.8186924573643412,0.027491833333333333,0.14090256976744187,0.5725901395348837,3.875968992248062,258,t10
coco_better/siglip2_l,gp_rbf_anch_maxvar,0.6723941782945737,0.32195727906976745,0.3504369263565892,0.39508628294573644,0.8535555542635659,0.0227531007751938,0.12359946511627908,0.5487947209302325,2.7829457364341086,258,t10
coco_better/siglip2_l,gp_rbf_gmm,0.6478801860465117,0.36285364728682173,0.2850265387596899,0.3878468062015504,0.8246051395348838,0.016474903100775193,0.19674851550387595,0.4511316395348837,3.3410852713178296,258,t10
coco_better/siglip2_l,gp_rbf_xcal,0.7054977906976744,0.3788668643410853,0.32663091472868216,0.376897480620155,0.8157441550387597,0.18022827131782945,0.33990613565891475,0.3655916550387597,3.4263565891472867,258,t10
coco_val/siglip,app,0.2947372105263158,0.1967335,0.09800367105263158,0.6471351644736842,0.9361738092105263,0.26920857236842105,0.09233727631578947,0.20239993421052632,3.4078947368421053,152,t10
coco_val/siglip,app_gmm,0.30789657894736844,0.19669863157894737,0.11119795394736842,0.6306836710526316,0.9388967368421052,0.2170390592105263,0.06268661842105264,0.24521000657894737,3.0657894736842106,152,t10
coco_val/siglip,app_xcal,0.4006014934210526,0.1957522894736842,0.20484914473684213,0.6583765592105264,0.9361741644736842,0.5668319934210526,0.3758476907894737,0.024753796052631578,3.7960526315789473,152,t10
coco_val/siglip,gp_dot_anch,0.40493649342105265,0.23051320394736843,0.1744232236842105,0.5847301710526316,0.9228461315789475,0.1762768947368421,0.08100805263157895,0.3239284013157895,3.598684210526316,152,t10
coco_val/siglip,gp_rbf_anch,0.5514042171052631,0.25922529605263156,0.29217896710526314,0.5954620921052631,0.8904413289473684,0.1878328947368421,0.12957334210526317,0.4218309210526316,4.552631578947368,152,t10
coco_val/siglip,gp_rbf_anch_maxvar,0.518180802631579,0.24250278947368423,0.27567803289473686,0.5861271907894737,0.9103763486842106,0.14565515131578946,0.12950966447368423,0.38867115789473683,3.138157894736842,152,t10
