head_arm,arm,env,cell,n_steps,dead_step_rate,knob_yield,admitted_span,quantile_span,inert_rate,band
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@large/s0,51,0.00980392156862745,0.9906629318394025,0.70024514,0.6940862,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@large/s1,51,0.014705882352941176,0.9859943977591036,0.69219613,0.6962617,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@large/s2,51,0.0,1.0,0.9172157,0.9075197,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@large/s3,51,0.000980392156862745,0.9990662931839401,0.90223527,0.90147847,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@medium/s0,51,0.014705882352941176,0.9859943977591036,0.9410686,0.94887775,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@medium/s1,51,0.0029411764705882357,0.9971988795518206,0.96739215,0.97188866,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@medium/s2,51,0.0,1.0,0.90307844,0.8945189,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@medium/s3,51,0.004901960784313725,0.9953314659197011,0.8937549,0.89651775,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@small/s0,51,0.000980392156862745,0.9990662931839401,0.91017646,0.9202104,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@small/s1,51,0.000980392156862745,0.9990662931839401,0.9380784,0.954323,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@small/s2,51,0.000980392156862745,0.9990662931839401,0.91937256,0.9171664,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/backpack@small/s3,51,0.00196078431372549,0.9981325863678805,0.96473527,0.9663327,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@large/s0,51,0.9107843137254903,0.13258636788048553,0.020509804,0.020995336,0.5294117647058824,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@large/s1,51,0.7205882352941176,0.3137254901960784,0.062107842,0.056083236,0.4117647058823529,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@large/s2,51,0.3598039215686275,0.6573295985060691,0.3559804,0.35572624,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@large/s3,51,0.8245098039215686,0.21475256769374418,0.02267647,0.021698693,0.21568627450980393,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@medium/s0,51,0.03333333333333333,0.9682539682539683,0.64693135,0.59716016,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@medium/s1,51,0.5274509803921569,0.49766573295985056,0.17903921,0.18378659,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@medium/s2,51,0.029411764705882353,0.9719887955182073,0.6322549,0.60582906,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@medium/s3,51,0.35784313725490197,0.6591970121381886,0.3216667,0.32043177,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@small/s0,51,0.0,1.0,0.7288824,0.7249221,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@small/s1,51,0.0,1.0,0.9411961,0.93890625,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@small/s2,51,0.00392156862745098,0.996265172735761,0.7435393,0.7457942,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bicycle@small/s3,51,0.0,1.0,0.8057647,0.8019156,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@large/s0,51,0.9843137254901961,0.06255835667600373,0.00427451,0.0027093338,0.9215686274509803,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@large/s1,51,0.907843137254902,0.1353874883286648,0.035254903,0.020970864,0.43137254901960786,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@large/s2,51,0.9794117647058824,0.06722689075630252,0.010970588,0.0059938617,0.8627450980392157,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@large/s3,51,0.6049019607843138,0.42390289449112983,0.091490194,0.083768904,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@medium/s0,51,0.01568627450980392,0.9850606909430439,0.80499023,0.7946458,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@medium/s1,51,0.28725490196078435,0.7264239028944911,0.5385,0.53276485,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@medium/s2,51,0.14019607843137255,0.8664799253034547,0.6854118,0.6817209,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@medium/s3,51,0.09313725490196079,0.911297852474323,0.6282647,0.61936724,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@small/s0,51,0.042156862745098035,0.9598506069094304,0.9016667,0.9086398,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@small/s1,51,0.00980392156862745,0.9906629318394025,0.9720882,0.96213335,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@small/s2,51,0.03627450980392157,0.9654528478057889,0.97555876,0.97480065,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bird@small/s3,51,0.008823529411764706,0.9915966386554621,0.9691667,0.970009,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@large/s0,51,0.34411764705882353,0.6722689075630252,0.36138237,0.35381404,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@large/s1,51,0.13725490196078433,0.869281045751634,0.63834316,0.64031637,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@large/s2,51,0.4725490196078432,0.5499533146591971,0.23055883,0.2215351,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@large/s3,51,0.5450980392156863,0.48085901027077493,0.1595294,0.15648049,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@medium/s0,51,0.30686274509803924,0.707749766573296,0.46791178,0.44945043,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@medium/s1,51,0.5176470588235293,0.5070028011204482,0.24013725,0.23726615,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@medium/s2,51,0.7333333333333333,0.30158730158730157,0.07221569,0.067604415,0.058823529411764705,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@medium/s3,51,0.0911764705882353,0.9131652661064426,0.66282356,0.65845376,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@small/s0,51,0.024509803921568627,0.976657329598506,0.7267549,0.7114475,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@small/s1,51,0.07254901960784314,0.9309056956115779,0.6468333,0.6304147,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@small/s2,51,0.04411764705882353,0.9579831932773109,0.6661862,0.65725297,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/boat@small/s3,51,0.0392156862745098,0.9626517273576097,0.59460783,0.5932002,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@large/s0,51,0.01764705882352941,0.9831932773109243,0.8340588,0.84258455,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@large/s1,51,0.03627450980392157,0.9654528478057889,0.85213727,0.8523358,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@large/s2,51,0.014705882352941176,0.9859943977591036,0.7975588,0.7972348,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@large/s3,51,0.00784313725490196,0.992530345471522,0.8427549,0.84428346,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@medium/s0,51,0.0,1.0,0.9477255,0.94379574,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@medium/s1,51,0.0,1.0,0.907902,0.9157415,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@medium/s2,51,0.00196078431372549,0.9981325863678805,0.8092255,0.7992072,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@medium/s3,51,0.0,1.0,0.93468624,0.9322953,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@small/s0,51,0.005882352941176471,0.9943977591036415,0.93493134,0.935846,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@small/s1,51,0.004901960784313725,0.9953314659197011,0.9721372,0.9646307,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@small/s2,51,0.000980392156862745,0.9990662931839401,0.9228627,0.9162251,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/book@small/s3,51,0.0,1.0,0.9413529,0.94067305,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@large/s0,51,0.6009803921568627,0.42763772175536885,0.12072549,0.120116256,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@large/s1,51,0.5833333333333334,0.4444444444444445,0.108666666,0.10542129,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@large/s2,51,0.24901960784313723,0.7628384687208216,0.5127059,0.53791803,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@large/s3,51,0.4156862745098039,0.6041083099906629,0.23189215,0.22940817,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@medium/s0,51,0.000980392156862745,0.9990662931839401,0.8803039,0.8593944,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@medium/s1,51,0.0,1.0,0.89612746,0.8810009,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@medium/s2,51,0.0068627450980392165,0.9934640522875816,0.84399015,0.84396243,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@medium/s3,51,0.000980392156862745,0.9990662931839401,0.9288726,0.93834764,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@small/s0,51,0.0,1.0,0.8842451,0.89869595,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@small/s1,51,0.00196078431372549,0.9981325863678805,0.7966863,0.7908628,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@small/s2,51,0.0,1.0,0.8851765,0.89031655,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/bus@small/s3,51,0.0,1.0,0.75278425,0.75290096,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@large/s0,51,0.9980392156862745,0.04948646125116713,0.0015980393,1.0606121e-05,0.9607843137254902,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@large/s1,51,1.0,0.047619047619047616,0.0,0.0,1.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@large/s2,51,0.9754901960784313,0.07096171802054155,0.021911766,0.00014727606,0.5098039215686274,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@large/s3,51,1.0,0.047619047619047616,0.0,0.0,1.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@medium/s0,51,0.08725490196078432,0.9169000933706816,0.7834215,0.78664887,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@medium/s1,51,0.7519607843137255,0.2838468720821662,0.031343136,0.04130519,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@medium/s2,51,0.7431372549019608,0.29225023342670403,0.056735296,0.058092963,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@medium/s3,51,0.8294117647058823,0.21008403361344535,0.018431373,0.015834706,0.09803921568627451,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@small/s0,51,0.11176470588235295,0.8935574229691876,0.72417647,0.71039325,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@small/s1,51,0.029411764705882353,0.9719887955182073,0.9346471,0.9478628,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@small/s2,51,0.000980392156862745,0.9990662931839401,0.9357647,0.94585156,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/clock@small/s3,51,0.02647058823529412,0.9747899159663865,0.9273039,0.9239182,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@large/s0,51,0.65,0.38095238095238093,0.08761765,0.07557029,0.27450980392156865,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@large/s1,51,0.34411764705882353,0.6722689075630252,0.40492156,0.4304039,0.0392156862745098,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@large/s2,51,0.17941176470588235,0.8291316526610644,0.62092155,0.614925,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@large/s3,51,0.2627450980392157,0.7497665732959851,0.48485297,0.48630288,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@medium/s0,51,0.012745098039215686,0.9878618113912231,0.8156177,0.79120773,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@medium/s1,51,0.00196078431372549,0.9981325863678805,0.8679706,0.8656511,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@medium/s2,51,0.014705882352941176,0.9859943977591036,0.79981375,0.80629945,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@medium/s3,51,0.000980392156862745,0.9990662931839401,0.91917646,0.9061778,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@small/s0,51,0.010784313725490198,0.9897292250233426,0.95195097,0.9510355,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@small/s1,51,0.014705882352941176,0.9859943977591036,0.9668726,0.9634792,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@small/s2,51,0.042156862745098035,0.9598506069094304,0.97484314,0.9670449,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/dog@small/s3,51,0.00196078431372549,0.9981325863678805,0.9453137,0.9474454,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@large/s0,51,0.004901960784313725,0.9953314659197011,0.872196,0.8798091,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@large/s1,51,0.06470588235294118,0.9383753501400559,0.7362549,0.71901876,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@large/s2,51,0.01666666666666667,0.9841269841269841,0.86046076,0.86449736,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@large/s3,51,0.7323529411764707,0.3025210084033613,0.042303924,0.040512566,0.0196078431372549,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@medium/s0,51,0.7509803921568627,0.28478057889822594,0.06402941,0.063235216,0.0196078431372549,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@medium/s1,51,0.03529411764705882,0.9663865546218487,0.7579804,0.7418821,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@medium/s2,51,0.20686274509803923,0.8029878618113911,0.5657941,0.5722841,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@medium/s3,51,0.5127450980392156,0.5116713352007469,0.27942157,0.28879014,0.09803921568627451,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@small/s0,51,0.85,0.19047619047619047,0.08218628,0.08201027,0.6470588235294118,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@small/s1,51,0.9852941176470589,0.061624649859943974,0.00029411743,0.0002020013,0.7647058823529411,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@small/s2,51,0.2931372549019608,0.7208216619981326,0.52040195,0.5127042,0.13725490196078433,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/kite@small/s3,51,0.7039215686274509,0.3295985060690943,0.07366667,0.07526259,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@large/s0,51,0.15588235294117647,0.8515406162464987,0.5065882,0.52213544,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@large/s1,51,0.11568627450980393,0.8898225957049486,0.32348037,0.32409394,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@large/s2,51,0.07450980392156863,0.9290382819794584,0.52547055,0.5384272,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@large/s3,51,0.08431372549019607,0.9197012138188608,0.5896863,0.579436,0.0,large
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@medium/s0,51,0.02647058823529412,0.9747899159663865,0.8206373,0.8208453,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@medium/s1,51,0.004901960784313725,0.9953314659197011,0.8810098,0.86455566,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@medium/s2,51,0.0,1.0,0.91086274,0.9186418,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@medium/s3,51,0.004901960784313725,0.9953314659197011,0.8462745,0.8395729,0.0,medium
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@small/s0,51,0.000980392156862745,0.9990662931839401,0.9205196,0.9175106,0.0,small
svm,fold_anchored_w0.3_cross_tilt_qmean,vg_scale/siglip+dinov3_patch/max_patch,vg_scale/siglip+dinov3_patch/max_patch/knife@small/s1,51,0.000980392156862745,0.9990662931839401,0.9564804,0.9474755,0.0,small
