geometry,mode,fraction,metric,pooled_delta,pooled_se,beats_incumbent,worst_band_delta,worst_band,harm_margin,harms_a_band,candidate
siglip2_l/whole_image,binary,0.3,cost,-0.012530833992816594,0.003290280389740257,True,-0.00900573083333334,deep 101-150,-0.01900573083333334,False,True
siglip2_l/whole_image,binary,0.4,cost,-0.00485599968877538,0.0027309951582277473,False,-0.0005240195833333337,deep 101-150,-0.010524019583333334,False,False
siglip2_l/whole_image,binary,0.6,cost,0.006243284947717361,0.002617933562766862,False,0.013214718749999998,deep 101-150,0.003214718749999998,True,False
siglip2_l/whole_image,binary,0.7,cost,0.006414644609523239,0.0029912722013037225,False,0.018905940286796544,early 1-25,0.008905940286796544,True,False
siglip2_l/whole_image,binary,0.3,regret_honest,-0.006800725892826984,0.0016473424277543389,True,-0.0017509820833333338,deep 101-150,-0.011750982083333333,False,True
siglip2_l/whole_image,binary,0.4,regret_honest,-0.0012048087814444974,0.0016422803924210179,False,0.0028982479166666662,deep 101-150,-0.007101752083333334,False,False
siglip2_l/whole_image,binary,0.6,regret_honest,0.006425261774172931,0.0016322023703158003,False,0.009501050261544013,early 1-25,-0.0004989497384559876,False,False
siglip2_l/whole_image,binary,0.7,regret_honest,0.011648952894697731,0.0018052790989930944,False,0.024476488988095246,early 1-25,0.014476488988095245,True,False
