geometry,band,corr_terms_across_arms,max_abs_sum_minus_regret,spread_rule_inefficiency,spread_calibration_shift,spread_regret
siglip2_l/whole_image,deep 101-150,-0.9702087580770086,9.166666668780632e-09,0.03396695499999999,0.023169378750000004,0.011023072916666668
siglip2_l/whole_image,early 1-25,-0.9937536499369851,3.121867166167025e-08,0.1350860972170008,0.0983621201702172,0.03871788995927317
siglip2_l/whole_image,late 61-100,-0.930592514366304,1.1979166658626639e-08,0.035572250520833334,0.02749572864583333,0.014000016666666667
siglip2_l/whole_image,mid 26-60,-0.9911719383717505,1.9047619030654328e-08,0.059784720238095224,0.04761067499999998,0.014940657738095244
